result_family,specifications,expected_direction_fraction,q_supported_fraction,median_estimate,minimum_estimate,maximum_estimate,robustness_label
buffering,11520,0.8456597222222222,0.8334201388888889,-0.1674389803119856,-1.1346755624435412,0.12973451996630878,broad
context_switching,2880,0.0,0.0,-0.6421185542804473,-0.8411344872488343,-0.31262071480460024,narrow
transfer_gain,2880,0.6208333333333333,0.5277777777777778,0.06468864726910298,-0.2534243904276322,0.9496275851967025,mixed
