result_family,specifications,expected_direction_fraction,q_supported_fraction,median_estimate,minimum_estimate,maximum_estimate,robustness_label
buffering,2880,0.8052083333333333,0.7836805555555556,-0.12365976168146121,-1.1160276597946786,0.11677816718439324,broad
context_switching,720,0.0,0.0,-0.6379864739694436,-0.8396157364977457,-0.31262071480460024,narrow
transfer_gain,720,0.6444444444444445,0.5611111111111111,0.08795478066560822,-0.252651538062569,0.9496275851967025,mixed
