result_family,specifications,expected_direction_fraction,q_supported_fraction,median_estimate,minimum_estimate,maximum_estimate,robustness_label
buffering,2880,0.8586805555555556,0.85,-0.2209661818602468,-1.1182226899504053,0.1277389452581276,broad
context_switching,720,0.0,0.0,-0.6436935670161532,-0.8390912755778548,-0.31359553579961025,narrow
transfer_gain,720,0.6180555555555556,0.5277777777777778,0.06487317574189902,-0.2534243904276322,0.9493855930026799,mixed
