dataset	accession	observation_key	target_a	target_b	pair_id	pair_fold	pair_cells	single_a_cells	single_b_cells	control_cells	target_a_cd4	target_b_cd4	cell_gate_pass	exclusion_reason
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|ATP5A1|ATP5B|GSE124703	ATP5A1	ATP5B	ATP5A1|ATP5B|GSE124703	2	2	587	245	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|ATP5A1|FECH|GSE124703	ATP5A1	FECH	ATP5A1|FECH|GSE124703	3	8	587	2303	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|ATP5A1|GSR|GSE124703	ATP5A1	GSR	ATP5A1|GSR|GSE124703	5	3	587	435	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|ATP5A1|HACD2|GSE124703	ATP5A1	HACD2	ATP5A1|HACD2|GSE124703	4	3	587	1144	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|ATP5A1|HMGCS1|GSE124703	ATP5A1	HMGCS1	ATP5A1|HMGCS1|GSE124703	4	15	587	4829	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|ATP5A1|KIF1A|GSE124703	ATP5A1	KIF1A	ATP5A1|KIF1A|GSE124703	2	4	587	1252	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|ATP5A1|MAP3K12|GSE124703	ATP5A1	MAP3K12	ATP5A1|MAP3K12|GSE124703	2	4	587	1055	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|ATP5A1|MAT2A|GSE124703	ATP5A1	MAT2A	ATP5A1|MAT2A|GSE124703	3	105	587	25789	10687	False	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|ATP5A1|MMAB|GSE124703	ATP5A1	MMAB	ATP5A1|MMAB|GSE124703	2	23	587	8893	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|ATP5A1|MVK|GSE124703	ATP5A1	MVK	ATP5A1|MVK|GSE124703	4	16	587	3749	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|ATP5A1|NDUFA1|GSE124703	ATP5A1	NDUFA1	ATP5A1|NDUFA1|GSE124703	2	3	587	596	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|ATP5A1|PGGT1B|GSE124703	ATP5A1	PGGT1B	ATP5A1|PGGT1B|GSE124703	5	3	587	762	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|ATP5A1|PMVK|GSE124703	ATP5A1	PMVK	ATP5A1|PMVK|GSE124703	1	20	587	4576	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|ATP5A1|PPCDC|GSE124703	ATP5A1	PPCDC	ATP5A1|PPCDC|GSE124703	5	3	587	856	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|ATP5A1|PPP1R8|GSE124703	ATP5A1	PPP1R8	ATP5A1|PPP1R8|GSE124703	4	1	587	727	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|ATP5A1|PPP2R1A|GSE124703	ATP5A1	PPP2R1A	ATP5A1|PPP2R1A|GSE124703	2	152	587	39004	10687	False	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|ATP5A1|RAB7A|GSE124703	ATP5A1	RAB7A	ATP5A1|RAB7A|GSE124703	5	8	587	3075	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|ATP5A1|RFK|GSE124703	ATP5A1	RFK	ATP5A1|RFK|GSE124703	3	5	587	2083	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|ATP5A1|SEPSECS|GSE124703	ATP5A1	SEPSECS	ATP5A1|SEPSECS|GSE124703	3	9	587	2834	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|ATP5A1|SQLE|GSE124703	ATP5A1	SQLE	ATP5A1|SQLE|GSE124703	4	4	587	599	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|ATP5A1|TARS2|GSE124703	ATP5A1	TARS2	ATP5A1|TARS2|GSE124703	5	2	587	488	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|ATP5A1|UBA1|GSE124703	ATP5A1	UBA1	ATP5A1|UBA1|GSE124703	2	42	587	11561	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|ATP5A1|UQCRQ|GSE124703	ATP5A1	UQCRQ	ATP5A1|UQCRQ|GSE124703	3	11	587	3206	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|ATP5A1|UROD|GSE124703	ATP5A1	UROD	ATP5A1|UROD|GSE124703	2	31	587	8761	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|ATP5B|FECH|GSE124703	ATP5B	FECH	ATP5B|FECH|GSE124703	2	4	245	2303	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|ATP5B|GSR|GSE124703	ATP5B	GSR	ATP5B|GSR|GSE124703	1	2	245	435	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|ATP5B|HACD2|GSE124703	ATP5B	HACD2	ATP5B|HACD2|GSE124703	1	2	245	1144	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|ATP5B|HMGCS1|GSE124703	ATP5B	HMGCS1	ATP5B|HMGCS1|GSE124703	1	11	245	4829	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|ATP5B|KIF1A|GSE124703	ATP5B	KIF1A	ATP5B|KIF1A|GSE124703	1	1	245	1252	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|ATP5B|MAP3K12|GSE124703	ATP5B	MAP3K12	ATP5B|MAP3K12|GSE124703	1	1	245	1055	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|ATP5B|MAT2A|GSE124703	ATP5B	MAT2A	ATP5B|MAT2A|GSE124703	2	40	245	25789	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|ATP5B|MMAB|GSE124703	ATP5B	MMAB	ATP5B|MMAB|GSE124703	2	10	245	8893	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|ATP5B|MVK|GSE124703	ATP5B	MVK	ATP5B|MVK|GSE124703	5	5	245	3749	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|ATP5B|NDUFA1|GSE124703	ATP5B	NDUFA1	ATP5B|NDUFA1|GSE124703	2	3	245	596	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|ATP5B|PGGT1B|GSE124703	ATP5B	PGGT1B	ATP5B|PGGT1B|GSE124703	3	1	245	762	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|ATP5B|PMVK|GSE124703	ATP5B	PMVK	ATP5B|PMVK|GSE124703	5	8	245	4576	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|ATP5B|PPP2R1A|GSE124703	ATP5B	PPP2R1A	ATP5B|PPP2R1A|GSE124703	3	63	245	39004	10687	False	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|ATP5B|RAB7A|GSE124703	ATP5B	RAB7A	ATP5B|RAB7A|GSE124703	4	3	245	3075	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|ATP5B|RFK|GSE124703	ATP5B	RFK	ATP5B|RFK|GSE124703	1	1	245	2083	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|ATP5B|SEPSECS|GSE124703	ATP5B	SEPSECS	ATP5B|SEPSECS|GSE124703	3	2	245	2834	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|ATP5B|SQLE|GSE124703	ATP5B	SQLE	ATP5B|SQLE|GSE124703	4	1	245	599	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|ATP5B|TARS2|GSE124703	ATP5B	TARS2	ATP5B|TARS2|GSE124703	3	1	245	488	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|ATP5B|UBA1|GSE124703	ATP5B	UBA1	ATP5B|UBA1|GSE124703	5	13	245	11561	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|ATP5B|UQCRQ|GSE124703	ATP5B	UQCRQ	ATP5B|UQCRQ|GSE124703	1	1	245	3206	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|ATP5B|UROD|GSE124703	ATP5B	UROD	ATP5B|UROD|GSE124703	5	11	245	8761	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|FECH|GSR|GSE124703	FECH	GSR	FECH|GSR|GSE124703	2	5	2303	435	10687	True	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|FECH|HACD2|GSE124703	FECH	HACD2	FECH|HACD2|GSE124703	2	18	2303	1144	10687	True	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|FECH|HMGCS1|GSE124703	FECH	HMGCS1	FECH|HMGCS1|GSE124703	3	48	2303	4829	10687	True	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|FECH|KIF1A|GSE124703	FECH	KIF1A	FECH|KIF1A|GSE124703	2	13	2303	1252	10687	True	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|FECH|LSS|GSE124703	FECH	LSS	FECH|LSS|GSE124703	1	2	2303	240	10687	True	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|FECH|MAP3K12|GSE124703	FECH	MAP3K12	FECH|MAP3K12|GSE124703	4	14	2303	1055	10687	True	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|FECH|MAT2A|GSE124703	FECH	MAT2A	FECH|MAT2A|GSE124703	5	385	2303	25789	10687	True	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|FECH|MMAB|GSE124703	FECH	MMAB	FECH|MMAB|GSE124703	3	97	2303	8893	10687	True	True	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|FECH|MVK|GSE124703	FECH	MVK	FECH|MVK|GSE124703	3	42	2303	3749	10687	True	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|FECH|NDUFA1|GSE124703	FECH	NDUFA1	FECH|NDUFA1|GSE124703	5	7	2303	596	10687	True	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|FECH|PGGT1B|GSE124703	FECH	PGGT1B	FECH|PGGT1B|GSE124703	2	8	2303	762	10687	True	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|FECH|PMVK|GSE124703	FECH	PMVK	FECH|PMVK|GSE124703	5	76	2303	4576	10687	True	True	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|FECH|PPCDC|GSE124703	FECH	PPCDC	FECH|PPCDC|GSE124703	5	7	2303	856	10687	True	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|FECH|PPP1R8|GSE124703	FECH	PPP1R8	FECH|PPP1R8|GSE124703	2	7	2303	727	10687	True	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|FECH|PPP2R1A|GSE124703	FECH	PPP2R1A	FECH|PPP2R1A|GSE124703	2	506	2303	39004	10687	True	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|FECH|RAB7A|GSE124703	FECH	RAB7A	FECH|RAB7A|GSE124703	3	42	2303	3075	10687	True	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|FECH|RFK|GSE124703	FECH	RFK	FECH|RFK|GSE124703	5	29	2303	2083	10687	True	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|FECH|SEPSECS|GSE124703	FECH	SEPSECS	FECH|SEPSECS|GSE124703	2	32	2303	2834	10687	True	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|FECH|SQLE|GSE124703	FECH	SQLE	FECH|SQLE|GSE124703	1	7	2303	599	10687	True	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|FECH|TARS2|GSE124703	FECH	TARS2	FECH|TARS2|GSE124703	1	3	2303	488	10687	True	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|FECH|UBA1|GSE124703	FECH	UBA1	FECH|UBA1|GSE124703	2	141	2303	11561	10687	True	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|FECH|UQCRQ|GSE124703	FECH	UQCRQ	FECH|UQCRQ|GSE124703	3	31	2303	3206	10687	True	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|FECH|UROD|GSE124703	FECH	UROD	FECH|UROD|GSE124703	5	123	2303	8761	10687	True	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|GSR|HACD2|GSE124703	GSR	HACD2	GSR|HACD2|GSE124703	4	4	435	1144	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|GSR|HMGCS1|GSE124703	GSR	HMGCS1	GSR|HMGCS1|GSE124703	4	7	435	4829	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|GSR|KIF1A|GSE124703	GSR	KIF1A	GSR|KIF1A|GSE124703	2	2	435	1252	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|GSR|MAP3K12|GSE124703	GSR	MAP3K12	GSR|MAP3K12|GSE124703	2	4	435	1055	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|GSR|MAT2A|GSE124703	GSR	MAT2A	GSR|MAT2A|GSE124703	2	69	435	25789	10687	False	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|GSR|MMAB|GSE124703	GSR	MMAB	GSR|MMAB|GSE124703	1	22	435	8893	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|GSR|MVK|GSE124703	GSR	MVK	GSR|MVK|GSE124703	5	7	435	3749	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|GSR|NDUFA1|GSE124703	GSR	NDUFA1	GSR|NDUFA1|GSE124703	2	2	435	596	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|GSR|PGGT1B|GSE124703	GSR	PGGT1B	GSR|PGGT1B|GSE124703	3	4	435	762	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|GSR|PMVK|GSE124703	GSR	PMVK	GSR|PMVK|GSE124703	3	4	435	4576	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|GSR|PPCDC|GSE124703	GSR	PPCDC	GSR|PPCDC|GSE124703	2	1	435	856	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|GSR|PPP1R8|GSE124703	GSR	PPP1R8	GSR|PPP1R8|GSE124703	2	2	435	727	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|GSR|PPP2R1A|GSE124703	GSR	PPP2R1A	GSR|PPP2R1A|GSE124703	5	109	435	39004	10687	False	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|GSR|RAB7A|GSE124703	GSR	RAB7A	GSR|RAB7A|GSE124703	3	5	435	3075	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|GSR|RFK|GSE124703	GSR	RFK	GSR|RFK|GSE124703	2	8	435	2083	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|GSR|SEPSECS|GSE124703	GSR	SEPSECS	GSR|SEPSECS|GSE124703	1	5	435	2834	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|GSR|SQLE|GSE124703	GSR	SQLE	GSR|SQLE|GSE124703	1	2	435	599	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|GSR|UBA1|GSE124703	GSR	UBA1	GSR|UBA1|GSE124703	2	25	435	11561	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|GSR|UQCRQ|GSE124703	GSR	UQCRQ	GSR|UQCRQ|GSE124703	1	5	435	3206	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|GSR|UROD|GSE124703	GSR	UROD	GSR|UROD|GSE124703	1	15	435	8761	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|HACD2|HMGCS1|GSE124703	HACD2	HMGCS1	HACD2|HMGCS1|GSE124703	2	34	1144	4829	10687	True	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|HACD2|KIF1A|GSE124703	HACD2	KIF1A	HACD2|KIF1A|GSE124703	3	12	1144	1252	10687	True	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|HACD2|LSS|GSE124703	HACD2	LSS	HACD2|LSS|GSE124703	2	3	1144	240	10687	True	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|HACD2|MAP3K12|GSE124703	HACD2	MAP3K12	HACD2|MAP3K12|GSE124703	2	6	1144	1055	10687	True	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|HACD2|MAT2A|GSE124703	HACD2	MAT2A	HACD2|MAT2A|GSE124703	5	179	1144	25789	10687	True	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|HACD2|MMAB|GSE124703	HACD2	MMAB	HACD2|MMAB|GSE124703	5	55	1144	8893	10687	True	True	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|HACD2|MVK|GSE124703	HACD2	MVK	HACD2|MVK|GSE124703	4	20	1144	3749	10687	True	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|HACD2|NDUFA1|GSE124703	HACD2	NDUFA1	HACD2|NDUFA1|GSE124703	2	1	1144	596	10687	True	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|HACD2|PGGT1B|GSE124703	HACD2	PGGT1B	HACD2|PGGT1B|GSE124703	2	4	1144	762	10687	True	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|HACD2|PMVK|GSE124703	HACD2	PMVK	HACD2|PMVK|GSE124703	4	39	1144	4576	10687	True	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|HACD2|PPCDC|GSE124703	HACD2	PPCDC	HACD2|PPCDC|GSE124703	1	4	1144	856	10687	True	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|HACD2|PPP1R8|GSE124703	HACD2	PPP1R8	HACD2|PPP1R8|GSE124703	5	6	1144	727	10687	True	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|HACD2|PPP2R1A|GSE124703	HACD2	PPP2R1A	HACD2|PPP2R1A|GSE124703	3	281	1144	39004	10687	True	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|HACD2|RAB7A|GSE124703	HACD2	RAB7A	HACD2|RAB7A|GSE124703	1	19	1144	3075	10687	True	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|HACD2|RFK|GSE124703	HACD2	RFK	HACD2|RFK|GSE124703	5	19	1144	2083	10687	True	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|HACD2|SEPSECS|GSE124703	HACD2	SEPSECS	HACD2|SEPSECS|GSE124703	2	23	1144	2834	10687	True	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|HACD2|SQLE|GSE124703	HACD2	SQLE	HACD2|SQLE|GSE124703	3	2	1144	599	10687	True	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|HACD2|TARS2|GSE124703	HACD2	TARS2	HACD2|TARS2|GSE124703	4	1	1144	488	10687	True	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|HACD2|UBA1|GSE124703	HACD2	UBA1	HACD2|UBA1|GSE124703	1	82	1144	11561	10687	True	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|HACD2|UQCRQ|GSE124703	HACD2	UQCRQ	HACD2|UQCRQ|GSE124703	3	21	1144	3206	10687	True	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|HACD2|UROD|GSE124703	HACD2	UROD	HACD2|UROD|GSE124703	4	68	1144	8761	10687	True	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|HMGCS1|KIF1A|GSE124703	HMGCS1	KIF1A	HMGCS1|KIF1A|GSE124703	5	28	4829	1252	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|HMGCS1|LSS|GSE124703	HMGCS1	LSS	HMGCS1|LSS|GSE124703	3	7	4829	240	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|HMGCS1|MAP3K12|GSE124703	HMGCS1	MAP3K12	HMGCS1|MAP3K12|GSE124703	2	16	4829	1055	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|HMGCS1|MAT2A|GSE124703	HMGCS1	MAT2A	HMGCS1|MAT2A|GSE124703	2	768	4829	25789	10687	False	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|HMGCS1|MMAB|GSE124703	HMGCS1	MMAB	HMGCS1|MMAB|GSE124703	4	244	4829	8893	10687	False	True	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|HMGCS1|MVK|GSE124703	HMGCS1	MVK	HMGCS1|MVK|GSE124703	4	97	4829	3749	10687	False	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|HMGCS1|NDUFA1|GSE124703	HMGCS1	NDUFA1	HMGCS1|NDUFA1|GSE124703	3	17	4829	596	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|HMGCS1|PGGT1B|GSE124703	HMGCS1	PGGT1B	HMGCS1|PGGT1B|GSE124703	3	18	4829	762	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|HMGCS1|PMVK|GSE124703	HMGCS1	PMVK	HMGCS1|PMVK|GSE124703	2	126	4829	4576	10687	False	True	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|HMGCS1|PPCDC|GSE124703	HMGCS1	PPCDC	HMGCS1|PPCDC|GSE124703	3	28	4829	856	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|HMGCS1|PPP1R8|GSE124703	HMGCS1	PPP1R8	HMGCS1|PPP1R8|GSE124703	1	19	4829	727	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|HMGCS1|PPP2R1A|GSE124703	HMGCS1	PPP2R1A	HMGCS1|PPP2R1A|GSE124703	5	1162	4829	39004	10687	False	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|HMGCS1|RAB7A|GSE124703	HMGCS1	RAB7A	HMGCS1|RAB7A|GSE124703	5	80	4829	3075	10687	False	True	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|HMGCS1|RFK|GSE124703	HMGCS1	RFK	HMGCS1|RFK|GSE124703	5	47	4829	2083	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|HMGCS1|SEPSECS|GSE124703	HMGCS1	SEPSECS	HMGCS1|SEPSECS|GSE124703	3	76	4829	2834	10687	False	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|HMGCS1|SQLE|GSE124703	HMGCS1	SQLE	HMGCS1|SQLE|GSE124703	4	15	4829	599	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|HMGCS1|TARS2|GSE124703	HMGCS1	TARS2	HMGCS1|TARS2|GSE124703	1	14	4829	488	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|HMGCS1|UBA1|GSE124703	HMGCS1	UBA1	HMGCS1|UBA1|GSE124703	3	314	4829	11561	10687	False	False	True	
