dataset	accession	observation_key	target_a	target_b	pair_id	pair_fold	pair_cells	single_a_cells	single_b_cells	control_cells	target_a_cd4	target_b_cd4	cell_gate_pass	exclusion_reason
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL18RAP|RCAN1|GSE221321	IL18RAP	RCAN1	IL18RAP|RCAN1|GSE221321	3	1	14	13	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL18RAP|SLC26A4-AS1|GSE221321	IL18RAP	SLC26A4-AS1	IL18RAP|SLC26A4-AS1|GSE221321	1	1	14	22	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL18RAP|TOLLIP-AS1|GSE221321	IL18RAP	TOLLIP-AS1	IL18RAP|TOLLIP-AS1|GSE221321	4	2	14	10	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL18RAP|TRIM26|GSE221321	IL18RAP	TRIM26	IL18RAP|TRIM26|GSE221321	4	1	14	28	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL18RAP|TYK2|GSE221321	IL18RAP	TYK2	IL18RAP|TYK2|GSE221321	4	1	14	23	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL1B|LACC1|GSE221321	IL1B	LACC1	IL1B|LACC1|GSE221321	5	1	18	20	476	False	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL1B|MAP2K3|GSE221321	IL1B	MAP2K3	IL1B|MAP2K3|GSE221321	5	1	18	14	476	False	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL1B|MAP3K8|GSE221321	IL1B	MAP3K8	IL1B|MAP3K8|GSE221321	1	1	18	18	476	False	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL1B|PIP4K2A|GSE221321	IL1B	PIP4K2A	IL1B|PIP4K2A|GSE221321	3	1	18	20	476	False	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL1B|RASSF1|GSE221321	IL1B	RASSF1	IL1B|RASSF1|GSE221321	3	1	18	22	476	False	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL1B|RIPK2|GSE221321	IL1B	RIPK2	IL1B|RIPK2|GSE221321	3	1	18	18	476	False	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL1B|SLC39A7|GSE221321	IL1B	SLC39A7	IL1B|SLC39A7|GSE221321	4	1	18	10	476	False	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL1B|TMEM258|GSE221321	IL1B	TMEM258	IL1B|TMEM258|GSE221321	3	1	18	19	476	False	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL23R|L3MBTL3|GSE221321	IL23R	L3MBTL3	IL23R|L3MBTL3|GSE221321	5	1	9	14	476	False	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL23R|LGALS9|GSE221321	IL23R	LGALS9	IL23R|LGALS9|GSE221321	2	1	9	19	476	False	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL23R|MS4A14|GSE221321	IL23R	MS4A14	IL23R|MS4A14|GSE221321	3	1	9	15	476	False	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL23R|NFATC1|GSE221321	IL23R	NFATC1	IL23R|NFATC1|GSE221321	2	1	9	12	476	False	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL23R|NSF|GSE221321	IL23R	NSF	IL23R|NSF|GSE221321	2	1	9	15	476	False	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL23R|NUMA1|GSE221321	IL23R	NUMA1	IL23R|NUMA1|GSE221321	1	2	9	11	476	False	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL23R|PDCD10|GSE221321	IL23R	PDCD10	IL23R|PDCD10|GSE221321	1	2	9	17	476	False	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL23R|PRKCQ-AS1|GSE221321	IL23R	PRKCQ-AS1	IL23R|PRKCQ-AS1|GSE221321	1	1	9	12	476	False	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL23R|REL|GSE221321	IL23R	REL	IL23R|REL|GSE221321	2	1	9	18	476	False	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL23R|SPIRE1|GSE221321	IL23R	SPIRE1	IL23R|SPIRE1|GSE221321	5	1	9	17	476	False	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL23R|TMCO4|GSE221321	IL23R	TMCO4	IL23R|TMCO4|GSE221321	4	1	9	15	476	False	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL23R|TNFRSF14|GSE221321	IL23R	TNFRSF14	IL23R|TNFRSF14|GSE221321	3	1	9	22	476	False	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL2RA|LACC1|GSE221321	IL2RA	LACC1	IL2RA|LACC1|GSE221321	3	1	13	20	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL2RA|MAP3K14-AS1|GSE221321	IL2RA	MAP3K14-AS1	IL2RA|MAP3K14-AS1|GSE221321	2	1	13	11	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL2RA|MIB2|GSE221321	IL2RA	MIB2	IL2RA|MIB2|GSE221321	4	1	13	21	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL2RA|NOD2|GSE221321	IL2RA	NOD2	IL2RA|NOD2|GSE221321	5	1	13	16	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL2RA|PAF1|GSE221321	IL2RA	PAF1	IL2RA|PAF1|GSE221321	4	1	13	3	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL2RA|PIK3R1|GSE221321	IL2RA	PIK3R1	IL2RA|PIK3R1|GSE221321	2	1	13	13	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL2RA|PRF1|GSE221321	IL2RA	PRF1	IL2RA|PRF1|GSE221321	3	1	13	11	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL2RA|PTPRR|GSE221321	IL2RA	PTPRR	IL2RA|PTPRR|GSE221321	3	1	13	25	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL2RA|RAB18|GSE221321	IL2RA	RAB18	IL2RA|RAB18|GSE221321	2	1	13	13	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL2RA|SNX13|GSE221321	IL2RA	SNX13	IL2RA|SNX13|GSE221321	1	1	13	17	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL2RA|STAT5B|GSE221321	IL2RA	STAT5B	IL2RA|STAT5B|GSE221321	3	1	13	19	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL2RA|TGFB1|GSE221321	IL2RA	TGFB1	IL2RA|TGFB1|GSE221321	5	1	13	22	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL2RA|TLR1|GSE221321	IL2RA	TLR1	IL2RA|TLR1|GSE221321	3	1	13	16	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL2RA|TLR8|GSE221321	IL2RA	TLR8	IL2RA|TLR8|GSE221321	5	1	13	16	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL2RA|TNFSF11|GSE221321	IL2RA	TNFSF11	IL2RA|TNFSF11|GSE221321	5	1	13	14	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL2RA|UQCR10|GSE221321	IL2RA	UQCR10	IL2RA|UQCR10|GSE221321	5	2	13	15	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL2RA|WDR34|GSE221321	IL2RA	WDR34	IL2RA|WDR34|GSE221321	4	1	13	13	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL2RA|YY1|GSE221321	IL2RA	YY1	IL2RA|YY1|GSE221321	4	1	13	20	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL2RG|IQCH-AS1|GSE221321	IL2RG	IQCH-AS1	IL2RG|IQCH-AS1|GSE221321	5	1	9	14	476	False	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL2RG|IRF2|GSE221321	IL2RG	IRF2	IL2RG|IRF2|GSE221321	1	1	9	15	476	False	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL2RG|ITGAL|GSE221321	IL2RG	ITGAL	IL2RG|ITGAL|GSE221321	2	1	9	22	476	False	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL2RG|ITPA|GSE221321	IL2RG	ITPA	IL2RG|ITPA|GSE221321	4	2	9	12	476	False	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL2RG|MUC22|GSE221321	IL2RG	MUC22	IL2RG|MUC22|GSE221321	1	1	9	19	476	False	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL2RG|PAIP1|GSE221321	IL2RG	PAIP1	IL2RG|PAIP1|GSE221321	5	1	9	18	476	False	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL2RG|PPP1R10|GSE221321	IL2RG	PPP1R10	IL2RG|PPP1R10|GSE221321	4	1	9	5	476	False	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL2RG|RAB18|GSE221321	IL2RG	RAB18	IL2RG|RAB18|GSE221321	2	1	9	13	476	False	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL2RG|RFXAP|GSE221321	IL2RG	RFXAP	IL2RG|RFXAP|GSE221321	5	1	9	15	476	False	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL2RG|ZNF384|GSE221321	IL2RG	ZNF384	IL2RG|ZNF384|GSE221321	4	1	9	18	476	False	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL2RG|ZNF79|GSE221321	IL2RG	ZNF79	IL2RG|ZNF79|GSE221321	1	1	9	19	476	False	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL6ST|MAP2K1|GSE221321	IL6ST	MAP2K1	IL6ST|MAP2K1|GSE221321	5	1	19	17	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL6ST|NIPAL2|GSE221321	IL6ST	NIPAL2	IL6ST|NIPAL2|GSE221321	2	1	19	12	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL6ST|NSMCE2|GSE221321	IL6ST	NSMCE2	IL6ST|NSMCE2|GSE221321	2	1	19	18	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL6ST|PSMB8|GSE221321	IL6ST	PSMB8	IL6ST|PSMB8|GSE221321	5	1	19	16	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL6ST|SFPQ|GSE221321	IL6ST	SFPQ	IL6ST|SFPQ|GSE221321	3	1	19	8	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL6ST|STK11|GSE221321	IL6ST	STK11	IL6ST|STK11|GSE221321	1	1	19	23	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL6ST|WAS|GSE221321	IL6ST	WAS	IL6ST|WAS|GSE221321	4	1	19	20	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL6ST|ZC3H13|GSE221321	IL6ST	ZC3H13	IL6ST|ZC3H13|GSE221321	4	1	19	8	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IL6ST|ZNF79|GSE221321	IL6ST	ZNF79	IL6ST|ZNF79|GSE221321	3	1	19	19	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|INPP5D|LRRFIP2|GSE221321	INPP5D	LRRFIP2	INPP5D|LRRFIP2|GSE221321	1	1	31	21	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|INPP5D|MRPL51|GSE221321	INPP5D	MRPL51	INPP5D|MRPL51|GSE221321	2	1	31	7	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|INPP5D|NFKBIZ|GSE221321	INPP5D	NFKBIZ	INPP5D|NFKBIZ|GSE221321	4	1	31	12	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|INPP5D|NFYC-AS1|GSE221321	INPP5D	NFYC-AS1	INPP5D|NFYC-AS1|GSE221321	2	1	31	20	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|INPP5D|NOTCH4|GSE221321	INPP5D	NOTCH4	INPP5D|NOTCH4|GSE221321	5	1	31	18	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|INPP5D|RIPK1|GSE221321	INPP5D	RIPK1	INPP5D|RIPK1|GSE221321	2	1	31	9	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|INPP5D|RNGTT|GSE221321	INPP5D	RNGTT	INPP5D|RNGTT|GSE221321	1	1	31	18	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|INPP5D|SAA1|GSE221321	INPP5D	SAA1	INPP5D|SAA1|GSE221321	2	1	31	23	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|INPP5D|SLC12A5|GSE221321	INPP5D	SLC12A5	INPP5D|SLC12A5|GSE221321	1	1	31	13	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|INPP5D|TSPAN4|GSE221321	INPP5D	TSPAN4	INPP5D|TSPAN4|GSE221321	4	1	31	15	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|INPP5D|UBE2F|GSE221321	INPP5D	UBE2F	INPP5D|UBE2F|GSE221321	2	1	31	24	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|INPP5D|ZFP36|GSE221321	INPP5D	ZFP36	INPP5D|ZFP36|GSE221321	3	1	31	18	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|INTS10|MAP2K1|GSE221321	INTS10	MAP2K1	INTS10|MAP2K1|GSE221321	4	1	18	17	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|INTS10|MBL2|GSE221321	INTS10	MBL2	INTS10|MBL2|GSE221321	1	1	18	19	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|INTS10|PPARA|GSE221321	INTS10	PPARA	INTS10|PPARA|GSE221321	1	1	18	13	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|INTS10|SGMS1|GSE221321	INTS10	SGMS1	INTS10|SGMS1|GSE221321	5	1	18	13	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|INTS10|TLR9|GSE221321	INTS10	TLR9	INTS10|TLR9|GSE221321	3	1	18	21	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|INTS10|VAMP1|GSE221321	INTS10	VAMP1	INTS10|VAMP1|GSE221321	2	1	18	20	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|IQCH-AS1|ITGB2|GSE221321	IQCH-AS1	ITGB2	IQCH-AS1|ITGB2|GSE221321	4	1	14	22	476	False	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
