dataset	screen_source	accession	accession_or_doi	organism	modality	intervention	confirmatory_intervention	combined_design_flag	catalog_cells	catalog_conditions	processed_release_available	release_bytes	provider_checksum	provider_checksum_verified_on_full_release	license	publication_url	metadata_url	release_url	cell_eligible_pairs	eligible_targets	cd4_target_overlap	both_components_cd4_pairs	control_cells	guide_metadata	replicate_metadata	expressed_gene_overlap	selected_for_outcomes	decision	exclusion_reasons	full_eligibility_pass	pair_model_power_gate	no_outcome_data_accessed	metadata_complete_for_selection	selection_priority	screen_order
DixitRegev2016_K562_TFs_7_days	Zenodo_release_only	GSE90063	GSE90063	human		CRISPR-cas9	False				True	256685252.0	md5:b4fb773a3b3857a8ee471d6d2f5221e0	False	CC-BY-4.0		https://zenodo.org/api/records/13350497	https://zenodo.org/api/records/13350497/files/DixitRegev2016_K562_TFs_7_days.h5ad/content									False	unavailable	nonconfirmatory_intervention	False		True	False	0	31
DixitRegev2016_K562_TFs_High_MOI	Zenodo_release_only	GSE90063	GSE90063	human		CRISPR-cas9	False				True	319735470.0	md5:b77c2249b7069b16f91f7384a88c39b1	False	CC-BY-4.0		https://zenodo.org/api/records/13350497	https://zenodo.org/api/records/13350497/files/DixitRegev2016_K562_TFs_High_MOI.h5ad/content									False	unavailable	nonconfirmatory_intervention	False		True	False	0	32
AissaBenevolenskaya2021	scPerturb_metadata	not_resolved	https://doi.org/10.1038/s41467-021-21884-z	Homo sapiens; Mus musculus	RNA	drugs	False	y	166589.0	7.0	True	45919115.0	md5:c1ee47cc82052c1eed78f3a2e3eea30c	False	CC-BY-4.0	https://doi.org/10.1038/s41467-021-21884-z	https://raw.githubusercontent.com/sanderlab/scPerturb/master/website/datavzrd/scperturb_dataset_info_datavzrd_annotated.csv	https://zenodo.org/api/records/13350497/files/AissaBenevolenskaya2021.h5ad/content						not_established	not_established	not_examined_after_earlier_gate_failure	False	unavailable	nonconfirmatory_intervention	False		True	False	0	33
ChangYe2021	scPerturb_metadata	not_resolved	https://doi.org/10.1038/s41587-021-01005-3	Homo sapiens	RNA	drugs	False	n	42277.0	3.0	True	501823050.0	md5:9c68660b093ebb3611d114893766fc97	False	CC-BY-4.0	https://doi.org/10.1038/s41587-021-01005-3	https://raw.githubusercontent.com/sanderlab/scPerturb/master/website/datavzrd/scperturb_dataset_info_datavzrd_annotated.csv	https://zenodo.org/api/records/13350497/files/ChangYe2021.h5ad/content						not_established	not_established	not_examined_after_earlier_gate_failure	False	unavailable	nonconfirmatory_intervention;matching_double_target_design_not_established	False		True	False	0	34
CuiHacohen2023	scPerturb_metadata	not_resolved	https://doi.org/10.1038/s41586-023-06816-9	Mus musculus	RNA	cytokines	False	n	96034.0	86.0	True	472111867.0	md5:5af564a044c81fd6a5fbe59876833b38	False	CC-BY-4.0	https://doi.org/10.1038/s41586-023-06816-9	https://raw.githubusercontent.com/sanderlab/scPerturb/master/website/datavzrd/scperturb_dataset_info_datavzrd_annotated.csv	https://zenodo.org/api/records/13350497/files/CuiHacohen2023.h5ad/content						not_established	not_established	not_examined_after_earlier_gate_failure	False	unavailable	human_subset_unavailable;nonconfirmatory_intervention;matching_double_target_design_not_established	False		True	False	0	35
DatlingerBock2017	scPerturb_metadata	not_resolved	https://doi.org/10.1038/nmeth.4177	Homo sapiens; Mus musculus	RNA	CRISPR-cas9, TCR stim	False	y	5905.0	96.0	True	39085166.0	md5:c797d8e0320afcc0cc2a94e94805b142	False	CC-BY-4.0	https://doi.org/10.1038/nmeth.4177	https://raw.githubusercontent.com/sanderlab/scPerturb/master/website/datavzrd/scperturb_dataset_info_datavzrd_annotated.csv	https://zenodo.org/api/records/13350497/files/DatlingerBock2017.h5ad/content						not_established	not_established	not_examined_after_earlier_gate_failure	False	unavailable	nonconfirmatory_intervention	False		True	False	0	36
DatlingerBock2021	scPerturb_metadata	not_resolved	https://doi.org/10.1038/s41592-021-01153-z	Homo sapiens	RNA	CRISPR-cas9, TCR stim	False	y	39194.0	40.0	True	33600780.0	md5:5cfbcb4770e9c859a07b2cc44fd12066	False	CC-BY-4.0	https://doi.org/10.1038/s41592-021-01153-z	https://raw.githubusercontent.com/sanderlab/scPerturb/master/website/datavzrd/scperturb_dataset_info_datavzrd_annotated.csv	https://zenodo.org/api/records/13350497/files/DatlingerBock2021.h5ad/content						not_established	not_established	not_examined_after_earlier_gate_failure	False	unavailable	nonconfirmatory_intervention	False		True	False	0	37
FrangiehIzar2021_RNA	scPerturb_metadata	not_resolved	https://doi.org/10.1038/s41588-021-00779-1	Homo sapiens	RNA + protein (RNA)	CRISPR-cas9	False	n	218331.0	248.0	True	1458928348.0	md5:dc438f53c476a3dd562898654d48ed15	False	CC-BY-4.0	https://doi.org/10.1038/s41588-021-00779-1	https://raw.githubusercontent.com/sanderlab/scPerturb/master/website/datavzrd/scperturb_dataset_info_datavzrd_annotated.csv	https://zenodo.org/api/records/13350497/files/FrangiehIzar2021_RNA.h5ad/content						not_established	not_established	not_examined_after_earlier_gate_failure	False	unavailable	nonconfirmatory_intervention;matching_double_target_design_not_established	False		True	False	0	38
FrangiehIzar2021_protein	scPerturb_metadata	not_resolved	https://doi.org/10.1038/s41588-021-00779-1	Homo sapiens	RNA + protein (protein)	CRISPR-cas9	False	n			True	24714445.0	md5:9d9337e30af69ffdcf5e831f96616ed1	False	CC-BY-4.0	https://doi.org/10.1038/s41588-021-00779-1	https://raw.githubusercontent.com/sanderlab/scPerturb/master/website/datavzrd/scperturb_dataset_info_datavzrd_annotated.csv	https://zenodo.org/api/records/13350497/files/FrangiehIzar2021_protein.h5ad/content						not_established	not_established	not_examined_after_earlier_gate_failure	False	unavailable	transcriptomic_readout_unavailable;nonconfirmatory_intervention;matching_double_target_design_not_established	False		True	False	0	39
GehringPachter2019	scPerturb_metadata	not_resolved	https://doi.org/10.1038/s41587-019-0372-z	Mus musculus	RNA	drugs	False	y	20382.0	0.0	True	73274146.0	md5:8348716d9d00c9526be4f51748ea7b98	False	CC-BY-4.0	https://doi.org/10.1038/s41587-019-0372-z	https://raw.githubusercontent.com/sanderlab/scPerturb/master/website/datavzrd/scperturb_dataset_info_datavzrd_annotated.csv	https://zenodo.org/api/records/13350497/files/GehringPachter2019.h5ad/content						not_established	not_established	not_examined_after_earlier_gate_failure	False	unavailable	human_subset_unavailable;nonconfirmatory_intervention	False		True	False	0	40
LaraAstiasoHuntly2023_exvivo	scPerturb_metadata	not_resolved	https://doi.org/10.1038/s41588-023-01471-2	Mus musculus	RNA	CRISPR-cas9	False	n	146793.0	42.0	True	1080740763.0	md5:f5767ed229c57758393c78d1d2b646c8	False	CC-BY-4.0	https://doi.org/10.1038/s41588-023-01471-2	https://raw.githubusercontent.com/sanderlab/scPerturb/master/website/datavzrd/scperturb_dataset_info_datavzrd_annotated.csv	https://zenodo.org/api/records/13350497/files/LaraAstiasoHuntly2023_exvivo.h5ad/content						not_established	not_established	not_examined_after_earlier_gate_failure	False	unavailable	human_subset_unavailable;nonconfirmatory_intervention;matching_double_target_design_not_established	False		True	False	0	41
LaraAstiasoHuntly2023_invivo	scPerturb_metadata	not_resolved	https://doi.org/10.1038/s41588-023-01471-2	Mus musculus	RNA	CRISPR-cas9	False	n	135836.0	40.0	True	760312556.0	md5:eb199e69f22f0a60646060b5ddba583e	False	CC-BY-4.0	https://doi.org/10.1038/s41588-023-01471-2	https://raw.githubusercontent.com/sanderlab/scPerturb/master/website/datavzrd/scperturb_dataset_info_datavzrd_annotated.csv	https://zenodo.org/api/records/13350497/files/LaraAstiasoHuntly2023_invivo.h5ad/content						not_established	not_established	not_examined_after_earlier_gate_failure	False	unavailable	human_subset_unavailable;nonconfirmatory_intervention;matching_double_target_design_not_established	False		True	False	0	42
LaraAstiasoHuntly2023_leukemia	scPerturb_metadata	not_resolved	https://doi.org/10.1038/s41588-023-01471-2	Mus musculus	RNA	CRISPR-cas9	False	n	182949.0	58.0	True	1176002572.0	md5:bb89e43e3c474b8d8d3bdd46ad54ec59	False	CC-BY-4.0	https://doi.org/10.1038/s41588-023-01471-2	https://raw.githubusercontent.com/sanderlab/scPerturb/master/website/datavzrd/scperturb_dataset_info_datavzrd_annotated.csv	https://zenodo.org/api/records/13350497/files/LaraAstiasoHuntly2023_leukemia.h5ad/content						not_established	not_established	not_examined_after_earlier_gate_failure	False	unavailable	human_subset_unavailable;nonconfirmatory_intervention;matching_double_target_design_not_established	False		True	False	0	43
LiangWang2023	scPerturb_metadata	not_resolved	https://doi.org/10.1186/s13059-023-03084-8	Mus musculus	RNA	CRISPR-cas9, growth conditions	False	y	41383.0	77.0	True	364166137.0	md5:a5e91f79c0c8350ec1a8c331a5a3738b	False	CC-BY-4.0	https://doi.org/10.1186/s13059-023-03084-8	https://raw.githubusercontent.com/sanderlab/scPerturb/master/website/datavzrd/scperturb_dataset_info_datavzrd_annotated.csv	https://zenodo.org/api/records/13350497/files/LiangWang2023.h5ad/content						not_established	not_established	not_examined_after_earlier_gate_failure	False	unavailable	human_subset_unavailable;nonconfirmatory_intervention	False		True	False	0	44
Liscovitch-BrauerSanjana2021_K562_1	scPerturb_metadata	not_resolved	https://doi.org/10.1038/s41587-021-00902-x	Homo sapiens	ATAC	CRISPR-cas9	False	n			False		not_available	False	not_established	https://doi.org/10.1038/s41587-021-00902-x	https://raw.githubusercontent.com/sanderlab/scPerturb/master/website/datavzrd/scperturb_dataset_info_datavzrd_annotated.csv	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=not_resolved						not_established	not_established	not_examined_after_earlier_gate_failure	False	unavailable	transcriptomic_readout_unavailable;nonconfirmatory_intervention;matching_double_target_design_not_established;absent_from_RNA_release_13350497	False		True	False	0	45
Liscovitch-BrauerSanjana2021_K562_2	scPerturb_metadata	not_resolved	https://doi.org/10.1038/s41587-021-00902-x	Homo sapiens	ATAC	CRISPR-cas9	False	n			False		not_available	False	not_established	https://doi.org/10.1038/s41587-021-00902-x	https://raw.githubusercontent.com/sanderlab/scPerturb/master/website/datavzrd/scperturb_dataset_info_datavzrd_annotated.csv	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=not_resolved						not_established	not_established	not_examined_after_earlier_gate_failure	False	unavailable	transcriptomic_readout_unavailable;nonconfirmatory_intervention;matching_double_target_design_not_established;absent_from_RNA_release_13350497	False		True	False	0	46
LotfollahiTheis2023	scPerturb_metadata	not_resolved	https://doi.org/10.15252/msb.202211517	Homo sapiens	RNA	drugs	False	y	63430.0	31.0	True	235963662.0	md5:2bde6413480830b290bacd2071a98bcb	False	CC-BY-4.0	https://doi.org/10.15252/msb.202211517	https://raw.githubusercontent.com/sanderlab/scPerturb/master/website/datavzrd/scperturb_dataset_info_datavzrd_annotated.csv	https://zenodo.org/api/records/13350497/files/LotfollahiTheis2023.h5ad/content						not_established	not_established	not_examined_after_earlier_gate_failure	False	unavailable	nonconfirmatory_intervention	False		True	False	0	47
McFarlandTsherniak2020	scPerturb_metadata	not_resolved	https://doi.org/10.1038/s41467-020-17440-w	Homo sapiens	RNA	drugs, CRISPR-cas9	False	n	182875.0	17.0	True	1459410830.0	md5:03204a96b7b5dd96fc3cf33418222cd9	False	CC-BY-4.0	https://doi.org/10.1038/s41467-020-17440-w	https://raw.githubusercontent.com/sanderlab/scPerturb/master/website/datavzrd/scperturb_dataset_info_datavzrd_annotated.csv	https://zenodo.org/api/records/13350497/files/McFarlandTsherniak2020.h5ad/content						not_established	not_established	not_examined_after_earlier_gate_failure	False	unavailable	nonconfirmatory_intervention;matching_double_target_design_not_established	False		True	False	0	48
MimitouSmibert2021	scPerturb_metadata	not_resolved	https://doi.org/10.1038/s41587-021-00927-2	Homo sapiens	ATAC + protein	CRISPR-cas9	False	n			False		not_available	False	not_established	https://doi.org/10.1038/s41587-021-00927-2	https://raw.githubusercontent.com/sanderlab/scPerturb/master/website/datavzrd/scperturb_dataset_info_datavzrd_annotated.csv	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=not_resolved						not_established	not_established	not_examined_after_earlier_gate_failure	False	unavailable	transcriptomic_readout_unavailable;nonconfirmatory_intervention;matching_double_target_design_not_established;absent_from_RNA_release_13350497	False		True	False	0	49
NadigOConner2024_hepg2	Zenodo_release_only	not_resolved	not_resolved	not_established		not_established					True	850590740.0	md5:af2be47f7477cf32fa6e4bec1c6a4868	False	CC-BY-4.0		https://zenodo.org/api/records/13350497	https://zenodo.org/api/records/13350497/files/NadigOConner2024_hepg2.h5ad/content									False	unavailable	missing_matching_design_metadata_in_screened_catalog	False		True	False	0	50
NadigOConner2024_jurkat	Zenodo_release_only	not_resolved	not_resolved	not_established		not_established					True	1293665804.0	md5:d8b05d00bfbd686d37ffdd4293bc6c8c	False	CC-BY-4.0		https://zenodo.org/api/records/13350497	https://zenodo.org/api/records/13350497/files/NadigOConner2024_jurkat.h5ad/content									False	unavailable	missing_matching_design_metadata_in_screened_catalog	False		True	False	0	51
PapalexiSatija2021_eccite_RNA	scPerturb_metadata	not_resolved	https://doi.org/10.1038/s41588-021-00778-2	Homo sapiens THP-1	RNA + protein (RNA)	CRISPR-cas9	False	n	20729.0	98.0	True	147215278.0	md5:d9e8bfe20b0e7b0919be042e8fcf6d03	False	CC-BY-4.0	https://doi.org/10.1038/s41588-021-00778-2	https://raw.githubusercontent.com/sanderlab/scPerturb/master/website/datavzrd/scperturb_dataset_info_datavzrd_annotated.csv	https://zenodo.org/api/records/13350497/files/PapalexiSatija2021_eccite_RNA.h5ad/content						not_established	not_established	not_examined_after_earlier_gate_failure	False	unavailable	nonconfirmatory_intervention;matching_double_target_design_not_established	False		True	False	0	52
PapalexiSatija2021_eccite_arrayed_RNA	scPerturb_metadata	not_resolved	https://doi.org/10.1038/s41588-021-00778-2	Homo sapiens THP-1	RNA + protein (RNA)	CRISPR-cas9	False	n	8984.0	10.0	True	52339395.0	md5:843820d48b024348d6132cd53be0da91	False	CC-BY-4.0	https://doi.org/10.1038/s41588-021-00778-2	https://raw.githubusercontent.com/sanderlab/scPerturb/master/website/datavzrd/scperturb_dataset_info_datavzrd_annotated.csv	https://zenodo.org/api/records/13350497/files/PapalexiSatija2021_eccite_arrayed_RNA.h5ad/content						not_established	not_established	not_examined_after_earlier_gate_failure	False	unavailable	nonconfirmatory_intervention;matching_double_target_design_not_established	False		True	False	0	53
PapalexiSatija2021_eccite_arrayed_protein	scPerturb_metadata	not_resolved	https://doi.org/10.1038/s41588-021-00778-2	Homo sapiens THP-1	RNA + protein (protein)	CRISPR-cas9	False	n			True	550922.0	md5:5e4346855f70c7ae90da9eb75ea12414	False	CC-BY-4.0	https://doi.org/10.1038/s41588-021-00778-2	https://raw.githubusercontent.com/sanderlab/scPerturb/master/website/datavzrd/scperturb_dataset_info_datavzrd_annotated.csv	https://zenodo.org/api/records/13350497/files/PapalexiSatija2021_eccite_arrayed_protein.h5ad/content						not_established	not_established	not_examined_after_earlier_gate_failure	False	unavailable	transcriptomic_readout_unavailable;nonconfirmatory_intervention;matching_double_target_design_not_established	False		True	False	0	54
PapalexiSatija2021_eccite_protein	scPerturb_metadata	not_resolved	https://doi.org/10.1038/s41588-021-00778-2	Homo sapiens THP-1	RNA + protein (protein)	CRISPR-cas9	False	n			True	1191551.0	md5:07290242b0e835c9474bb816de9cda45	False	CC-BY-4.0	https://doi.org/10.1038/s41588-021-00778-2	https://raw.githubusercontent.com/sanderlab/scPerturb/master/website/datavzrd/scperturb_dataset_info_datavzrd_annotated.csv	https://zenodo.org/api/records/13350497/files/PapalexiSatija2021_eccite_protein.h5ad/content						not_established	not_established	not_examined_after_earlier_gate_failure	False	unavailable	transcriptomic_readout_unavailable;nonconfirmatory_intervention;matching_double_target_design_not_established	False		True	False	0	55
