source_table	record_type	target_gene	n_cells	reason	status	estimand	dataset	specification_id	minimum_cells	minimum_guides	on_target_rule	transfer_definition	model_family	covariate_set	cross_validation_seed	module_resolution	tail_cutoff	result_family	analysis	locus	eligible_strata	branch	denominator	subset	scope	metric	estimate	pairs	snps	mediators	trans_genes	source_chromosomes	bootstrap_ci_low	bootstrap_ci_high	bootstrap_finite_replicates	null_median	null_denominator_min	null_denominator_median	null_denominator_max	null_finite_replicates	permutation_p_upper	bh_family_slots	bh_available_slots	permutation_q_fixed_16	available	unavailable_reason	hypothesis	question	eligible_datasets	outcome_pairs_analyzed	effect_size	ci_low	ci_high	p_value	q_value	decision	hypothesis_id	complete_denominator	test_status	screened_candidates	metadata_advances	outcome_opened_confirmations	eligible_branch_datasets	required_branch_datasets	blocked_object_bytes	source_paths	rows	expected_direction	negative_control	standard_error	clusters	bootstrap_method	bootstrap_replicates	effect_measure	secondary_delta_auroc	direction_expected	supported
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	UBA2	156.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	UBA3	61.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	UBA5	72.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	UBA52	156.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	UBAP1	30.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	UBE2I	74.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	UBE2N	121.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	UBE3D	143.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	UBL5	126.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	UCHL5	86.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	UFL1	115.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	UHRF1	107.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	UMPS	83.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	UNC45A	111.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	UNC50	32.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	UNCX	72.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	UPF1	46.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	UPF2	113.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	UQCRC1	188.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	UQCRC2	68.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	UQCRFS1	32.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	UQCRH	51.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	URB2	40.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	URI1	86.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	UROD	250.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	USF2	105.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	USP39	122.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	USP5	174.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	USP7	88.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	USP8	47.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	USPL1	36.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	UTP15	34.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	UTP18	51.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	UTP20	32.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	UTP23	49.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	UTP3	63.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	UXT	64.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	VARS	87.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	VCP	30.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	VEZT	111.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	VMP1	55.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	VPS13D	97.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	VPS18	80.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	VPS25	108.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	VPS28	51.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	VPS33A	65.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	VPS35	136.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	VPS37A	144.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	VPS37C	116.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	VPS41	272.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	VPS51	48.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	VPS54	232.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	VPS72	89.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	WARS	61.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	WBP11	168.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	WDFY3	54.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	WDHD1	40.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	WDR1	44.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	WDR12	42.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	WDR18	81.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	WDR24	44.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	WDR25	39.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	WDR26	51.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	WDR33	34.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	WDR4	141.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	WDR43	33.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	WDR44	92.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	WDR5	51.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	WDR61	60.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	WDR7	86.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	WDR70	144.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	WDR74	73.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	WDR77	111.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	WDTC1	71.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	WEE1	73.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	XPO1	46.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	XRCC2	93.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	XRCC3	65.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	XRCC5	56.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	XRCC6	74.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	YAE1	40.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	YARS	98.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	YBX3	69.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	YEATS4	96.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	YJEFN3	237.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	YKT6	51.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	YTHDC1	205.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	ZBTB14	58.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	ZBTB17	285.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	ZBTB4	40.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	ZBTB44	79.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	ZC3H13	112.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	ZC3H18	66.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	ZC3H3	102.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	ZCRB1	81.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	ZFC3H1	85.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	ZFR	130.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	ZMAT2	214.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	ZMAT5	50.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	ZMYM4	83.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	ZNF143	32.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	ZNF207	134.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	ZNF236	102.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	ZNF335	47.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	ZNF407	64.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	ZNF468	103.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	ZNF506	104.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	ZNF559	57.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	ZNF574	168.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	ZNF674	126.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	ZNF676	38.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	ZNF720	68.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	ZNF763	111.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	ZNF787	35.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	ZNF84	67.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	ZNHIT1	38.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	ZNHIT2	81.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	ZNHIT3	78.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/external_benchmark/rpe1_prepared/excluded_targets.csv	target_exclusion	ZWINT	51.0	not_measured_in_frozen_cd4_target_set	excluded																																																																								
analyses/guide_dose_response/results/unavailable_estimands.csv	guide_estimand			donor-specific effects were released only at target level, not jointly by guide	unavailable	donor-held-out guide-dose validation																																																																							
analyses/guide_dose_response/results/unavailable_estimands.csv	guide_estimand			guide-level signed coefficient vectors were not released	unavailable	signed response norm by guide																																																																							
analyses/guide_dose_response/results/unavailable_estimands.csv	guide_estimand			guide-level signed coefficient vectors were not released	unavailable	module activity and rerouting by guide																																																																							
analyses/guide_dose_response/results/unavailable_estimands.csv	guide_estimand			disease programs were defined at target-state level	unavailable	disease-program convergence by guide																																																																							
analyses/guide_dose_response/results/unavailable_estimands.csv	guide_estimand			the released guide-response table contains paired targeting guides only	unavailable	non-targeting trans-response control																																																																							
analyses/guide_dose_response/results/unavailable_estimands.csv	guide_estimand			two guide doses per target and no joint donor-specific guide effects do not identify mediation	not tested	cis mediation																																																																							
analyses/grn_benchmark/results/unavailable_datasets.csv	grn_dataset			no transcription factors passed the frozen Bonferroni selection rule	unavailable		mESC																																																																						
analyses/multiverse/results/scalar_unavailable.csv	scalar_specification			insufficient_rows_or_targets	unavailable			961	100.0	3.0	significant	distal_gene_count_residual	ridge	minimal	20260912.0																																																														
analyses/multiverse/results/scalar_unavailable.csv	scalar_specification			insufficient_rows_or_targets	unavailable			965	100.0	3.0	significant	distal_gene_count_residual	ridge	minimal	20261119.0																																																														
analyses/multiverse/results/scalar_unavailable.csv	scalar_specification			insufficient_rows_or_targets	unavailable			969	100.0	3.0	significant	distal_gene_count_residual	ridge	observability	20261031.0																																																														
analyses/multiverse/results/scalar_unavailable.csv	scalar_specification			insufficient_rows_or_targets	unavailable			973	100.0	3.0	significant	distal_gene_count_residual	ridge	reproducibility	20261013.0																																																														
analyses/multiverse/results/scalar_unavailable.csv	scalar_specification			insufficient_rows_or_targets	unavailable			977	100.0	3.0	significant	distal_gene_count_residual	ridge	no_state	20260929.0																																																														
analyses/multiverse/results/scalar_unavailable.csv	scalar_specification			insufficient_rows_or_targets	unavailable			981	100.0	3.0	significant	distal_gene_count_residual	huber_regression	minimal	20260912.0																																																														
analyses/multiverse/results/scalar_unavailable.csv	scalar_specification			insufficient_rows_or_targets	unavailable			985	100.0	3.0	significant	distal_gene_count_residual	huber_regression	minimal	20261119.0																																																														
analyses/multiverse/results/scalar_unavailable.csv	scalar_specification			insufficient_rows_or_targets	unavailable			989	100.0	3.0	significant	distal_gene_count_residual	huber_regression	observability	20261031.0																																																														
analyses/multiverse/results/scalar_unavailable.csv	scalar_specification			insufficient_rows_or_targets	unavailable			993	100.0	3.0	significant	distal_gene_count_residual	huber_regression	reproducibility	20261013.0																																																														
analyses/multiverse/results/scalar_unavailable.csv	scalar_specification			insufficient_rows_or_targets	unavailable			997	100.0	3.0	significant	distal_gene_count_residual	huber_regression	no_state	20260929.0																																																														
analyses/multiverse/results/scalar_unavailable.csv	scalar_specification			insufficient_rows_or_targets	unavailable			1001	100.0	3.0	significant	distal_gene_count_residual	sparse_nonlinear	minimal	20260912.0																																																														
analyses/multiverse/results/scalar_unavailable.csv	scalar_specification			insufficient_rows_or_targets	unavailable			1005	100.0	3.0	significant	distal_gene_count_residual	sparse_nonlinear	minimal	20261119.0																																																														
analyses/multiverse/results/scalar_unavailable.csv	scalar_specification			insufficient_rows_or_targets	unavailable			1009	100.0	3.0	significant	distal_gene_count_residual	sparse_nonlinear	observability	20261031.0																																																														
analyses/multiverse/results/scalar_unavailable.csv	scalar_specification			insufficient_rows_or_targets	unavailable			1013	100.0	3.0	significant	distal_gene_count_residual	sparse_nonlinear	reproducibility	20261013.0																																																														
analyses/multiverse/results/scalar_unavailable.csv	scalar_specification			insufficient_rows_or_targets	unavailable			1017	100.0	3.0	significant	distal_gene_count_residual	sparse_nonlinear	no_state	20260929.0																																																														
analyses/multiverse/results/scalar_unavailable.csv	scalar_specification			insufficient_rows_or_targets	unavailable			1021	100.0	3.0	significant	distal_gene_count_residual	graph_readout	minimal	20260912.0																																																														
analyses/multiverse/results/scalar_unavailable.csv	scalar_specification			insufficient_rows_or_targets	unavailable			1025	100.0	3.0	significant	distal_gene_count_residual	graph_readout	minimal	20261119.0																																																														
analyses/multiverse/results/scalar_unavailable.csv	scalar_specification			insufficient_rows_or_targets	unavailable			1029	100.0	3.0	significant	distal_gene_count_residual	graph_readout	observability	20261031.0																																																														
analyses/multiverse/results/scalar_unavailable.csv	scalar_specification			insufficient_rows_or_targets	unavailable			1033	100.0	3.0	significant	distal_gene_count_residual	graph_readout	reproducibility	20261013.0																																																														
analyses/multiverse/results/scalar_unavailable.csv	scalar_specification			insufficient_rows_or_targets	unavailable			1037	100.0	3.0	significant	distal_gene_count_residual	graph_readout	no_state	20260929.0																																																														
analyses/multiverse/results/scalar_unavailable.csv	scalar_specification			insufficient_rows_or_targets	unavailable			1041	100.0	3.0	significant	debiased_response_l2_gain	ridge	minimal	20260912.0																																																														
analyses/multiverse/results/scalar_unavailable.csv	scalar_specification			insufficient_rows_or_targets	unavailable			1045	100.0	3.0	significant	debiased_response_l2_gain	ridge	minimal	20261119.0																																																														
analyses/multiverse/results/scalar_unavailable.csv	scalar_specification			insufficient_rows_or_targets	unavailable			1049	100.0	3.0	significant	debiased_response_l2_gain	ridge	observability	20261031.0																																																														
analyses/multiverse/results/scalar_unavailable.csv	scalar_specification			insufficient_rows_or_targets	unavailable			1053	100.0	3.0	significant	debiased_response_l2_gain	ridge	reproducibility	20261013.0																																																														
analyses/multiverse/results/scalar_unavailable.csv	scalar_specification			insufficient_rows_or_targets	unavailable			1057	100.0	3.0	significant	debiased_response_l2_gain	ridge	no_state	20260929.0																																																														
analyses/multiverse/results/scalar_unavailable.csv	scalar_specification			insufficient_rows_or_targets	unavailable			1061	100.0	3.0	significant	debiased_response_l2_gain	huber_regression	minimal	20260912.0																																																														
analyses/multiverse/results/scalar_unavailable.csv	scalar_specification			insufficient_rows_or_targets	unavailable			1065	100.0	3.0	significant	debiased_response_l2_gain	huber_regression	minimal	20261119.0																																																														
analyses/multiverse/results/scalar_unavailable.csv	scalar_specification			insufficient_rows_or_targets	unavailable			1069	100.0	3.0	significant	debiased_response_l2_gain	huber_regression	observability	20261031.0																																																														
analyses/multiverse/results/scalar_unavailable.csv	scalar_specification			insufficient_rows_or_targets	unavailable			1073	100.0	3.0	significant	debiased_response_l2_gain	huber_regression	reproducibility	20261013.0																																																														
analyses/multiverse/results/scalar_unavailable.csv	scalar_specification			insufficient_rows_or_targets	unavailable			1077	100.0	3.0	significant	debiased_response_l2_gain	huber_regression	no_state	20260929.0																																																														
analyses/multiverse/results/scalar_unavailable.csv	scalar_specification			insufficient_rows_or_targets	unavailable			1081	100.0	3.0	significant	debiased_response_l2_gain	sparse_nonlinear	minimal	20260912.0																																																														
analyses/multiverse/results/scalar_unavailable.csv	scalar_specification			insufficient_rows_or_targets	unavailable			1085	100.0	3.0	significant	debiased_response_l2_gain	sparse_nonlinear	minimal	20261119.0																																																														
analyses/multiverse/results/scalar_unavailable.csv	scalar_specification			insufficient_rows_or_targets	unavailable			1089	100.0	3.0	significant	debiased_response_l2_gain	sparse_nonlinear	observability	20261031.0																																																														
analyses/multiverse/results/scalar_unavailable.csv	scalar_specification			insufficient_rows_or_targets	unavailable			1093	100.0	3.0	significant	debiased_response_l2_gain	sparse_nonlinear	reproducibility	20261013.0																																																														
analyses/multiverse/results/scalar_unavailable.csv	scalar_specification			insufficient_rows_or_targets	unavailable			1097	100.0	3.0	significant	debiased_response_l2_gain	sparse_nonlinear	no_state	20260929.0																																																														
analyses/multiverse/results/scalar_unavailable.csv	scalar_specification			insufficient_rows_or_targets	unavailable			1101	100.0	3.0	significant	debiased_response_l2_gain	graph_readout	minimal	20260912.0																																																														
analyses/multiverse/results/scalar_unavailable.csv	scalar_specification			insufficient_rows_or_targets	unavailable			1105	100.0	3.0	significant	debiased_response_l2_gain	graph_readout	minimal	20261119.0																																																														
analyses/multiverse/results/scalar_unavailable.csv	scalar_specification			insufficient_rows_or_targets	unavailable			1109	100.0	3.0	significant	debiased_response_l2_gain	graph_readout	observability	20261031.0																																																														
analyses/multiverse/results/scalar_unavailable.csv	scalar_specification			insufficient_rows_or_targets	unavailable			1113	100.0	3.0	significant	debiased_response_l2_gain	graph_readout	reproducibility	20261013.0																																																														
analyses/multiverse/results/scalar_unavailable.csv	scalar_specification			insufficient_rows_or_targets	unavailable			1117	100.0	3.0	significant	debiased_response_l2_gain	graph_readout	no_state	20260929.0																																																														
analyses/multiverse/results/scalar_unavailable.csv	scalar_specification			insufficient_rows_or_targets	unavailable			1121	100.0	3.0	significant	significant_response_l1_gain	ridge	minimal	20260912.0																																																														
analyses/multiverse/results/scalar_unavailable.csv	scalar_specification			insufficient_rows_or_targets	unavailable			1125	100.0	3.0	significant	significant_response_l1_gain	ridge	minimal	20261119.0																																																														
analyses/multiverse/results/scalar_unavailable.csv	scalar_specification			insufficient_rows_or_targets	unavailable			1129	100.0	3.0	significant	significant_response_l1_gain	ridge	observability	20261031.0																																																														
analyses/multiverse/results/scalar_unavailable.csv	scalar_specification			insufficient_rows_or_targets	unavailable			1133	100.0	3.0	significant	significant_response_l1_gain	ridge	reproducibility	20261013.0																																																														
