source_table	result_family	specifications	expected_direction_fraction	q_supported_fraction	median_estimate	minimum_estimate	maximum_estimate	robustness_label	specification_id	minimum_cells	minimum_guides	on_target_rule	transfer_definition	model_family	covariate_set	cross_validation_seed	module_resolution	reason	tail_cutoff
scalar_unavailable									2647	200.0	3.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual	ridge	observability	20260929.0		insufficient_rows_or_targets	
scalar_unavailable									2651	200.0	3.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual	ridge	reproducibility	20260912.0		insufficient_rows_or_targets	
scalar_unavailable									2655	200.0	3.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual	ridge	reproducibility	20261119.0		insufficient_rows_or_targets	
scalar_unavailable									2659	200.0	3.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual	ridge	no_state	20261031.0		insufficient_rows_or_targets	
scalar_unavailable									2663	200.0	3.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual	huber_regression	minimal	20261013.0		insufficient_rows_or_targets	
scalar_unavailable									2667	200.0	3.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual	huber_regression	observability	20260929.0		insufficient_rows_or_targets	
scalar_unavailable									2671	200.0	3.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual	huber_regression	reproducibility	20260912.0		insufficient_rows_or_targets	
scalar_unavailable									2675	200.0	3.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual	huber_regression	reproducibility	20261119.0		insufficient_rows_or_targets	
scalar_unavailable									2679	200.0	3.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual	huber_regression	no_state	20261031.0		insufficient_rows_or_targets	
scalar_unavailable									2683	200.0	3.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual	sparse_nonlinear	minimal	20261013.0		insufficient_rows_or_targets	
scalar_unavailable									2687	200.0	3.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual	sparse_nonlinear	observability	20260929.0		insufficient_rows_or_targets	
scalar_unavailable									2691	200.0	3.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual	sparse_nonlinear	reproducibility	20260912.0		insufficient_rows_or_targets	
scalar_unavailable									2695	200.0	3.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual	sparse_nonlinear	reproducibility	20261119.0		insufficient_rows_or_targets	
scalar_unavailable									2699	200.0	3.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual	sparse_nonlinear	no_state	20261031.0		insufficient_rows_or_targets	
scalar_unavailable									2703	200.0	3.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual	graph_readout	minimal	20261013.0		insufficient_rows_or_targets	
scalar_unavailable									2707	200.0	3.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual	graph_readout	observability	20260929.0		insufficient_rows_or_targets	
scalar_unavailable									2711	200.0	3.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual	graph_readout	reproducibility	20260912.0		insufficient_rows_or_targets	
scalar_unavailable									2715	200.0	3.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual	graph_readout	reproducibility	20261119.0		insufficient_rows_or_targets	
scalar_unavailable									2719	200.0	3.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual	graph_readout	no_state	20261031.0		insufficient_rows_or_targets	
scalar_unavailable									2723	200.0	3.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain	ridge	minimal	20261013.0		insufficient_rows_or_targets	
scalar_unavailable									2727	200.0	3.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain	ridge	observability	20260929.0		insufficient_rows_or_targets	
scalar_unavailable									2731	200.0	3.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain	ridge	reproducibility	20260912.0		insufficient_rows_or_targets	
scalar_unavailable									2735	200.0	3.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain	ridge	reproducibility	20261119.0		insufficient_rows_or_targets	
scalar_unavailable									2739	200.0	3.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain	ridge	no_state	20261031.0		insufficient_rows_or_targets	
scalar_unavailable									2743	200.0	3.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain	huber_regression	minimal	20261013.0		insufficient_rows_or_targets	
scalar_unavailable									2747	200.0	3.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain	huber_regression	observability	20260929.0		insufficient_rows_or_targets	
scalar_unavailable									2751	200.0	3.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain	huber_regression	reproducibility	20260912.0		insufficient_rows_or_targets	
scalar_unavailable									2755	200.0	3.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain	huber_regression	reproducibility	20261119.0		insufficient_rows_or_targets	
scalar_unavailable									2759	200.0	3.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain	huber_regression	no_state	20261031.0		insufficient_rows_or_targets	
scalar_unavailable									2763	200.0	3.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain	sparse_nonlinear	minimal	20261013.0		insufficient_rows_or_targets	
scalar_unavailable									2767	200.0	3.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain	sparse_nonlinear	observability	20260929.0		insufficient_rows_or_targets	
scalar_unavailable									2771	200.0	3.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain	sparse_nonlinear	reproducibility	20260912.0		insufficient_rows_or_targets	
scalar_unavailable									2775	200.0	3.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain	sparse_nonlinear	reproducibility	20261119.0		insufficient_rows_or_targets	
scalar_unavailable									2779	200.0	3.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain	sparse_nonlinear	no_state	20261031.0		insufficient_rows_or_targets	
scalar_unavailable									2783	200.0	3.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain	graph_readout	minimal	20261013.0		insufficient_rows_or_targets	
scalar_unavailable									2787	200.0	3.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain	graph_readout	observability	20260929.0		insufficient_rows_or_targets	
scalar_unavailable									2791	200.0	3.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain	graph_readout	reproducibility	20260912.0		insufficient_rows_or_targets	
scalar_unavailable									2795	200.0	3.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain	graph_readout	reproducibility	20261119.0		insufficient_rows_or_targets	
scalar_unavailable									2799	200.0	3.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain	graph_readout	no_state	20261031.0		insufficient_rows_or_targets	
scalar_unavailable									2803	200.0	3.0	significant_and_absolute_z_at_least_2	significant_response_l1_gain	ridge	minimal	20261013.0		insufficient_rows_or_targets	
scalar_unavailable									2807	200.0	3.0	significant_and_absolute_z_at_least_2	significant_response_l1_gain	ridge	observability	20260929.0		insufficient_rows_or_targets	
scalar_unavailable									2811	200.0	3.0	significant_and_absolute_z_at_least_2	significant_response_l1_gain	ridge	reproducibility	20260912.0		insufficient_rows_or_targets	
scalar_unavailable									2815	200.0	3.0	significant_and_absolute_z_at_least_2	significant_response_l1_gain	ridge	reproducibility	20261119.0		insufficient_rows_or_targets	
scalar_unavailable									2819	200.0	3.0	significant_and_absolute_z_at_least_2	significant_response_l1_gain	ridge	no_state	20261031.0		insufficient_rows_or_targets	
scalar_unavailable									2823	200.0	3.0	significant_and_absolute_z_at_least_2	significant_response_l1_gain	huber_regression	minimal	20261013.0		insufficient_rows_or_targets	
scalar_unavailable									2827	200.0	3.0	significant_and_absolute_z_at_least_2	significant_response_l1_gain	huber_regression	observability	20260929.0		insufficient_rows_or_targets	
scalar_unavailable									2831	200.0	3.0	significant_and_absolute_z_at_least_2	significant_response_l1_gain	huber_regression	reproducibility	20260912.0		insufficient_rows_or_targets	
scalar_unavailable									2835	200.0	3.0	significant_and_absolute_z_at_least_2	significant_response_l1_gain	huber_regression	reproducibility	20261119.0		insufficient_rows_or_targets	
scalar_unavailable									2839	200.0	3.0	significant_and_absolute_z_at_least_2	significant_response_l1_gain	huber_regression	no_state	20261031.0		insufficient_rows_or_targets	
scalar_unavailable									2843	200.0	3.0	significant_and_absolute_z_at_least_2	significant_response_l1_gain	sparse_nonlinear	minimal	20261013.0		insufficient_rows_or_targets	
scalar_unavailable									2847	200.0	3.0	significant_and_absolute_z_at_least_2	significant_response_l1_gain	sparse_nonlinear	observability	20260929.0		insufficient_rows_or_targets	
scalar_unavailable									2851	200.0	3.0	significant_and_absolute_z_at_least_2	significant_response_l1_gain	sparse_nonlinear	reproducibility	20260912.0		insufficient_rows_or_targets	
scalar_unavailable									2855	200.0	3.0	significant_and_absolute_z_at_least_2	significant_response_l1_gain	sparse_nonlinear	reproducibility	20261119.0		insufficient_rows_or_targets	
scalar_unavailable									2859	200.0	3.0	significant_and_absolute_z_at_least_2	significant_response_l1_gain	sparse_nonlinear	no_state	20261031.0		insufficient_rows_or_targets	
scalar_unavailable									2863	200.0	3.0	significant_and_absolute_z_at_least_2	significant_response_l1_gain	graph_readout	minimal	20261013.0		insufficient_rows_or_targets	
scalar_unavailable									2867	200.0	3.0	significant_and_absolute_z_at_least_2	significant_response_l1_gain	graph_readout	observability	20260929.0		insufficient_rows_or_targets	
scalar_unavailable									2871	200.0	3.0	significant_and_absolute_z_at_least_2	significant_response_l1_gain	graph_readout	reproducibility	20260912.0		insufficient_rows_or_targets	
scalar_unavailable									2875	200.0	3.0	significant_and_absolute_z_at_least_2	significant_response_l1_gain	graph_readout	reproducibility	20261119.0		insufficient_rows_or_targets	
scalar_unavailable									2879	200.0	3.0	significant_and_absolute_z_at_least_2	significant_response_l1_gain	graph_readout	no_state	20261031.0		insufficient_rows_or_targets	
scalar_unavailable									3843	300.0	3.0	significant	distal_gene_count_residual	ridge	minimal	20261013.0		insufficient_rows_or_targets	
scalar_unavailable									3847	300.0	3.0	significant	distal_gene_count_residual	ridge	observability	20260929.0		insufficient_rows_or_targets	
scalar_unavailable									3851	300.0	3.0	significant	distal_gene_count_residual	ridge	reproducibility	20260912.0		insufficient_rows_or_targets	
scalar_unavailable									3855	300.0	3.0	significant	distal_gene_count_residual	ridge	reproducibility	20261119.0		insufficient_rows_or_targets	
scalar_unavailable									3859	300.0	3.0	significant	distal_gene_count_residual	ridge	no_state	20261031.0		insufficient_rows_or_targets	
scalar_unavailable									3863	300.0	3.0	significant	distal_gene_count_residual	huber_regression	minimal	20261013.0		insufficient_rows_or_targets	
scalar_unavailable									3867	300.0	3.0	significant	distal_gene_count_residual	huber_regression	observability	20260929.0		insufficient_rows_or_targets	
scalar_unavailable									3871	300.0	3.0	significant	distal_gene_count_residual	huber_regression	reproducibility	20260912.0		insufficient_rows_or_targets	
scalar_unavailable									3875	300.0	3.0	significant	distal_gene_count_residual	huber_regression	reproducibility	20261119.0		insufficient_rows_or_targets	
scalar_unavailable									3879	300.0	3.0	significant	distal_gene_count_residual	huber_regression	no_state	20261031.0		insufficient_rows_or_targets	
scalar_unavailable									3883	300.0	3.0	significant	distal_gene_count_residual	sparse_nonlinear	minimal	20261013.0		insufficient_rows_or_targets	
scalar_unavailable									3887	300.0	3.0	significant	distal_gene_count_residual	sparse_nonlinear	observability	20260929.0		insufficient_rows_or_targets	
scalar_unavailable									3891	300.0	3.0	significant	distal_gene_count_residual	sparse_nonlinear	reproducibility	20260912.0		insufficient_rows_or_targets	
scalar_unavailable									3895	300.0	3.0	significant	distal_gene_count_residual	sparse_nonlinear	reproducibility	20261119.0		insufficient_rows_or_targets	
scalar_unavailable									3899	300.0	3.0	significant	distal_gene_count_residual	sparse_nonlinear	no_state	20261031.0		insufficient_rows_or_targets	
scalar_unavailable									3903	300.0	3.0	significant	distal_gene_count_residual	graph_readout	minimal	20261013.0		insufficient_rows_or_targets	
scalar_unavailable									3907	300.0	3.0	significant	distal_gene_count_residual	graph_readout	observability	20260929.0		insufficient_rows_or_targets	
scalar_unavailable									3911	300.0	3.0	significant	distal_gene_count_residual	graph_readout	reproducibility	20260912.0		insufficient_rows_or_targets	
scalar_unavailable									3915	300.0	3.0	significant	distal_gene_count_residual	graph_readout	reproducibility	20261119.0		insufficient_rows_or_targets	
scalar_unavailable									3919	300.0	3.0	significant	distal_gene_count_residual	graph_readout	no_state	20261031.0		insufficient_rows_or_targets	
scalar_unavailable									3923	300.0	3.0	significant	debiased_response_l2_gain	ridge	minimal	20261013.0		insufficient_rows_or_targets	
scalar_unavailable									3927	300.0	3.0	significant	debiased_response_l2_gain	ridge	observability	20260929.0		insufficient_rows_or_targets	
scalar_unavailable									3931	300.0	3.0	significant	debiased_response_l2_gain	ridge	reproducibility	20260912.0		insufficient_rows_or_targets	
scalar_unavailable									3935	300.0	3.0	significant	debiased_response_l2_gain	ridge	reproducibility	20261119.0		insufficient_rows_or_targets	
scalar_unavailable									3939	300.0	3.0	significant	debiased_response_l2_gain	ridge	no_state	20261031.0		insufficient_rows_or_targets	
scalar_unavailable									3943	300.0	3.0	significant	debiased_response_l2_gain	huber_regression	minimal	20261013.0		insufficient_rows_or_targets	
scalar_unavailable									3947	300.0	3.0	significant	debiased_response_l2_gain	huber_regression	observability	20260929.0		insufficient_rows_or_targets	
scalar_unavailable									3951	300.0	3.0	significant	debiased_response_l2_gain	huber_regression	reproducibility	20260912.0		insufficient_rows_or_targets	
scalar_unavailable									3955	300.0	3.0	significant	debiased_response_l2_gain	huber_regression	reproducibility	20261119.0		insufficient_rows_or_targets	
scalar_unavailable									3959	300.0	3.0	significant	debiased_response_l2_gain	huber_regression	no_state	20261031.0		insufficient_rows_or_targets	
scalar_unavailable									3963	300.0	3.0	significant	debiased_response_l2_gain	sparse_nonlinear	minimal	20261013.0		insufficient_rows_or_targets	
scalar_unavailable									3967	300.0	3.0	significant	debiased_response_l2_gain	sparse_nonlinear	observability	20260929.0		insufficient_rows_or_targets	
scalar_unavailable									3971	300.0	3.0	significant	debiased_response_l2_gain	sparse_nonlinear	reproducibility	20260912.0		insufficient_rows_or_targets	
scalar_unavailable									3975	300.0	3.0	significant	debiased_response_l2_gain	sparse_nonlinear	reproducibility	20261119.0		insufficient_rows_or_targets	
scalar_unavailable									3979	300.0	3.0	significant	debiased_response_l2_gain	sparse_nonlinear	no_state	20261031.0		insufficient_rows_or_targets	
scalar_unavailable									3983	300.0	3.0	significant	debiased_response_l2_gain	graph_readout	minimal	20261013.0		insufficient_rows_or_targets	
scalar_unavailable									3987	300.0	3.0	significant	debiased_response_l2_gain	graph_readout	observability	20260929.0		insufficient_rows_or_targets	
scalar_unavailable									3991	300.0	3.0	significant	debiased_response_l2_gain	graph_readout	reproducibility	20260912.0		insufficient_rows_or_targets	
scalar_unavailable									3995	300.0	3.0	significant	debiased_response_l2_gain	graph_readout	reproducibility	20261119.0		insufficient_rows_or_targets	
scalar_unavailable									3999	300.0	3.0	significant	debiased_response_l2_gain	graph_readout	no_state	20261031.0		insufficient_rows_or_targets	
scalar_unavailable									4003	300.0	3.0	significant	significant_response_l1_gain	ridge	minimal	20261013.0		insufficient_rows_or_targets	
scalar_unavailable									4007	300.0	3.0	significant	significant_response_l1_gain	ridge	observability	20260929.0		insufficient_rows_or_targets	
scalar_unavailable									4011	300.0	3.0	significant	significant_response_l1_gain	ridge	reproducibility	20260912.0		insufficient_rows_or_targets	
scalar_unavailable									4015	300.0	3.0	significant	significant_response_l1_gain	ridge	reproducibility	20261119.0		insufficient_rows_or_targets	
scalar_unavailable									4019	300.0	3.0	significant	significant_response_l1_gain	ridge	no_state	20261031.0		insufficient_rows_or_targets	
scalar_unavailable									4023	300.0	3.0	significant	significant_response_l1_gain	huber_regression	minimal	20261013.0		insufficient_rows_or_targets	
scalar_unavailable									4027	300.0	3.0	significant	significant_response_l1_gain	huber_regression	observability	20260929.0		insufficient_rows_or_targets	
scalar_unavailable									4031	300.0	3.0	significant	significant_response_l1_gain	huber_regression	reproducibility	20260912.0		insufficient_rows_or_targets	
scalar_unavailable									4035	300.0	3.0	significant	significant_response_l1_gain	huber_regression	reproducibility	20261119.0		insufficient_rows_or_targets	
scalar_unavailable									4039	300.0	3.0	significant	significant_response_l1_gain	huber_regression	no_state	20261031.0		insufficient_rows_or_targets	
scalar_unavailable									4043	300.0	3.0	significant	significant_response_l1_gain	sparse_nonlinear	minimal	20261013.0		insufficient_rows_or_targets	
scalar_unavailable									4047	300.0	3.0	significant	significant_response_l1_gain	sparse_nonlinear	observability	20260929.0		insufficient_rows_or_targets	
scalar_unavailable									4051	300.0	3.0	significant	significant_response_l1_gain	sparse_nonlinear	reproducibility	20260912.0		insufficient_rows_or_targets	
scalar_unavailable									4055	300.0	3.0	significant	significant_response_l1_gain	sparse_nonlinear	reproducibility	20261119.0		insufficient_rows_or_targets	
scalar_unavailable									4059	300.0	3.0	significant	significant_response_l1_gain	sparse_nonlinear	no_state	20261031.0		insufficient_rows_or_targets	
scalar_unavailable									4063	300.0	3.0	significant	significant_response_l1_gain	graph_readout	minimal	20261013.0		insufficient_rows_or_targets	
scalar_unavailable									4067	300.0	3.0	significant	significant_response_l1_gain	graph_readout	observability	20260929.0		insufficient_rows_or_targets	
scalar_unavailable									4071	300.0	3.0	significant	significant_response_l1_gain	graph_readout	reproducibility	20260912.0		insufficient_rows_or_targets	
scalar_unavailable									4075	300.0	3.0	significant	significant_response_l1_gain	graph_readout	reproducibility	20261119.0		insufficient_rows_or_targets	
scalar_unavailable									4079	300.0	3.0	significant	significant_response_l1_gain	graph_readout	no_state	20261031.0		insufficient_rows_or_targets	
scalar_unavailable									4083	300.0	3.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual	ridge	minimal	20261013.0		insufficient_rows_or_targets	
scalar_unavailable									4087	300.0	3.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual	ridge	observability	20260929.0		insufficient_rows_or_targets	
scalar_unavailable									4091	300.0	3.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual	ridge	reproducibility	20260912.0		insufficient_rows_or_targets	
scalar_unavailable									4095	300.0	3.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual	ridge	reproducibility	20261119.0		insufficient_rows_or_targets	
scalar_unavailable									4099	300.0	3.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual	ridge	no_state	20261031.0		insufficient_rows_or_targets	
scalar_unavailable									4103	300.0	3.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual	huber_regression	minimal	20261013.0		insufficient_rows_or_targets	
scalar_unavailable									4107	300.0	3.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual	huber_regression	observability	20260929.0		insufficient_rows_or_targets	
scalar_unavailable									4111	300.0	3.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual	huber_regression	reproducibility	20260912.0		insufficient_rows_or_targets	
scalar_unavailable									4115	300.0	3.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual	huber_regression	reproducibility	20261119.0		insufficient_rows_or_targets	
scalar_unavailable									4119	300.0	3.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual	huber_regression	no_state	20261031.0		insufficient_rows_or_targets	
scalar_unavailable									4123	300.0	3.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual	sparse_nonlinear	minimal	20261013.0		insufficient_rows_or_targets	
scalar_unavailable									4127	300.0	3.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual	sparse_nonlinear	observability	20260929.0		insufficient_rows_or_targets	
scalar_unavailable									4131	300.0	3.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual	sparse_nonlinear	reproducibility	20260912.0		insufficient_rows_or_targets	
scalar_unavailable									4135	300.0	3.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual	sparse_nonlinear	reproducibility	20261119.0		insufficient_rows_or_targets	
scalar_unavailable									4139	300.0	3.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual	sparse_nonlinear	no_state	20261031.0		insufficient_rows_or_targets	
scalar_unavailable									4143	300.0	3.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual	graph_readout	minimal	20261013.0		insufficient_rows_or_targets	
scalar_unavailable									4147	300.0	3.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual	graph_readout	observability	20260929.0		insufficient_rows_or_targets	
scalar_unavailable									4151	300.0	3.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual	graph_readout	reproducibility	20260912.0		insufficient_rows_or_targets	
scalar_unavailable									4155	300.0	3.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual	graph_readout	reproducibility	20261119.0		insufficient_rows_or_targets	
scalar_unavailable									4159	300.0	3.0	significant_and_absolute_z_at_least_2	distal_gene_count_residual	graph_readout	no_state	20261031.0		insufficient_rows_or_targets	
scalar_unavailable									4163	300.0	3.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain	ridge	minimal	20261013.0		insufficient_rows_or_targets	
scalar_unavailable									4167	300.0	3.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain	ridge	observability	20260929.0		insufficient_rows_or_targets	
scalar_unavailable									4171	300.0	3.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain	ridge	reproducibility	20260912.0		insufficient_rows_or_targets	
scalar_unavailable									4175	300.0	3.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain	ridge	reproducibility	20261119.0		insufficient_rows_or_targets	
scalar_unavailable									4179	300.0	3.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain	ridge	no_state	20261031.0		insufficient_rows_or_targets	
scalar_unavailable									4183	300.0	3.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain	huber_regression	minimal	20261013.0		insufficient_rows_or_targets	
scalar_unavailable									4187	300.0	3.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain	huber_regression	observability	20260929.0		insufficient_rows_or_targets	
scalar_unavailable									4191	300.0	3.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain	huber_regression	reproducibility	20260912.0		insufficient_rows_or_targets	
scalar_unavailable									4195	300.0	3.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain	huber_regression	reproducibility	20261119.0		insufficient_rows_or_targets	
scalar_unavailable									4199	300.0	3.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain	huber_regression	no_state	20261031.0		insufficient_rows_or_targets	
scalar_unavailable									4203	300.0	3.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain	sparse_nonlinear	minimal	20261013.0		insufficient_rows_or_targets	
scalar_unavailable									4207	300.0	3.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain	sparse_nonlinear	observability	20260929.0		insufficient_rows_or_targets	
scalar_unavailable									4211	300.0	3.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain	sparse_nonlinear	reproducibility	20260912.0		insufficient_rows_or_targets	
scalar_unavailable									4215	300.0	3.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain	sparse_nonlinear	reproducibility	20261119.0		insufficient_rows_or_targets	
scalar_unavailable									4219	300.0	3.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain	sparse_nonlinear	no_state	20261031.0		insufficient_rows_or_targets	
scalar_unavailable									4223	300.0	3.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain	graph_readout	minimal	20261013.0		insufficient_rows_or_targets	
scalar_unavailable									4227	300.0	3.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain	graph_readout	observability	20260929.0		insufficient_rows_or_targets	
scalar_unavailable									4231	300.0	3.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain	graph_readout	reproducibility	20260912.0		insufficient_rows_or_targets	
scalar_unavailable									4235	300.0	3.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain	graph_readout	reproducibility	20261119.0		insufficient_rows_or_targets	
scalar_unavailable									4239	300.0	3.0	significant_and_absolute_z_at_least_2	debiased_response_l2_gain	graph_readout	no_state	20261031.0		insufficient_rows_or_targets	
scalar_unavailable									4243	300.0	3.0	significant_and_absolute_z_at_least_2	significant_response_l1_gain	ridge	minimal	20261013.0		insufficient_rows_or_targets	
scalar_unavailable									4247	300.0	3.0	significant_and_absolute_z_at_least_2	significant_response_l1_gain	ridge	observability	20260929.0		insufficient_rows_or_targets	
scalar_unavailable									4251	300.0	3.0	significant_and_absolute_z_at_least_2	significant_response_l1_gain	ridge	reproducibility	20260912.0		insufficient_rows_or_targets	
scalar_unavailable									4255	300.0	3.0	significant_and_absolute_z_at_least_2	significant_response_l1_gain	ridge	reproducibility	20261119.0		insufficient_rows_or_targets	
scalar_unavailable									4259	300.0	3.0	significant_and_absolute_z_at_least_2	significant_response_l1_gain	ridge	no_state	20261031.0		insufficient_rows_or_targets	
scalar_unavailable									4263	300.0	3.0	significant_and_absolute_z_at_least_2	significant_response_l1_gain	huber_regression	minimal	20261013.0		insufficient_rows_or_targets	
scalar_unavailable									4267	300.0	3.0	significant_and_absolute_z_at_least_2	significant_response_l1_gain	huber_regression	observability	20260929.0		insufficient_rows_or_targets	
scalar_unavailable									4271	300.0	3.0	significant_and_absolute_z_at_least_2	significant_response_l1_gain	huber_regression	reproducibility	20260912.0		insufficient_rows_or_targets	
scalar_unavailable									4275	300.0	3.0	significant_and_absolute_z_at_least_2	significant_response_l1_gain	huber_regression	reproducibility	20261119.0		insufficient_rows_or_targets	
scalar_unavailable									4279	300.0	3.0	significant_and_absolute_z_at_least_2	significant_response_l1_gain	huber_regression	no_state	20261031.0		insufficient_rows_or_targets	
scalar_unavailable									4283	300.0	3.0	significant_and_absolute_z_at_least_2	significant_response_l1_gain	sparse_nonlinear	minimal	20261013.0		insufficient_rows_or_targets	
scalar_unavailable									4287	300.0	3.0	significant_and_absolute_z_at_least_2	significant_response_l1_gain	sparse_nonlinear	observability	20260929.0		insufficient_rows_or_targets	
scalar_unavailable									4291	300.0	3.0	significant_and_absolute_z_at_least_2	significant_response_l1_gain	sparse_nonlinear	reproducibility	20260912.0		insufficient_rows_or_targets	
scalar_unavailable									4295	300.0	3.0	significant_and_absolute_z_at_least_2	significant_response_l1_gain	sparse_nonlinear	reproducibility	20261119.0		insufficient_rows_or_targets	
scalar_unavailable									4299	300.0	3.0	significant_and_absolute_z_at_least_2	significant_response_l1_gain	sparse_nonlinear	no_state	20261031.0		insufficient_rows_or_targets	
scalar_unavailable									4303	300.0	3.0	significant_and_absolute_z_at_least_2	significant_response_l1_gain	graph_readout	minimal	20261013.0		insufficient_rows_or_targets	
scalar_unavailable									4307	300.0	3.0	significant_and_absolute_z_at_least_2	significant_response_l1_gain	graph_readout	observability	20260929.0		insufficient_rows_or_targets	
scalar_unavailable									4311	300.0	3.0	significant_and_absolute_z_at_least_2	significant_response_l1_gain	graph_readout	reproducibility	20260912.0		insufficient_rows_or_targets	
scalar_unavailable									4315	300.0	3.0	significant_and_absolute_z_at_least_2	significant_response_l1_gain	graph_readout	reproducibility	20261119.0		insufficient_rows_or_targets	
scalar_unavailable									4319	300.0	3.0	significant_and_absolute_z_at_least_2	significant_response_l1_gain	graph_readout	no_state	20261031.0		insufficient_rows_or_targets	
scalar_unavailable									964	100.0	3.0	significant	distal_gene_count_residual	ridge	minimal	20261031.0		insufficient_rows_or_targets	
scalar_unavailable									968	100.0	3.0	significant	distal_gene_count_residual	ridge	observability	20261013.0		insufficient_rows_or_targets	
scalar_unavailable									972	100.0	3.0	significant	distal_gene_count_residual	ridge	reproducibility	20260929.0		insufficient_rows_or_targets	
scalar_unavailable									976	100.0	3.0	significant	distal_gene_count_residual	ridge	no_state	20260912.0		insufficient_rows_or_targets	
scalar_unavailable									980	100.0	3.0	significant	distal_gene_count_residual	ridge	no_state	20261119.0		insufficient_rows_or_targets	
scalar_unavailable									984	100.0	3.0	significant	distal_gene_count_residual	huber_regression	minimal	20261031.0		insufficient_rows_or_targets	
scalar_unavailable									988	100.0	3.0	significant	distal_gene_count_residual	huber_regression	observability	20261013.0		insufficient_rows_or_targets	
