replicate,r2,status
685,-0.11602311021464162,ok
686,-0.0839245158798021,ok
687,-0.08633090107612951,ok
688,-0.07559717916938324,ok
689,-0.0607188018274496,ok
690,-0.1149010914585682,ok
691,-0.07535900338375034,ok
692,-0.11595190012599188,ok
693,-0.12072985153593807,ok
694,-0.08273466949619146,ok
695,-0.09697894031675824,ok
696,-0.08632039803788172,ok
697,-0.08505454526439005,ok
698,-0.06951761268081791,ok
699,-0.12190005548769922,ok
700,-0.05515267152642167,ok
701,-0.08313087463541646,ok
702,-0.14583533735554743,ok
703,-0.13818036138447298,ok
704,-0.07446383050630367,ok
705,-0.08701780083476063,ok
706,-0.07812434425860326,ok
707,-0.11379817355823163,ok
708,-0.13141525442789592,ok
709,-0.1332962914682454,ok
710,-0.08990886646947649,ok
711,-0.09213737795707932,ok
712,-0.08564511621350057,ok
713,-0.06471942806981801,ok
714,-0.05257296074340623,ok
715,-0.11192120633339786,ok
716,-0.09743667252606714,ok
717,-0.1102314412902421,ok
718,-0.10238037415954748,ok
719,-0.09282258563542234,ok
720,-0.05519213505638931,ok
721,-0.07368516305838968,ok
722,-0.06176192206672382,ok
723,-0.12274771493264147,ok
724,-0.0685565402193582,ok
725,-0.03921405703335323,ok
726,-0.07551459308434127,ok
727,-0.11112578999092038,ok
728,-0.08212364554511553,ok
729,-0.06515854676869814,ok
730,-0.08741178010335782,ok
731,-0.09217846830282639,ok
732,-0.10370070499641204,ok
733,-0.10428593377625983,ok
734,-0.0709072144043279,ok
735,-0.09760545112508257,ok
736,-0.09026472332870372,ok
737,-0.0740829322069172,ok
738,-0.12298094457772923,ok
739,-0.05083840630085246,ok
740,-0.1451151291548538,ok
741,-0.11410060280039436,ok
742,-0.08043988452882433,ok
743,-0.13622188468261132,ok
744,-0.09172852277473686,ok
745,-0.08749755233806877,ok
746,-0.12154862879474937,ok
747,-0.08229112001775518,ok
748,-0.07833922996538578,ok
749,-0.08547261027708308,ok
750,-0.11274694424862108,ok
751,-0.057608112607447914,ok
752,-0.0861427424786605,ok
753,-0.0637816197155261,ok
754,-0.08773313028109153,ok
755,-0.04086099264170695,ok
756,-0.08966944392699805,ok
757,-0.12661071461517848,ok
758,-0.12975987037586845,ok
759,-0.10247921484037703,ok
760,-0.06688009188140498,ok
761,-0.07939408274968773,ok
762,-0.09754054411023261,ok
763,-0.08078363353342488,ok
764,-0.06194125761165825,ok
765,-0.05848568615826677,ok
766,-0.0607002403101462,ok
767,-0.10660993474138514,ok
768,-0.11614564660999838,ok
769,-0.13630594535055107,ok
770,-0.0964358133425236,ok
771,-0.06724637803835298,ok
772,-0.10795828189357493,ok
773,-0.09374656035805407,ok
774,-0.0962124681272627,ok
775,-0.12780843042899903,ok
776,-0.08927792813686852,ok
777,-0.10574447129967846,ok
778,-0.10679705626394331,ok
779,-0.0786118927497137,ok
780,-0.10157617198205449,ok
781,-0.09387228502137024,ok
782,-0.08520806977076156,ok
783,-0.044612832718780915,ok
784,-0.0720942035429959,ok
785,-0.09643984391918736,ok
786,-0.1023016086344084,ok
787,-0.051781976333286295,ok
788,-0.08212133902982144,ok
789,-0.0853068502915213,ok
790,-0.1117684859062602,ok
791,-0.11761588689823044,ok
792,-0.06922117902955405,ok
793,-0.1252362165628489,ok
794,-0.12935383460371885,ok
795,-0.11042284470005526,ok
796,-0.10247374851126612,ok
797,-0.0766481488951527,ok
798,-0.08656738463692526,ok
799,-0.09880019668766837,ok
800,-0.09513776874158708,ok
801,-0.08843430235906125,ok
802,-0.07962320907765408,ok
803,-0.09609625376810071,ok
804,-0.062307342275941924,ok
805,-0.08485419185168386,ok
806,-0.07522471812749898,ok
807,-0.07501687206821717,ok
808,-0.08118295943227372,ok
809,-0.10682965974217828,ok
810,-0.10945587048999683,ok
811,-0.10486417540684001,ok
812,-0.12947286453894113,ok
813,-0.0668777208749054,ok
814,-0.13076449292317704,ok
815,-0.1074547001290378,ok
816,-0.07306245346921925,ok
817,-0.13017762543139644,ok
818,-0.07427008408040714,ok
819,-0.0890573462087807,ok
820,-0.1589469987405001,ok
821,-0.08593669171069118,ok
822,-0.1104286181446712,ok
823,-0.07474124006124194,ok
824,-0.10570908392237666,ok
825,-0.12194638731260743,ok
826,-0.06036731262721973,ok
827,-0.10649093997614867,ok
828,-0.07059836349587423,ok
829,-0.06786288100233318,ok
830,-0.06740025788109016,ok
831,-0.08809991020290187,ok
832,-0.07097556943243988,ok
