replicate,delta_r2,observed_delta
694,-0.00968841146624344,0.0352320913883896
695,0.063991450097861,0.0352320913883896
696,0.0837431289478916,0.0352320913883896
697,0.021675123190238677,0.0352320913883896
698,0.1032791395872209,0.0352320913883896
699,0.03240441575403252,0.0352320913883896
700,-0.020662036225350122,0.0352320913883896
701,0.014207421007102816,0.0352320913883896
702,0.10169416242984863,0.0352320913883896
703,0.12279014178293424,0.0352320913883896
704,0.08692097825699785,0.0352320913883896
705,0.07457370012159092,0.0352320913883896
706,0.09491334414495889,0.0352320913883896
707,0.016510928993457297,0.0352320913883896
708,0.10874013327074739,0.0352320913883896
709,0.0737340186603136,0.0352320913883896
710,0.11125956940596726,0.0352320913883896
711,-0.024790852213310233,0.0352320913883896
712,0.03941129753501005,0.0352320913883896
713,0.03167020077119087,0.0352320913883896
714,0.11465919553592208,0.0352320913883896
715,0.07553331822570941,0.0352320913883896
716,0.09168465975707663,0.0352320913883896
717,0.07598262454591609,0.0352320913883896
718,0.013811737037992322,0.0352320913883896
719,0.04789133638955434,0.0352320913883896
720,0.09680360150596612,0.0352320913883896
721,0.016622227462748218,0.0352320913883896
722,-0.035823138409510014,0.0352320913883896
723,0.08143334561270466,0.0352320913883896
724,0.14556369949866121,0.0352320913883896
725,0.057160338614227646,0.0352320913883896
726,0.07798229333603834,0.0352320913883896
727,0.07889156124262553,0.0352320913883896
728,0.07023777653231611,0.0352320913883896
729,0.11211383857812685,0.0352320913883896
730,-0.06107477667758987,0.0352320913883896
731,0.05806394431412787,0.0352320913883896
732,0.08951288374946353,0.0352320913883896
733,0.11726874098025741,0.0352320913883896
734,0.0052190236645279775,0.0352320913883896
735,0.06414617103661946,0.0352320913883896
736,0.0982242499956093,0.0352320913883896
737,0.0717048679793647,0.0352320913883896
738,0.12332601985244329,0.0352320913883896
739,0.10946674697694525,0.0352320913883896
740,0.03552791236495323,0.0352320913883896
741,0.10844146742972494,0.0352320913883896
742,0.09117267157708264,0.0352320913883896
743,0.04997697316526817,0.0352320913883896
744,0.069249487020553,0.0352320913883896
745,0.005900752352267502,0.0352320913883896
746,0.07696403376166994,0.0352320913883896
747,0.01505745025353522,0.0352320913883896
748,0.06370327754240546,0.0352320913883896
749,-0.012329577211890541,0.0352320913883896
750,0.09058026205317271,0.0352320913883896
751,0.003484057898415549,0.0352320913883896
752,0.12272427645905748,0.0352320913883896
753,0.09734518983116203,0.0352320913883896
754,-0.0008216631857389523,0.0352320913883896
755,0.051044546101634336,0.0352320913883896
756,0.1105658927535007,0.0352320913883896
757,0.09927324779902613,0.0352320913883896
758,0.03360431581660528,0.0352320913883896
759,0.09543670059776976,0.0352320913883896
760,0.08322910316037813,0.0352320913883896
761,0.10554669382864434,0.0352320913883896
762,0.10206177577333442,0.0352320913883896
763,0.0774000888931311,0.0352320913883896
764,0.10332402744385949,0.0352320913883896
765,0.04743171200998797,0.0352320913883896
766,0.1216762706208554,0.0352320913883896
767,0.06902112563491558,0.0352320913883896
768,0.012294965567514748,0.0352320913883896
769,0.09001744573396375,0.0352320913883896
770,0.044953461702787134,0.0352320913883896
771,0.09618559958400807,0.0352320913883896
772,0.09961212966881572,0.0352320913883896
773,0.07010015866034935,0.0352320913883896
774,0.05921207389261607,0.0352320913883896
775,0.10339208342109418,0.0352320913883896
776,0.07166996557874017,0.0352320913883896
777,-0.01398063690169049,0.0352320913883896
778,0.0911354929231073,0.0352320913883896
779,0.12600686432736175,0.0352320913883896
780,0.10443430976975232,0.0352320913883896
781,0.10891303424582521,0.0352320913883896
782,0.036898790597413855,0.0352320913883896
783,-0.06237254727002384,0.0352320913883896
784,0.0620155801052803,0.0352320913883896
785,0.07160213086621914,0.0352320913883896
786,0.058240245229876475,0.0352320913883896
787,0.09671802245327699,0.0352320913883896
788,0.0969853705673811,0.0352320913883896
789,0.0945210038557791,0.0352320913883896
790,0.0939703395605106,0.0352320913883896
791,0.08160047801864523,0.0352320913883896
792,-0.0078014493966179765,0.0352320913883896
793,0.08125886949131977,0.0352320913883896
794,0.07068708627832809,0.0352320913883896
795,0.12328419645103517,0.0352320913883896
796,0.03077722574302344,0.0352320913883896
797,0.04209973822404356,0.0352320913883896
798,-0.2905900598190767,0.0352320913883896
799,0.1044902048519456,0.0352320913883896
800,0.0777452475127084,0.0352320913883896
801,0.09076441242577926,0.0352320913883896
802,0.017958148537824736,0.0352320913883896
803,0.06094775819559173,0.0352320913883896
804,0.0334319882923404,0.0352320913883896
805,0.053591931192388254,0.0352320913883896
806,0.046091563097027444,0.0352320913883896
807,0.04898452081847615,0.0352320913883896
808,0.09933448972539671,0.0352320913883896
809,0.11805444825599698,0.0352320913883896
810,0.10056614710764444,0.0352320913883896
811,0.10028203086940701,0.0352320913883896
812,-0.060629332797337954,0.0352320913883896
813,0.12180411788019874,0.0352320913883896
814,-0.00368644900274262,0.0352320913883896
815,0.05454344093265129,0.0352320913883896
816,0.1230058570986261,0.0352320913883896
817,0.04417852862606464,0.0352320913883896
818,0.08877872674454712,0.0352320913883896
819,0.08363788065929767,0.0352320913883896
820,0.11810591575693885,0.0352320913883896
821,0.07175142915417032,0.0352320913883896
822,-0.014406788838268736,0.0352320913883896
823,0.08122843226764465,0.0352320913883896
824,0.06276755035207493,0.0352320913883896
825,0.021013242112259745,0.0352320913883896
826,0.02441730693621802,0.0352320913883896
827,4.762444758787954e-05,0.0352320913883896
828,0.04400370366187678,0.0352320913883896
829,-0.007848524985718752,0.0352320913883896
830,0.0578784373565997,0.0352320913883896
831,0.10537770908999977,0.0352320913883896
832,0.10058150380895381,0.0352320913883896
833,0.07506233832826137,0.0352320913883896
834,0.08092193677099102,0.0352320913883896
835,0.0876824472412423,0.0352320913883896
836,-0.004324602440756498,0.0352320913883896
837,0.011303329548862484,0.0352320913883896
838,0.0810054100964599,0.0352320913883896
839,-0.005148034968382231,0.0352320913883896
840,0.0735820280620777,0.0352320913883896
841,0.04886010921866535,0.0352320913883896
842,0.05290597195199975,0.0352320913883896
843,0.12721195587314693,0.0352320913883896
844,-0.16820829918643954,0.0352320913883896
845,0.03507554949991043,0.0352320913883896
846,0.11430266110557108,0.0352320913883896
847,0.07217603115940052,0.0352320913883896
848,0.07550353069171634,0.0352320913883896
849,0.09431252949377333,0.0352320913883896
850,0.10155868429204207,0.0352320913883896
851,0.10586356778328321,0.0352320913883896
852,-0.012241646041121101,0.0352320913883896
853,0.07885923613904366,0.0352320913883896
854,0.07441398385461173,0.0352320913883896
855,0.12458537753385424,0.0352320913883896
856,0.09213917538180771,0.0352320913883896
857,0.10771030584440833,0.0352320913883896
858,0.08276884752059721,0.0352320913883896
859,0.12481973495421395,0.0352320913883896
860,0.1097869662708244,0.0352320913883896
861,0.08153605097521865,0.0352320913883896
862,0.03916146591244629,0.0352320913883896
863,0.028427564286993334,0.0352320913883896
864,0.10057544829047949,0.0352320913883896
865,0.0959930747787966,0.0352320913883896
866,-0.019500350674913514,0.0352320913883896
867,0.10872748320295877,0.0352320913883896
868,0.04351958351905838,0.0352320913883896
869,0.06888375024321636,0.0352320913883896
870,0.10122805705349591,0.0352320913883896
871,0.08644924016446653,0.0352320913883896
872,0.07708228168473552,0.0352320913883896
873,0.0491741849601538,0.0352320913883896
874,0.09153083585178545,0.0352320913883896
875,-0.02109564636636374,0.0352320913883896
876,0.04878825981310586,0.0352320913883896
877,0.03270512811796,0.0352320913883896
878,0.0835860562026689,0.0352320913883896
879,0.10226930401997669,0.0352320913883896
880,-0.12876606976648963,0.0352320913883896
881,0.06546975084837825,0.0352320913883896
882,-0.010341197248813994,0.0352320913883896
883,0.09855355120653819,0.0352320913883896
884,0.06280772038916205,0.0352320913883896
885,0.10216140058558731,0.0352320913883896
886,0.05014387498112216,0.0352320913883896
887,0.1310954463426367,0.0352320913883896
888,0.028026470910875068,0.0352320913883896
889,0.008469413815794802,0.0352320913883896
890,0.003997719451949933,0.0352320913883896
891,0.11353629034307233,0.0352320913883896
892,0.04616568748526195,0.0352320913883896
893,0.09925323506022199,0.0352320913883896
894,0.013435465937115643,0.0352320913883896
895,0.05183609697265512,0.0352320913883896
896,0.10466851353756901,0.0352320913883896
897,0.10710838267722045,0.0352320913883896
898,0.07674204697545961,0.0352320913883896
899,0.14415780179332693,0.0352320913883896
900,0.05018816304968676,0.0352320913883896
901,0.021247585943827807,0.0352320913883896
902,-0.03283514614500049,0.0352320913883896
903,0.09357959478750388,0.0352320913883896
904,0.07638078674287219,0.0352320913883896
905,0.10747656511374049,0.0352320913883896
906,0.12138458980792288,0.0352320913883896
907,0.06299382804104625,0.0352320913883896
908,0.028626632810822117,0.0352320913883896
909,0.05858571190216344,0.0352320913883896
910,0.059674803793986486,0.0352320913883896
911,0.0632371044601091,0.0352320913883896
912,0.11705999174280768,0.0352320913883896
913,0.041970463198051755,0.0352320913883896
914,0.07484642801617802,0.0352320913883896
915,0.13234557728648755,0.0352320913883896
916,0.11855185478236785,0.0352320913883896
917,0.08076923438966588,0.0352320913883896
918,0.03447946580827099,0.0352320913883896
919,0.0869618951024893,0.0352320913883896
920,0.03847329298162594,0.0352320913883896
921,0.09124446178271461,0.0352320913883896
922,0.08480482990845939,0.0352320913883896
923,0.06465620000093997,0.0352320913883896
924,0.08321683573384342,0.0352320913883896
925,0.12134061492797199,0.0352320913883896
926,0.0698675770965379,0.0352320913883896
927,0.021041206718337868,0.0352320913883896
928,0.001293510911005269,0.0352320913883896
929,0.09259975133136067,0.0352320913883896
930,0.09704284880344716,0.0352320913883896
931,-0.020154124371176918,0.0352320913883896
932,0.05988709439639173,0.0352320913883896
933,0.10296576651042821,0.0352320913883896
934,0.0031311367447293126,0.0352320913883896
935,0.026677212009255546,0.0352320913883896
936,0.09336001247588466,0.0352320913883896
937,0.03257906276973299,0.0352320913883896
938,0.06849039598089768,0.0352320913883896
939,0.07337546610446921,0.0352320913883896
940,0.0790482070167875,0.0352320913883896
941,0.10066145560818496,0.0352320913883896
942,0.056497731792067185,0.0352320913883896
943,0.05342701937968608,0.0352320913883896
944,0.031343329793433905,0.0352320913883896
945,0.06178080003340569,0.0352320913883896
946,0.11255065935033615,0.0352320913883896
947,0.07226213763820077,0.0352320913883896
948,0.10259691094789747,0.0352320913883896
949,0.12937482884113083,0.0352320913883896
950,0.10869210578722965,0.0352320913883896
951,0.09594010970281652,0.0352320913883896
952,0.032829318418319375,0.0352320913883896
953,0.06311333323026769,0.0352320913883896
954,0.10676253183578865,0.0352320913883896
955,0.12108640803472626,0.0352320913883896
956,0.12573374648847058,0.0352320913883896
957,0.05774043262770978,0.0352320913883896
958,0.07673712862991722,0.0352320913883896
959,-0.009759819521123814,0.0352320913883896
960,0.0942881839850831,0.0352320913883896
961,0.07652045965992904,0.0352320913883896
962,0.0944295681223225,0.0352320913883896
963,0.10282847852507482,0.0352320913883896
964,0.11391895900832671,0.0352320913883896
965,0.022161980787412383,0.0352320913883896
966,0.07372936475030256,0.0352320913883896
967,0.059973127675536975,0.0352320913883896
968,0.1228756614006894,0.0352320913883896
969,0.030173510739211484,0.0352320913883896
970,0.00502472402930787,0.0352320913883896
971,0.10922318846919099,0.0352320913883896
972,0.1323813710945505,0.0352320913883896
973,0.10494292442846376,0.0352320913883896
974,0.02864680332433478,0.0352320913883896
975,0.006788266910957685,0.0352320913883896
976,0.054645965549714126,0.0352320913883896
977,0.02641464541555394,0.0352320913883896
978,0.08420805386057229,0.0352320913883896
979,0.047994241343387145,0.0352320913883896
980,0.09768144904533427,0.0352320913883896
981,0.01143067839718881,0.0352320913883896
982,0.017844601219882628,0.0352320913883896
983,0.09271944244093999,0.0352320913883896
984,0.06690632031137789,0.0352320913883896
985,0.033781764322571295,0.0352320913883896
986,0.08468772783037959,0.0352320913883896
987,0.04251277745336335,0.0352320913883896
988,0.06798630584950649,0.0352320913883896
989,0.05626976612314838,0.0352320913883896
990,0.06570950769299466,0.0352320913883896
991,0.0906393658621566,0.0352320913883896
992,0.07006346192670354,0.0352320913883896
993,0.04232317488988535,0.0352320913883896
994,0.04162297054448627,0.0352320913883896
995,0.12019482305267126,0.0352320913883896
996,0.1047460612458353,0.0352320913883896
997,0.06982424422100864,0.0352320913883896
998,0.07749837780735191,0.0352320913883896
999,0.06170278692985798,0.0352320913883896
1000,0.10077724966282098,0.0352320913883896
