replicate,delta_r2,observed_delta
262,0.07696156967064549,0.0352320913883896
263,0.12015125294145057,0.0352320913883896
264,0.10990944453060336,0.0352320913883896
265,0.09557087800479613,0.0352320913883896
266,0.06991941147117331,0.0352320913883896
267,0.04202387299094135,0.0352320913883896
268,-0.006649902779652828,0.0352320913883896
269,0.12664808493310142,0.0352320913883896
270,0.07472618151379817,0.0352320913883896
271,0.08487584207815235,0.0352320913883896
272,0.1171806286909679,0.0352320913883896
273,0.12710435488166727,0.0352320913883896
274,0.019726077378347195,0.0352320913883896
275,0.04464330235444769,0.0352320913883896
276,0.08169632340032507,0.0352320913883896
277,0.1104265439258576,0.0352320913883896
278,0.07988542515503139,0.0352320913883896
279,0.06610972218147482,0.0352320913883896
280,0.10580250604942143,0.0352320913883896
281,0.04985827233622264,0.0352320913883896
282,0.09438847485634094,0.0352320913883896
283,0.09540807003975316,0.0352320913883896
284,0.01587442728617905,0.0352320913883896
285,0.05841872593784847,0.0352320913883896
286,0.03761158817994892,0.0352320913883896
287,0.02961194263879463,0.0352320913883896
288,0.11465197526117177,0.0352320913883896
289,-0.029600812548796762,0.0352320913883896
290,0.0916250135949388,0.0352320913883896
291,0.11832619924491106,0.0352320913883896
292,-0.11216987566589709,0.0352320913883896
293,0.0644065258218921,0.0352320913883896
294,0.08923399890070716,0.0352320913883896
295,0.10963035705350777,0.0352320913883896
296,0.0667836918022825,0.0352320913883896
297,0.0439853796178209,0.0352320913883896
298,0.08292991444302622,0.0352320913883896
299,0.06534711090426393,0.0352320913883896
300,0.07603426940018532,0.0352320913883896
301,0.014605479372815089,0.0352320913883896
302,0.08237026813347659,0.0352320913883896
303,-0.0012032758515682085,0.0352320913883896
304,0.13601440174380075,0.0352320913883896
305,0.04005572309379912,0.0352320913883896
306,0.0465835769795504,0.0352320913883896
307,0.0791404487639299,0.0352320913883896
308,0.0516470574975304,0.0352320913883896
309,0.10804652783182356,0.0352320913883896
310,0.017988105765614826,0.0352320913883896
311,-0.012779323744778304,0.0352320913883896
312,0.040041611893496754,0.0352320913883896
313,0.012989743998663705,0.0352320913883896
314,0.10089020289994688,0.0352320913883896
315,0.06677300005701026,0.0352320913883896
316,0.03895500809637953,0.0352320913883896
317,0.058195249558717355,0.0352320913883896
318,0.06465669075076597,0.0352320913883896
319,0.08882534069077175,0.0352320913883896
320,0.04383029821131579,0.0352320913883896
321,0.06906986489297917,0.0352320913883896
322,0.051045274495676085,0.0352320913883896
323,0.09518043611227822,0.0352320913883896
324,0.13151789442140605,0.0352320913883896
325,0.12281568536885479,0.0352320913883896
326,0.04936265713983501,0.0352320913883896
327,0.08252089326951562,0.0352320913883896
328,0.08716033752700747,0.0352320913883896
329,0.1277091006852762,0.0352320913883896
330,0.10541653734459044,0.0352320913883896
331,0.027018810998555964,0.0352320913883896
332,0.05217384875400688,0.0352320913883896
333,0.0740350104791635,0.0352320913883896
334,0.08079096619906756,0.0352320913883896
335,0.10401560557406608,0.0352320913883896
336,0.04679155367604759,0.0352320913883896
337,0.07045752057090027,0.0352320913883896
338,0.0903870219478411,0.0352320913883896
339,0.08195773031898168,0.0352320913883896
340,0.0867988609482021,0.0352320913883896
341,0.11195281190664796,0.0352320913883896
342,0.059848861516367924,0.0352320913883896
343,0.047871475880039815,0.0352320913883896
344,0.05833073654930576,0.0352320913883896
345,0.10654539696608023,0.0352320913883896
346,0.04370124215526561,0.0352320913883896
347,0.0167215908597087,0.0352320913883896
348,0.08200298048665278,0.0352320913883896
349,0.11446181678406664,0.0352320913883896
350,0.10399040498088219,0.0352320913883896
351,-0.11788048615595703,0.0352320913883896
352,0.07501295304610545,0.0352320913883896
353,0.08886224710485191,0.0352320913883896
354,0.13143940240718155,0.0352320913883896
355,0.09653066950204825,0.0352320913883896
356,0.003522514546826838,0.0352320913883896
357,0.05172016813544078,0.0352320913883896
358,0.09746298260048891,0.0352320913883896
359,0.009194868211519935,0.0352320913883896
