residual_variance_multiplier,sigma2,tau2,median_shrinkage_weight,spearman,buffered_rank_retention,amplified_rank_retention
1.0,0.1793421128634542,0.1464443249845323,0.7101190650875414,0.9942250764824139,0.8788870703764321,0.8952536824877251
1.25,0.1793421128634542,0.1464443249845323,0.6621340553378622,0.9927778455221757,0.8641571194762684,0.8870703764320785
1.5,0.1793421128634542,0.1464443249845323,0.6202235708073521,0.9914967613238528,0.8477905073649754,0.8788870703764321
