excluded_source_chromosome,subset,scope,metric,estimate,full_estimate,difference_from_full,denominator,source_chromosomes_retained,null_finite_replicates,null_denominator_median,permutation_p_upper,strata_frozen,permutation_mappings_frozen
13,primary,Stim48hr,direction_agreement,0.4358974358974359,0.4603174603174603,-0.02442002442002439,117,14,1000,82.5,0.8441558441558441,True,True
13,primary,Stim48hr,score_spearman,-0.03123964391941518,-0.004536081466409906,-0.026703562453005272,117,14,1000,82.5,0.7512487512487512,True,True
13,bonferroni,overall,direction_agreement,0.5337837837837838,0.5324675324675324,0.001316251316251349,148,12,1000,54.0,0.4935064935064935,True,True
13,bonferroni,overall,score_spearman,0.21656239903295005,0.18517063497338632,0.03139176405956373,148,12,1000,54.0,0.3276723276723277,True,True
13,bonferroni,Rest,direction_agreement,0.7777777777777778,0.7719298245614035,0.005847953216374324,54,10,1000,13.0,0.15884115884115885,True,True
13,bonferroni,Rest,score_spearman,0.5220176277494964,0.4709638834504549,0.051053744299041526,54,10,976,13.0,0.13101330603889458,True,True
13,bonferroni,Stim8hr,direction_agreement,0.3617021276595745,0.3541666666666667,0.007535460992907805,47,9,1000,18.0,0.7982017982017982,True,True
13,bonferroni,Stim8hr,score_spearman,0.03361302985030272,0.004113076543803678,0.029499953306499044,47,9,987,18.0,0.6052631578947368,True,True
13,bonferroni,Stim48hr,direction_agreement,0.425531914893617,0.42857142857142855,-0.003039513677811523,47,7,1000,21.0,0.7912087912087912,True,True
13,bonferroni,Stim48hr,score_spearman,0.04999293470805124,0.01726221720740294,0.0327307175006483,47,7,980,21.0,0.6371049949031601,True,True
14,primary,overall,direction_agreement,0.5858823529411765,0.5858823529411765,0.0,425,19,1000,215.0,0.14585414585414586,True,True
14,primary,overall,score_spearman,0.20242085916217342,0.20242085916217342,0.0,425,19,1000,215.0,0.13686313686313686,True,True
14,primary,Rest,direction_agreement,0.7423312883435583,0.7423312883435583,0.0,163,17,1000,50.0,0.06693306693306693,True,True
14,primary,Rest,score_spearman,0.4642587211814317,0.4642587211814317,0.0,163,17,1000,50.0,0.06993006993006994,True,True
14,primary,Stim8hr,direction_agreement,0.5147058823529411,0.5147058823529411,0.0,136,15,1000,67.0,0.35664335664335667,True,True
14,primary,Stim8hr,score_spearman,0.019920285026256597,0.019920285026256597,0.0,136,15,1000,67.0,0.5284715284715285,True,True
14,primary,Stim48hr,direction_agreement,0.4603174603174603,0.4603174603174603,0.0,126,15,1000,86.5,0.7752247752247752,True,True
14,primary,Stim48hr,score_spearman,-0.004536081466409906,-0.004536081466409906,0.0,126,15,1000,86.5,0.6903096903096904,True,True
14,bonferroni,overall,direction_agreement,0.5324675324675324,0.5324675324675324,0.0,154,13,1000,56.0,0.4675324675324675,True,True
14,bonferroni,overall,score_spearman,0.18517063497338632,0.18517063497338632,0.0,154,13,1000,56.0,0.3696303696303696,True,True
14,bonferroni,Rest,direction_agreement,0.7719298245614035,0.7719298245614035,0.0,57,11,1000,14.0,0.13886113886113885,True,True
14,bonferroni,Rest,score_spearman,0.4709638834504549,0.4709638834504549,0.0,57,11,979,14.0,0.15816326530612246,True,True
14,bonferroni,Stim8hr,direction_agreement,0.3541666666666667,0.3541666666666667,0.0,48,10,1000,18.5,0.7992007992007992,True,True
14,bonferroni,Stim8hr,score_spearman,0.004113076543803678,0.004113076543803678,0.0,48,10,990,19.0,0.6226034308779012,True,True
14,bonferroni,Stim48hr,direction_agreement,0.42857142857142855,0.42857142857142855,0.0,49,8,1000,21.0,0.7792207792207793,True,True
14,bonferroni,Stim48hr,score_spearman,0.01726221720740294,0.01726221720740294,0.0,49,8,989,22.0,0.6636363636363637,True,True
15,primary,overall,direction_agreement,0.5789473684210527,0.5858823529411765,-0.006934984520123866,418,18,1000,215.0,0.16383616383616384,True,True
15,primary,overall,score_spearman,0.1948053289741076,0.20242085916217342,-0.007615530188065822,418,18,1000,215.0,0.14985014985014986,True,True
15,primary,Rest,direction_agreement,0.7375,0.7423312883435583,-0.004831288343558282,160,16,1000,50.0,0.06893106893106893,True,True
15,primary,Rest,score_spearman,0.4577768926753194,0.4642587211814317,-0.006481828506112286,160,16,1000,50.0,0.07192807192807193,True,True
15,primary,Stim8hr,direction_agreement,0.5037593984962406,0.5147058823529411,-0.010946483856700495,133,14,1000,67.0,0.4015984015984016,True,True
15,primary,Stim8hr,score_spearman,0.006058458444608212,0.019920285026256597,-0.013861826581648385,133,14,1000,67.0,0.5594405594405595,True,True
15,primary,Stim48hr,direction_agreement,0.456,0.4603174603174603,-0.0043174603174602755,125,14,1000,86.0,0.7812187812187812,True,True
15,primary,Stim48hr,score_spearman,-0.006269372916139895,-0.004536081466409906,-0.001733291449729989,125,14,1000,86.0,0.6893106893106893,True,True
15,bonferroni,overall,direction_agreement,0.5324675324675324,0.5324675324675324,0.0,154,13,1000,56.0,0.4675324675324675,True,True
15,bonferroni,overall,score_spearman,0.18517063497338632,0.18517063497338632,0.0,154,13,1000,56.0,0.3696303696303696,True,True
15,bonferroni,Rest,direction_agreement,0.7719298245614035,0.7719298245614035,0.0,57,11,1000,14.0,0.13886113886113885,True,True
15,bonferroni,Rest,score_spearman,0.4709638834504549,0.4709638834504549,0.0,57,11,979,14.0,0.15816326530612246,True,True
15,bonferroni,Stim8hr,direction_agreement,0.3541666666666667,0.3541666666666667,0.0,48,10,1000,18.5,0.7992007992007992,True,True
15,bonferroni,Stim8hr,score_spearman,0.004113076543803678,0.004113076543803678,0.0,48,10,990,19.0,0.6226034308779012,True,True
15,bonferroni,Stim48hr,direction_agreement,0.42857142857142855,0.42857142857142855,0.0,49,8,1000,21.0,0.7792207792207793,True,True
15,bonferroni,Stim48hr,score_spearman,0.01726221720740294,0.01726221720740294,0.0,49,8,989,22.0,0.6636363636363637,True,True
16,primary,overall,direction_agreement,0.5812182741116751,0.5858823529411765,-0.004664078829501372,394,18,1000,206.0,0.10989010989010989,True,True
16,primary,overall,score_spearman,0.19117397502260902,0.20242085916217342,-0.0112468841395644,394,18,1000,206.0,0.1018981018981019,True,True
16,primary,Rest,direction_agreement,0.7388535031847133,0.7423312883435583,-0.0034777851588450037,157,16,1000,47.0,0.05194805194805195,True,True
16,primary,Rest,score_spearman,0.45798016100786554,0.4642587211814317,-0.00627856017356615,157,16,1000,47.0,0.059940059940059943,True,True
16,primary,Stim8hr,direction_agreement,0.5121951219512195,0.5147058823529411,-0.002510760401721601,123,14,1000,64.0,0.2897102897102897,True,True
16,primary,Stim8hr,score_spearman,-0.01721854240248182,0.019920285026256597,-0.03713882742873842,123,14,1000,64.0,0.5174825174825175,True,True
16,primary,Stim48hr,direction_agreement,0.43859649122807015,0.4603174603174603,-0.02172096908939014,114,14,1000,83.0,0.7762237762237763,True,True
16,primary,Stim48hr,score_spearman,-0.033989174114210506,-0.004536081466409906,-0.029453092647800598,114,14,1000,83.0,0.6703296703296703,True,True
16,bonferroni,overall,direction_agreement,0.5337837837837838,0.5324675324675324,0.001316251316251349,148,12,1000,52.0,0.34565434565434566,True,True
16,bonferroni,overall,score_spearman,0.17493145754811665,0.18517063497338632,-0.010239177425269669,148,12,1000,52.0,0.25874125874125875,True,True
16,bonferroni,Rest,direction_agreement,0.7678571428571429,0.7719298245614035,-0.004072681704260561,56,10,995,13.0,0.11546184738955824,True,True
16,bonferroni,Rest,score_spearman,0.4637735770047178,0.4709638834504549,-0.007190306445737149,56,10,955,14.0,0.13389121338912133,True,True
16,bonferroni,Stim8hr,direction_agreement,0.35555555555555557,0.3541666666666667,0.001388888888888884,45,9,997,17.0,0.7074148296593187,True,True
16,bonferroni,Stim8hr,score_spearman,-0.009672912225378659,0.004113076543803678,-0.013785988769182337,45,9,968,18.0,0.5046439628482973,True,True
16,bonferroni,Stim48hr,direction_agreement,0.425531914893617,0.42857142857142855,-0.003039513677811523,47,7,994,20.0,0.7155778894472362,True,True
16,bonferroni,Stim48hr,score_spearman,-0.0014617817166096853,0.01726221720740294,-0.018723998924012622,47,7,964,21.0,0.5875647668393782,True,True
17,primary,overall,direction_agreement,0.5858823529411765,0.5858823529411765,0.0,425,19,1000,196.0,0.15384615384615385,True,True
17,primary,overall,score_spearman,0.20242085916217342,0.20242085916217342,0.0,425,19,1000,196.0,0.15584415584415584,True,True
17,primary,Rest,direction_agreement,0.7423312883435583,0.7423312883435583,0.0,163,17,1000,46.0,0.07592407592407592,True,True
17,primary,Rest,score_spearman,0.4642587211814317,0.4642587211814317,0.0,163,17,1000,46.0,0.0899100899100899,True,True
17,primary,Stim8hr,direction_agreement,0.5147058823529411,0.5147058823529411,0.0,136,15,1000,61.0,0.34065934065934067,True,True
17,primary,Stim8hr,score_spearman,0.019920285026256597,0.019920285026256597,0.0,136,15,1000,61.0,0.5234765234765235,True,True
17,primary,Stim48hr,direction_agreement,0.4603174603174603,0.4603174603174603,0.0,126,15,1000,80.0,0.7712287712287712,True,True
17,primary,Stim48hr,score_spearman,-0.004536081466409906,-0.004536081466409906,0.0,126,15,1000,80.0,0.7102897102897103,True,True
17,bonferroni,overall,direction_agreement,0.5324675324675324,0.5324675324675324,0.0,154,13,1000,49.5,0.4325674325674326,True,True
17,bonferroni,overall,score_spearman,0.18517063497338632,0.18517063497338632,0.0,154,13,1000,49.5,0.41358641358641357,True,True
17,bonferroni,Rest,direction_agreement,0.7719298245614035,0.7719298245614035,0.0,57,11,1000,13.0,0.16983016983016982,True,True
17,bonferroni,Rest,score_spearman,0.4709638834504549,0.4709638834504549,0.0,57,11,964,13.0,0.18652849740932642,True,True
17,bonferroni,Stim8hr,direction_agreement,0.3541666666666667,0.3541666666666667,0.0,48,10,1000,16.0,0.7612387612387612,True,True
17,bonferroni,Stim8hr,score_spearman,0.004113076543803678,0.004113076543803678,0.0,48,10,977,16.0,0.6400817995910021,True,True
17,bonferroni,Stim48hr,direction_agreement,0.42857142857142855,0.42857142857142855,0.0,49,8,1000,18.0,0.7672327672327672,True,True
17,bonferroni,Stim48hr,score_spearman,0.01726221720740294,0.01726221720740294,0.0,49,8,975,19.0,0.6762295081967213,True,True
18,primary,overall,direction_agreement,0.5872641509433962,0.5858823529411765,0.001381798002219714,424,18,1000,210.0,0.14385614385614387,True,True
18,primary,overall,score_spearman,0.20444214888449805,0.20242085916217342,0.0020212897223246262,424,18,1000,210.0,0.13586413586413587,True,True
18,primary,Rest,direction_agreement,0.7423312883435583,0.7423312883435583,0.0,163,17,1000,50.0,0.06893106893106893,True,True
18,primary,Rest,score_spearman,0.4642587211814317,0.4642587211814317,0.0,163,17,1000,50.0,0.07292707292707293,True,True
18,primary,Stim8hr,direction_agreement,0.5147058823529411,0.5147058823529411,0.0,136,15,1000,65.0,0.35664335664335667,True,True
18,primary,Stim8hr,score_spearman,0.019920285026256597,0.019920285026256597,0.0,136,15,1000,65.0,0.5284715284715285,True,True
18,primary,Stim48hr,direction_agreement,0.464,0.4603174603174603,0.0036825396825397316,125,14,1000,85.0,0.7452547452547452,True,True
18,primary,Stim48hr,score_spearman,0.0011099772548928408,-0.004536081466409906,0.005646058721302747,125,14,1000,85.0,0.6803196803196803,True,True
18,bonferroni,overall,direction_agreement,0.5324675324675324,0.5324675324675324,0.0,154,13,1000,56.0,0.46153846153846156,True,True
18,bonferroni,overall,score_spearman,0.18517063497338632,0.18517063497338632,0.0,154,13,1000,56.0,0.37362637362637363,True,True
18,bonferroni,Rest,direction_agreement,0.7719298245614035,0.7719298245614035,0.0,57,11,1000,14.0,0.13786213786213786,True,True
18,bonferroni,Rest,score_spearman,0.4709638834504549,0.4709638834504549,0.0,57,11,978,14.0,0.16036772216547499,True,True
18,bonferroni,Stim8hr,direction_agreement,0.3541666666666667,0.3541666666666667,0.0,48,10,1000,18.0,0.7982017982017982,True,True
18,bonferroni,Stim8hr,score_spearman,0.004113076543803678,0.004113076543803678,0.0,48,10,988,18.0,0.6268958543983822,True,True
18,bonferroni,Stim48hr,direction_agreement,0.42857142857142855,0.42857142857142855,0.0,49,8,1000,21.0,0.7792207792207793,True,True
18,bonferroni,Stim48hr,score_spearman,0.01726221720740294,0.01726221720740294,0.0,49,8,988,21.0,0.6622851365015167,True,True
19,primary,overall,direction_agreement,0.5567010309278351,0.5858823529411765,-0.02918132201334145,388,18,1000,202.0,0.24375624375624375,True,True
19,primary,overall,score_spearman,0.12112736069496974,0.20242085916217342,-0.08129349846720368,388,18,1000,202.0,0.3156843156843157,True,True
19,primary,Rest,direction_agreement,0.703125,0.7423312883435583,-0.039206288343558326,128,16,1000,43.0,0.11588411588411589,True,True
19,primary,Rest,score_spearman,0.3566287205095572,0.4642587211814317,-0.1076300006718745,128,16,1000,43.0,0.13986013986013987,True,True
19,primary,Stim8hr,direction_agreement,0.5074626865671642,0.5147058823529411,-0.007243195785776924,134,14,1000,64.5,0.3646353646353646,True,True
19,primary,Stim8hr,score_spearman,0.020739160852413206,0.019920285026256597,0.0008188758261566086,134,14,1000,64.5,0.5124875124875125,True,True
19,primary,Stim48hr,direction_agreement,0.4603174603174603,0.4603174603174603,0.0,126,15,1000,82.0,0.7752247752247752,True,True
19,primary,Stim48hr,score_spearman,-0.004536081466409906,-0.004536081466409906,0.0,126,15,1000,82.0,0.6863136863136863,True,True
19,bonferroni,overall,direction_agreement,0.48905109489051096,0.5324675324675324,-0.04341643757702146,137,12,1000,53.0,0.6093906093906094,True,True
19,bonferroni,overall,score_spearman,0.07051255367751971,0.18517063497338632,-0.1146580812958666,137,12,1000,53.0,0.5514485514485514,True,True
19,bonferroni,Rest,direction_agreement,0.725,0.7719298245614035,-0.04692982456140349,40,10,1000,12.0,0.1958041958041958,True,True
19,bonferroni,Rest,score_spearman,0.30844329202772075,0.4709638834504549,-0.16252059142273417,40,10,971,13.0,0.2993827160493827,True,True
19,bonferroni,Stim8hr,direction_agreement,0.3541666666666667,0.3541666666666667,0.0,48,10,1000,18.0,0.7912087912087912,True,True
19,bonferroni,Stim8hr,score_spearman,0.004113076543803678,0.004113076543803678,0.0,48,10,989,18.0,0.6181818181818182,True,True
19,bonferroni,Stim48hr,direction_agreement,0.42857142857142855,0.42857142857142855,0.0,49,8,1000,21.0,0.7802197802197802,True,True
19,bonferroni,Stim48hr,score_spearman,0.01726221720740294,0.01726221720740294,0.0,49,8,983,21.0,0.649390243902439,True,True
20,primary,overall,direction_agreement,0.5858823529411765,0.5858823529411765,0.0,425,19,1000,214.0,0.14485514485514486,True,True
20,primary,overall,score_spearman,0.20242085916217342,0.20242085916217342,0.0,425,19,1000,214.0,0.13586413586413587,True,True
20,primary,Rest,direction_agreement,0.7423312883435583,0.7423312883435583,0.0,163,17,1000,50.0,0.06593406593406594,True,True
20,primary,Rest,score_spearman,0.4642587211814317,0.4642587211814317,0.0,163,17,1000,50.0,0.07092907092907093,True,True
20,primary,Stim8hr,direction_agreement,0.5147058823529411,0.5147058823529411,0.0,136,15,1000,66.5,0.35764235764235763,True,True
20,primary,Stim8hr,score_spearman,0.019920285026256597,0.019920285026256597,0.0,136,15,1000,66.5,0.5264735264735265,True,True
20,primary,Stim48hr,direction_agreement,0.4603174603174603,0.4603174603174603,0.0,126,15,1000,86.0,0.7692307692307693,True,True
20,primary,Stim48hr,score_spearman,-0.004536081466409906,-0.004536081466409906,0.0,126,15,1000,86.0,0.6853146853146853,True,True
20,bonferroni,overall,direction_agreement,0.5324675324675324,0.5324675324675324,0.0,154,13,1000,56.0,0.4675324675324675,True,True
20,bonferroni,overall,score_spearman,0.18517063497338632,0.18517063497338632,0.0,154,13,1000,56.0,0.3696303696303696,True,True
20,bonferroni,Rest,direction_agreement,0.7719298245614035,0.7719298245614035,0.0,57,11,1000,14.0,0.13886113886113885,True,True
20,bonferroni,Rest,score_spearman,0.4709638834504549,0.4709638834504549,0.0,57,11,979,14.0,0.15816326530612246,True,True
20,bonferroni,Stim8hr,direction_agreement,0.3541666666666667,0.3541666666666667,0.0,48,10,1000,18.5,0.7992007992007992,True,True
20,bonferroni,Stim8hr,score_spearman,0.004113076543803678,0.004113076543803678,0.0,48,10,990,19.0,0.6226034308779012,True,True
20,bonferroni,Stim48hr,direction_agreement,0.42857142857142855,0.42857142857142855,0.0,49,8,1000,21.0,0.7792207792207793,True,True
20,bonferroni,Stim48hr,score_spearman,0.01726221720740294,0.01726221720740294,0.0,49,8,989,22.0,0.6636363636363637,True,True
21,primary,overall,direction_agreement,0.580952380952381,0.5858823529411765,-0.004929971988795523,420,18,1000,215.0,0.15784215784215785,True,True
21,primary,overall,score_spearman,0.19068973498735384,0.20242085916217342,-0.011731124174819585,420,18,1000,215.0,0.15684315684315683,True,True
21,primary,Rest,direction_agreement,0.7391304347826086,0.7423312883435583,-0.003200853560949679,161,16,1000,50.0,0.06993006993006994,True,True
21,primary,Rest,score_spearman,0.4577927987147554,0.4642587211814317,-0.006465922466676266,161,16,1000,50.0,0.07192807192807193,True,True
21,primary,Stim8hr,direction_agreement,0.5074626865671642,0.5147058823529411,-0.007243195785776924,134,14,1000,67.0,0.3916083916083916,True,True
21,primary,Stim8hr,score_spearman,-0.004046487932605813,0.019920285026256597,-0.02396677295886241,134,14,1000,67.0,0.5834165834165834,True,True
21,primary,Stim48hr,direction_agreement,0.456,0.4603174603174603,-0.0043174603174602755,125,14,1000,87.0,0.7882117882117882,True,True
21,primary,Stim48hr,score_spearman,-0.009254935006170225,-0.004536081466409906,-0.004718853539760318,125,14,1000,87.0,0.7002997002997003,True,True
21,bonferroni,overall,direction_agreement,0.5263157894736842,0.5324675324675324,-0.0061517429938482415,152,12,1000,56.0,0.4885114885114885,True,True
21,bonferroni,overall,score_spearman,0.16245004077745342,0.18517063497338632,-0.02272059419593289,152,12,1000,56.0,0.4165834165834166,True,True
21,bonferroni,Rest,direction_agreement,0.7678571428571429,0.7719298245614035,-0.004072681704260561,56,10,1000,14.0,0.13986013986013987,True,True
21,bonferroni,Rest,score_spearman,0.45755209907924727,0.4709638834504549,-0.013411784371207658,56,10,978,14.0,0.16138917262512767,True,True
21,bonferroni,Stim8hr,direction_agreement,0.3404255319148936,0.3541666666666667,-0.013741134751773076,47,9,1000,18.0,0.8161838161838162,True,True
21,bonferroni,Stim8hr,score_spearman,-0.05419004986300977,0.004113076543803678,-0.05830312640681345,47,9,990,19.0,0.6962663975782039,True,True
21,bonferroni,Stim48hr,direction_agreement,0.42857142857142855,0.42857142857142855,0.0,49,8,1000,21.0,0.7782217782217782,True,True
21,bonferroni,Stim48hr,score_spearman,0.01726221720740294,0.01726221720740294,0.0,49,8,989,22.0,0.6696969696969697,True,True
22,primary,overall,direction_agreement,0.6287262872628726,0.5858823529411765,0.04284393432169609,369,18,1000,207.0,0.056943056943056944,True,True
22,primary,overall,score_spearman,0.22928328448263988,0.20242085916217342,0.026862425320466454,369,18,1000,207.0,0.1008991008991009,True,True
22,primary,Rest,direction_agreement,0.7391304347826086,0.7423312883435583,-0.003200853560949679,161,16,1000,48.0,0.06293706293706294,True,True
22,primary,Rest,score_spearman,0.4637321497031932,0.4642587211814317,-0.00052657147823848,161,16,1000,48.0,0.07092907092907093,True,True
22,primary,Stim8hr,direction_agreement,0.5858585858585859,0.5147058823529411,0.07115270350564473,99,14,1000,63.0,0.17682317682317683,True,True
22,primary,Stim8hr,score_spearman,0.09096925993201078,0.019920285026256597,0.07104897490575418,99,14,1000,63.0,0.4065934065934066,True,True
22,primary,Stim48hr,direction_agreement,0.5045871559633027,0.4603174603174603,0.04426969564584243,109,14,1000,84.0,0.5934065934065934,True,True
22,primary,Stim48hr,score_spearman,-0.024529613916688526,-0.004536081466409906,-0.01999353245027862,109,14,1000,84.0,0.7332667332667333,True,True
22,bonferroni,overall,direction_agreement,0.640625,0.5324675324675324,0.10815746753246758,128,12,1000,54.0,0.13486513486513488,True,True
22,bonferroni,overall,score_spearman,0.15847261927261647,0.18517063497338632,-0.02669801570076985,128,12,1000,54.0,0.42957042957042957,True,True
22,bonferroni,Rest,direction_agreement,0.7719298245614035,0.7719298245614035,0.0,57,11,1000,13.5,0.13186813186813187,True,True
22,bonferroni,Rest,score_spearman,0.4709638834504549,0.4709638834504549,0.0,57,11,977,14.0,0.16155419222903886,True,True
22,bonferroni,Stim8hr,direction_agreement,0.4857142857142857,0.3541666666666667,0.13154761904761902,35,9,1000,18.0,0.5494505494505495,True,True
22,bonferroni,Stim8hr,score_spearman,0.05453145881942563,0.004113076543803678,0.050418382275621954,35,9,988,18.0,0.5773508594539939,True,True
22,bonferroni,Stim48hr,direction_agreement,0.5833333333333334,0.42857142857142855,0.15476190476190482,36,7,1000,21.0,0.41358641358641357,True,True
22,bonferroni,Stim48hr,score_spearman,-0.12848777792417412,0.01726221720740294,-0.14574999513157705,36,7,988,21.0,0.7906976744186046,True,True
