excluded_source_chromosome,subset,scope,metric,estimate,full_estimate,difference_from_full,denominator,source_chromosomes_retained,null_finite_replicates,null_denominator_median,permutation_p_upper,strata_frozen,permutation_mappings_frozen
12,primary,Stim48hr,score_spearman,-0.012289692764007439,-0.004536081466409906,-0.007753611297597532,125,14,1000,85.5,0.7032967032967034,True,True
12,bonferroni,overall,direction_agreement,0.5135135135135135,0.5324675324675324,-0.018954018954018936,148,12,1000,55.0,0.5414585414585414,True,True
12,bonferroni,overall,score_spearman,0.16627972176968941,0.18517063497338632,-0.018890913203696902,148,12,1000,55.0,0.4155844155844156,True,True
12,bonferroni,Rest,direction_agreement,0.7450980392156863,0.7719298245614035,-0.026831785345717174,51,10,1000,13.0,0.17882117882117882,True,True
12,bonferroni,Rest,score_spearman,0.4416031275794258,0.4709638834504549,-0.0293607558710291,51,10,973,14.0,0.17453798767967146,True,True
12,bonferroni,Stim8hr,direction_agreement,0.3541666666666667,0.3541666666666667,0.0,48,10,1000,18.0,0.7972027972027972,True,True
12,bonferroni,Stim8hr,score_spearman,0.004113076543803678,0.004113076543803678,0.0,48,10,989,19.0,0.6272727272727273,True,True
12,bonferroni,Stim48hr,direction_agreement,0.42857142857142855,0.42857142857142855,0.0,49,8,1000,21.0,0.7832167832167832,True,True
12,bonferroni,Stim48hr,score_spearman,0.01726221720740294,0.01726221720740294,0.0,49,8,988,21.0,0.660262891809909,True,True
13,primary,overall,direction_agreement,0.5643044619422573,0.5858823529411765,-0.02157789099891927,381,18,1000,201.0,0.23476523476523475,True,True
13,primary,overall,score_spearman,0.1949670984301296,0.20242085916217342,-0.007453760732043818,381,18,1000,201.0,0.16483516483516483,True,True
13,primary,Rest,direction_agreement,0.7357142857142858,0.7423312883435583,-0.0066170026292725614,140,16,1000,45.0,0.08391608391608392,True,True
13,primary,Rest,score_spearman,0.49560558587901987,0.4642587211814317,0.031346864697588184,140,16,1000,45.0,0.06893106893106893,True,True
13,primary,Stim8hr,direction_agreement,0.49193548387096775,0.5147058823529411,-0.022770398481973375,124,14,1000,61.0,0.4515484515484515,True,True
13,primary,Stim8hr,score_spearman,-0.028719012082941926,0.019920285026256597,-0.04863929710919852,124,14,1000,61.0,0.6213786213786214,True,True
