stratum_key,distinct_targets,state_availability,permutable
"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:low|Rest:response_degree:low|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:high",6,"Rest,Stim8hr,Stim48hr",True
"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:low|Rest:response_degree:low|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",20,"Rest,Stim8hr,Stim48hr",True
"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:low|Rest:response_degree:low|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:low|Stim48hr:response_degree:high",2,"Rest,Stim8hr,Stim48hr",False
"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:low|Rest:response_degree:low|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:low|Stim48hr:response_degree:low",7,"Rest,Stim8hr,Stim48hr",True
"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:low|Rest:response_degree:low|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:low|Stim48hr:response_degree:high",6,"Rest,Stim8hr,Stim48hr",True
"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:low|Rest:response_degree:low|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:low|Stim48hr:response_degree:low",6,"Rest,Stim8hr,Stim48hr",True
"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:low|Rest:response_degree:low|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:high",1,"Rest,Stim8hr,Stim48hr",False
"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:low|Rest:response_degree:low|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",2,"Rest,Stim8hr,Stim48hr",False
"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:low|Rest:response_degree:low|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:low|Stim48hr:response_degree:high",37,"Rest,Stim8hr,Stim48hr",True
"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:low|Rest:response_degree:low|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:low|Stim48hr:response_degree:low",42,"Rest,Stim8hr,Stim48hr",True
"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:low|Rest:response_degree:low|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:low|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:high|Stim48hr:response_degree:high",1,"Rest,Stim8hr,Stim48hr",False
"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:low|Rest:response_degree:low|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:low|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",3,"Rest,Stim8hr,Stim48hr",False
"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:low|Rest:response_degree:low|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:low|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:low|Stim48hr:response_degree:high",5,"Rest,Stim8hr,Stim48hr",True
"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:low|Rest:response_degree:low|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:low|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:low|Stim48hr:response_degree:low",20,"Rest,Stim8hr,Stim48hr",True
"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:low|Rest:response_degree:low|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:high",5,"Rest,Stim8hr,Stim48hr",True
"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:low|Rest:response_degree:low|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",19,"Rest,Stim8hr,Stim48hr",True
"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:low|Rest:response_degree:low|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:low|Stim48hr:response_degree:high",56,"Rest,Stim8hr,Stim48hr",True
"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:low|Rest:response_degree:low|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:low|Stim48hr:response_degree:low",212,"Rest,Stim8hr,Stim48hr",True
states=Stim48hr|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:high|Stim48hr:response_degree:high,9,Stim48hr,True
states=Stim48hr|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low,17,Stim48hr,True
states=Stim48hr|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:low|Stim48hr:response_degree:high,31,Stim48hr,True
states=Stim48hr|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:low|Stim48hr:response_degree:low,41,Stim48hr,True
states=Stim48hr|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:high,36,Stim48hr,True
states=Stim48hr|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low,81,Stim48hr,True
states=Stim48hr|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:low|Stim48hr:response_degree:high,71,Stim48hr,True
states=Stim48hr|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:low|Stim48hr:response_degree:low,71,Stim48hr,True
states=Stim8hr|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:high|Stim8hr:response_degree:high,14,Stim8hr,True
states=Stim8hr|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low,7,Stim8hr,True
states=Stim8hr|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high,28,Stim8hr,True
states=Stim8hr|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:low|Stim8hr:response_degree:low,25,Stim8hr,True
states=Stim8hr|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:high|Stim8hr:response_degree:high,24,Stim8hr,True
states=Stim8hr|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low,46,Stim8hr,True
states=Stim8hr|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high,32,Stim8hr,True
states=Stim8hr|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:low,46,Stim8hr,True
"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:high|Stim8hr:response_degree:high|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:high|Stim48hr:response_degree:high",12,"Stim8hr,Stim48hr",True
"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:high|Stim8hr:response_degree:high|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",1,"Stim8hr,Stim48hr",False
"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:high|Stim8hr:response_degree:high|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:low|Stim48hr:response_degree:high",1,"Stim8hr,Stim48hr",False
"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:high|Stim8hr:response_degree:high|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:high",3,"Stim8hr,Stim48hr",False
"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:high|Stim8hr:response_degree:high|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",1,"Stim8hr,Stim48hr",False
"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:high|Stim48hr:response_degree:high",6,"Stim8hr,Stim48hr",True
"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",10,"Stim8hr,Stim48hr",True
"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:low|Stim48hr:response_degree:low",1,"Stim8hr,Stim48hr",False
"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",1,"Stim8hr,Stim48hr",False
"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:low|Stim48hr:response_degree:low",1,"Stim8hr,Stim48hr",False
"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:high|Stim48hr:response_degree:high",1,"Stim8hr,Stim48hr",False
"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:low|Stim48hr:response_degree:high",38,"Stim8hr,Stim48hr",True
"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:low|Stim48hr:response_degree:low",11,"Stim8hr,Stim48hr",True
"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:high",1,"Stim8hr,Stim48hr",False
"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",1,"Stim8hr,Stim48hr",False
"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:low|Stim48hr:response_degree:high",7,"Stim8hr,Stim48hr",True
"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:low|Stim48hr:response_degree:low",2,"Stim8hr,Stim48hr",False
"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:low|Stim8hr:response_degree:low|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",1,"Stim8hr,Stim48hr",False
"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:low|Stim8hr:response_degree:low|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:low|Stim48hr:response_degree:high",16,"Stim8hr,Stim48hr",True
"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:low|Stim8hr:response_degree:low|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:low|Stim48hr:response_degree:low",33,"Stim8hr,Stim48hr",True
"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:low|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",1,"Stim8hr,Stim48hr",False
"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:low|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:low|Stim48hr:response_degree:high",1,"Stim8hr,Stim48hr",False
"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:low|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:low|Stim48hr:response_degree:low",8,"Stim8hr,Stim48hr",True
"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:high|Stim8hr:response_degree:high|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:high|Stim48hr:response_degree:high",2,"Stim8hr,Stim48hr",False
"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:high|Stim8hr:response_degree:high|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:low|Stim48hr:response_degree:low",1,"Stim8hr,Stim48hr",False
"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:high|Stim8hr:response_degree:high|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:high",18,"Stim8hr,Stim48hr",True
"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:high|Stim8hr:response_degree:high|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",8,"Stim8hr,Stim48hr",True
"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:high|Stim8hr:response_degree:high|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:low|Stim48hr:response_degree:high",1,"Stim8hr,Stim48hr",False
"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:high|Stim8hr:response_degree:high|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:low|Stim48hr:response_degree:low",2,"Stim8hr,Stim48hr",False
"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:high|Stim48hr:response_degree:high",2,"Stim8hr,Stim48hr",False
"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",1,"Stim8hr,Stim48hr",False
"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:high",5,"Stim8hr,Stim48hr",True
"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",45,"Stim8hr,Stim48hr",True
"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:low|Stim48hr:response_degree:low",4,"Stim8hr,Stim48hr",False
"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:low|Stim48hr:response_degree:high",7,"Stim8hr,Stim48hr",True
"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:low|Stim48hr:response_degree:low",2,"Stim8hr,Stim48hr",False
"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:high",1,"Stim8hr,Stim48hr",False
"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",1,"Stim8hr,Stim48hr",False
"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:low|Stim48hr:response_degree:high",37,"Stim8hr,Stim48hr",True
"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:low|Stim48hr:response_degree:low",14,"Stim8hr,Stim48hr",True
"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:low|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",1,"Stim8hr,Stim48hr",False
"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:low|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:low|Stim48hr:response_degree:high",3,"Stim8hr,Stim48hr",False
"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:low|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:low|Stim48hr:response_degree:low",6,"Stim8hr,Stim48hr",True
"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:high",1,"Stim8hr,Stim48hr",False
"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",5,"Stim8hr,Stim48hr",True
"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:low|Stim48hr:response_degree:high",25,"Stim8hr,Stim48hr",True
"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:low|Stim48hr:response_degree:low",84,"Stim8hr,Stim48hr",True
