state	model	target	target_position	score	log_normalizer	true_probability	information_nats	inverse_temperature
Stim8hr	frozen_module_decoder	GPR15	1466	0.5787493493890189	8.533853531358146	0.0011164452967400494	1.59152703815763	3.0
Stim8hr	frozen_module_decoder	IFI44L	1649	-0.14856764748137655	8.602074021457138	0.00011765229171368557	-0.6586444425525482	3.0
Stim8hr	frozen_module_decoder	KMT5B	1832	0.9350478221157501	8.610977193646516	0.0030099442340120732	2.583298794049453	3.0
Stim8hr	frozen_module_decoder	MARCHF8	2015	0.16499418570676724	8.564019785009183	0.00031308456509620376	0.320095293459838	3.0
Stim8hr	frozen_module_decoder	MYO1C	2199	0.9786486674651688	8.651047256935115	0.0032958167883471146	2.67403126680911	3.0
Stim8hr	frozen_module_decoder	NUDT16L1	2382	0.0	8.389132521348719	0.00022732439190725184	0.0	3.0
Stim8hr	frozen_module_decoder	PHF3	2565	0.6568279613048639	8.513275014001565	0.0014404623650562292	1.8463413912617455	3.0
Stim8hr	frozen_module_decoder	PRKCI	2748	0.0	8.389132521348719	0.00022732439190725184	0.0	3.0
Stim8hr	frozen_module_decoder	RDH10	2932	-0.19872533541076995	8.545170262097031	0.00010714298916006954	-0.7522137469806225	3.0
Stim8hr	frozen_module_decoder	SEC23IP	3115	0.0	8.389132521348719	0.00022732439190725184	0.0	3.0
Stim8hr	frozen_module_decoder	SLC66A2	3298	0.0	8.389132521348719	0.00022732439190725184	0.0	3.0
Stim8hr	frozen_module_decoder	STX2	3481	0.0	8.389132521348719	0.00022732439190725184	0.0	3.0
Stim8hr	frozen_module_decoder	TMEM141	3665	0.0	8.389132521348719	0.00022732439190725184	0.0	3.0
Stim8hr	frozen_module_decoder	TSPYL1	3848	0.4471103337436922	8.507474424910553	0.000772295411555039	1.2229890976692426	3.0
Stim8hr	frozen_module_decoder	VKORC1	4031	-0.06034126984605928	8.543532358077554	0.00016254491935135867	-0.3354236462670137	3.0
Stim8hr	frozen_module_decoder	ZNF148	4214	0.8460653587954469	8.62788890883968	0.002266104881796631	2.2994396888953794	3.0
Stim8hr	frozen_module_decoder	ZYX	4398	0.0	8.389132521348719	0.00022732439190725184	0.0	3.0
Stim48hr	nearest_centroid	AACS	0	-0.15541742229677893	8.389132521348719	0.00022732439190725184	0.0	0.0
Stim48hr	nearest_centroid	AP1S3	183	-0.06797752674551548	8.389132521348719	0.00022732439190725184	0.0	0.0
Stim48hr	nearest_centroid	BATF3	366	-2.098479479971177	8.389132521348719	0.00022732439190725184	0.0	0.0
Stim48hr	nearest_centroid	CCDC127	549	-3.9960595836304944	8.389132521348719	0.00022732439190725184	0.0	0.0
Stim48hr	nearest_centroid	CKAP4	733	-15.690321938220437	8.389132521348719	0.00022732439190725184	0.0	0.0
Stim48hr	nearest_centroid	DAPK3	916	-0.0	8.389132521348719	0.00022732439190725184	0.0	0.0
Stim48hr	nearest_centroid	EEF2K	1099	-5.434066151961132	8.389132521348719	0.00022732439190725184	0.0	0.0
Stim48hr	nearest_centroid	FDXR	1282	-0.5401701396423746	8.389132521348719	0.00022732439190725184	0.0	0.0
Stim48hr	nearest_centroid	GPR15	1466	-12.42160876547121	8.389132521348719	0.00022732439190725184	0.0	0.0
Stim48hr	nearest_centroid	IFI44L	1649	-1.9124834187801714	8.389132521348719	0.00022732439190725184	0.0	0.0
Stim48hr	nearest_centroid	KMT5B	1832	-16.811029640594107	8.389132521348719	0.00022732439190725184	0.0	0.0
Stim48hr	nearest_centroid	MARCHF8	2015	-6.7801641391656835	8.389132521348719	0.00022732439190725184	0.0	0.0
Stim48hr	nearest_centroid	MYO1C	2199	-4.343080129140838	8.389132521348719	0.00022732439190725184	0.0	0.0
Stim48hr	nearest_centroid	NUDT16L1	2382	-3.730959214429039	8.389132521348719	0.00022732439190725184	0.0	0.0
Stim48hr	nearest_centroid	PHF3	2565	-2.411707605724242	8.389132521348719	0.00022732439190725184	0.0	0.0
Stim48hr	nearest_centroid	PRKCI	2748	-0.0683652321100502	8.389132521348719	0.00022732439190725184	0.0	0.0
Stim48hr	nearest_centroid	RDH10	2932	-0.7807454912880999	8.389132521348719	0.00022732439190725184	0.0	0.0
Stim48hr	nearest_centroid	SEC23IP	3115	-0.17759960648943318	8.389132521348719	0.00022732439190725184	0.0	0.0
Stim48hr	nearest_centroid	SLC66A2	3298	-0.0	8.389132521348719	0.00022732439190725184	0.0	0.0
Stim48hr	nearest_centroid	STX2	3481	-1.1527580323873237	8.389132521348719	0.00022732439190725184	0.0	0.0
Stim48hr	nearest_centroid	TMEM141	3665	-0.0	8.389132521348719	0.00022732439190725184	0.0	0.0
Stim48hr	nearest_centroid	TSPYL1	3848	-5.028198628341291	8.389132521348719	0.00022732439190725184	0.0	0.0
Stim48hr	nearest_centroid	VKORC1	4031	-0.1963177336776093	8.389132521348719	0.00022732439190725184	0.0	0.0
Stim48hr	nearest_centroid	ZNF148	4214	-28.68967962350678	8.389132521348719	0.00022732439190725184	0.0	0.0
Stim48hr	nearest_centroid	ZYX	4398	-0.0	8.389132521348719	0.00022732439190725184	0.0	0.0
Stim48hr	RNA_fingerprint_cosine	AACS	0	3.4388902142866085e-06	8.43765236701358	0.00021656539989277487	-0.04848545676271776	10.0
Stim48hr	RNA_fingerprint_cosine	AP1S3	183	0.0	8.393062594089193	0.00022643274378003205	-0.0039300727404736335	10.0
Stim48hr	RNA_fingerprint_cosine	BATF3	366	0.0028991448019073086	10.928549227272356	1.846639841490598e-05	-2.510425257904563	10.0
