state	model	targets	classes	information_nats	ci_low	ci_high	mean_log_loss	fractional_top1_accuracy	chance_accuracy	inverse_temperature	p_value	null_mean	permuteable_targets	scope	q_value	conditional_support
Rest	nearest_centroid	4399	4399	0.0	0.0	0.0	8.389132521348719	0.00022732439190725157	0.00022732439190725165	0.0	1.0	0.0	4399	conditional_not_confirmatory	1.0	False
Rest	RNA_fingerprint_cosine	4399	4399	0.8612644291931831	0.7905442253929766	0.9345462439433203	7.527868092155536	0.12369228659244459	0.00022732439190725165	10.0	0.000999000999000999	-0.3478162097173239	4399	conditional_not_confirmatory	0.0014985014985014987	True
Rest	frozen_module_decoder	4399	4399	0.30658863765419014	0.2817736063405778	0.3314528459515985	8.082543883694527	0.049047796683121744	0.00022732439190725165	3.0	0.000999000999000999	-0.0934738247926594	4399	conditional_not_confirmatory	0.0014985014985014987	True
Stim8hr	nearest_centroid	4399	4399	0.0	0.0	0.0	8.389132521348719	0.00022732439190725157	0.00022732439190725165	0.0	1.0	0.0	4399	conditional_not_confirmatory	1.0	False
Stim8hr	RNA_fingerprint_cosine	4399	4399	0.9463022999851045	0.8703410355506725	1.0194507586465384	7.442830221363614	0.14207247825772332	0.00022732439190725165	10.0	0.000999000999000999	-0.4169259277511535	4399	conditional_not_confirmatory	0.0014985014985014987	True
Stim8hr	frozen_module_decoder	4399	4399	0.3263107313474772	0.30064232320350887	0.35362584415647685	8.06282179000124	0.057575846756660394	0.00022732439190725165	3.0	0.000999000999000999	-0.09853807389613513	4399	conditional_not_confirmatory	0.0014985014985014987	True
Stim48hr	nearest_centroid	4399	4399	0.0	0.0	0.0	8.389132521348719	0.00022732439190725157	0.00022732439190725165	0.0	1.0	0.0	4399	conditional_not_confirmatory	1.0	False
Stim48hr	RNA_fingerprint_cosine	4399	4399	0.8532114341434477	0.777574622700719	0.9207476892365938	7.535921087205272	0.1320379830688545	0.00022732439190725165	10.0	0.000999000999000999	-0.41939905590182797	4399	conditional_not_confirmatory	0.0014985014985014987	True
Stim48hr	frozen_module_decoder	4399	4399	0.3046706936264113	0.2778610733735935	0.3304315796092336	8.084461827722308	0.054164120528402006	0.00022732439190725165	3.0	0.000999000999000999	-0.09793854242926398	4399	conditional_not_confirmatory	0.0014985014985014987	True
