analysis,target,leave_one_target_coefficient,change
paired_cis_count,CCNT2,0.9134318462869331,-8.781608048202827e-05
paired_cis_count,CCNY,0.9134863597658988,-3.330260151634956e-05
paired_cis_count,CCPG1,0.9135418799241738,2.2217556758685753e-05
paired_cis_count,CCR1,0.9135224185860514,2.756218636323915e-06
paired_cis_count,CCR2,0.9134226461740943,-9.701619332080913e-05
paired_cis_count,CCR4,0.914198096720771,0.0006784343533559056
paired_cis_count,CCR5,0.9135969748080953,7.731244068021059e-05
paired_cis_count,CCR7,0.9135429522275014,2.3289860086261882e-05
paired_cis_count,CCSER2,0.9137312280878209,0.00021156572040581523
paired_cis_count,CD109,0.9134765932536894,-4.3069113725757724e-05
paired_cis_count,CD151,0.9135793327353133,5.967036789822355e-05
paired_cis_count,CD164,0.9135306145400296,1.0952172614486777e-05
paired_cis_count,CD2,0.9135680483816533,4.8386014238177566e-05
paired_cis_count,CD200,0.9135572508619726,3.7588494557483365e-05
paired_cis_count,CD200R1,0.9134838530272309,-3.580934018421189e-05
paired_cis_count,CD22,0.9135222924570895,2.6300896743824964e-06
paired_cis_count,CD226,0.9144636419607959,0.0009439795933807726
paired_cis_count,CD247,0.9120085036677396,-0.0015111586996755522
paired_cis_count,CD27,0.9135044322325343,-1.5230134880805934e-05
paired_cis_count,CD274,0.9181049377777099,0.004585275410294742
paired_cis_count,CD28,0.9134995975687248,-2.0064798690322405e-05
paired_cis_count,CD2AP,0.9135547508595395,3.508849212441323e-05
paired_cis_count,CD300A,0.9135077198471913,-1.1942520223851005e-05
paired_cis_count,CD320,0.9135436983332477,2.4035965832558404e-05
paired_cis_count,CD37,0.9136360580461089,0.00011639567869381473
paired_cis_count,CD38,0.9135846850597188,6.502269230368452e-05
paired_cis_count,CD4,0.9134998849752635,-1.9777392151643092e-05
paired_cis_count,CD44,0.9143543827039504,0.0008347203365353106
paired_cis_count,CD46,0.9134408643164413,-7.87980509737718e-05
paired_cis_count,CD47,0.9139438463838306,0.0004241840164155297
paired_cis_count,CD48,0.9140690964152144,0.0005494340477992798
paired_cis_count,CD5,0.9135517078980102,3.2045530595103955e-05
paired_cis_count,CD52,0.913521005265054,1.342897638867413e-06
paired_cis_count,CD55,0.9135054961670397,-1.4166200375420601e-05
paired_cis_count,CD58,0.913528557794357,8.895426941935014e-06
paired_cis_count,CD6,0.9135164457214403,-3.2166459748017573e-06
paired_cis_count,CD68,0.9136845530382621,0.0001648906708470177
paired_cis_count,CD69,0.9135511362811766,3.147391376145947e-05
paired_cis_count,CD7,0.9135116857255321,-7.976641883011837e-06
paired_cis_count,CD70,0.9135190212546591,-6.41112755994655e-07
paired_cis_count,CD72,0.9136007257556342,8.106338821911585e-05
paired_cis_count,CD74,0.9134832142777989,-3.644808961622559e-05
paired_cis_count,CD79B,0.9135021941654424,-1.7468201972681285e-05
paired_cis_count,CD80,0.913495239225694,-2.442314172113047e-05
paired_cis_count,CD81,0.9135234151525998,3.7527851847185545e-06
paired_cis_count,CD83,0.9135914638913522,7.180152393704287e-05
paired_cis_count,CD86,0.9136059924977753,8.633013036019044e-05
paired_cis_count,CD9,0.9129558554657877,-0.0005638069016273839
paired_cis_count,CD96,0.9135372726303416,1.761026292645962e-05
paired_cis_count,CD99,0.9134498392923553,-6.98230750597606e-05
paired_cis_count,CDADC1,0.9136025234875529,8.286112013777824e-05
paired_cis_count,CDC14A,0.9131668419078878,-0.00035282045952733654
paired_cis_count,CDC25A,0.9135454947845991,2.5832417184012968e-05
paired_cis_count,CDC25B,0.9084372957961822,-0.005082366571232955
paired_cis_count,CDC25C,0.9136296263944294,0.00010996402701424213
paired_cis_count,CDC34,0.9135515054143459,3.184304693082396e-05
paired_cis_count,CDC37L1,0.9135290407297512,9.37836233605438e-06
paired_cis_count,CDC42BPA,0.913373107874331,-0.00014655449308409452
paired_cis_count,CDC42SE1,0.9135732233711866,5.35610037715184e-05
paired_cis_count,CDC42SE2,0.9135354059225603,1.574355514522008e-05
paired_cis_count,CDCA2,0.9125109294009344,-0.001008732966480741
paired_cis_count,CDCA3,0.9131603695732898,-0.0003592927941252766
paired_cis_count,CDCA7,0.9135113970441864,-8.26532322872886e-06
paired_cis_count,CDCA7L,0.9134870776242863,-3.258474312883841e-05
paired_cis_count,CDIP1,0.9135031282713183,-1.653409609680967e-05
paired_cis_count,CDIPT,0.9122662628973861,-0.001253399470029004
paired_cis_count,CDK13,0.9131685730044593,-0.0003510893629558032
paired_cis_count,CDK17,0.9135514266990896,3.176433167451087e-05
paired_cis_count,CDK19,0.9136986769784576,0.00017901461104252725
paired_cis_count,CDK2,0.9135945096136504,7.484724623529893e-05
paired_cis_count,CDK2AP2,0.9136317007990971,0.00011203843168194894
paired_cis_count,CDK4,0.9135152307234341,-4.431643981006594e-06
paired_cis_count,CDK5RAP1,0.9142711243921295,0.0007514620247144332
paired_cis_count,CDK5RAP2,0.9135478027501298,2.8140382714703094e-05
paired_cis_count,CDK5RAP3,0.9134450454118588,-7.461695555632808e-05
paired_cis_count,CDK6,0.9134922533137569,-2.740905365816726e-05
paired_cis_count,CDK8,0.9141199417323755,0.0006002793649604321
paired_cis_count,CDKAL1,0.9133444007336684,-0.0001752616337467039
paired_cis_count,CDKL1,0.9135415095584137,2.1847190998625088e-05
paired_cis_count,CDKN1B,0.9136527675292435,0.00013310516182840626
paired_cis_count,CDKN2A,0.913507507232859,-1.2155134556102176e-05
paired_cis_count,CDKN2AIP,0.9121907065553886,-0.0013289558120265221
paired_cis_count,CDKN2AIPNL,0.9135139153025267,-5.747064888428355e-06
paired_cis_count,CDKN2C,0.9133618862281911,-0.00015777613922396405
paired_cis_count,CDKN3,0.9134999965052348,-1.9665862180273663e-05
paired_cis_count,CDPF1,0.9135682723316959,4.860996428079911e-05
paired_cis_count,CDR2,0.9135135430735761,-6.1192938389798e-06
paired_cis_count,CDRT4,0.9137331638791365,0.0002135015117213923
paired_cis_count,CDV3,0.9134989789425395,-2.0683424875600487e-05
paired_cis_count,CDYL2,0.9134997542826824,-1.9908084732733755e-05
paired_cis_count,CEACAM1,0.9128076592524441,-0.0007120031149709938
paired_cis_count,CEACAM21,0.9133584008454034,-0.00016126152201167976
paired_cis_count,CEBPB,0.914666449686434,0.0011467873190188493
paired_cis_count,CELF1,0.9134074374633747,-0.0001122249040403922
paired_cis_count,CELF2,0.9134863094457386,-3.335292167649939e-05
paired_cis_count,CELSR3,0.913808974203232,0.00028931183581693
paired_cis_count,CEMIP2,0.9135385860881993,1.8923720784158604e-05
paired_cis_count,CENPB,0.9135241112999938,4.448932578671183e-06
paired_cis_count,CENPF,0.913593538492054,7.387612463893856e-05
paired_cis_count,CENPO,0.9129704502106487,-0.0005492121567663988
paired_cis_count,CENPV,0.9147161802443368,0.0011965178769216545
paired_cis_count,CEP104,0.9132703375126922,-0.0002493248547229543
paired_cis_count,CEP128,0.9135586657697409,3.900340232576571e-05
paired_cis_count,CEP131,0.9135332992587094,1.363689129429968e-05
paired_cis_count,CEP162,0.9137048211696993,0.00018515880228420212
paired_cis_count,CEP164,0.9134971559516094,-2.2506415805700897e-05
paired_cis_count,CEP170,0.9135287312966306,9.068929215483301e-06
paired_cis_count,CEP170B,0.9136490606656542,0.00012939829823910287
paired_cis_count,CEP19,0.9133442932913667,-0.0001753690760484261
paired_cis_count,CEP250,0.9147864376572732,0.0012667752898580797
paired_cis_count,CEP290,0.9134479264299351,-7.173593747999973e-05
paired_cis_count,CEP41,0.9135899183702414,7.025600282628552e-05
paired_cis_count,CEP44,0.9135911651912687,7.150282385359752e-05
paired_cis_count,CEP57L1,0.9135603497820203,4.068741460516723e-05
paired_cis_count,CEP68,0.9134893807343346,-3.0281633080497805e-05
paired_cis_count,CEP70,0.9135190210348386,-6.413325764897948e-07
paired_cis_count,CEP72,0.9134235480202558,-9.61143471592818e-05
paired_cis_count,CEP78,0.9135258701699348,6.207802519697658e-06
paired_cis_count,CEP83,0.9128558545885772,-0.0006638077788378993
paired_cis_count,CEP85L,0.9135188138273743,-8.485400407876043e-07
paired_cis_count,CEP89,0.9138228537383845,0.0003031913709693468
paired_cis_count,CEP97,0.9135512646055395,3.1602238124373017e-05
paired_cis_count,CERS2,0.9135968986056237,7.723623820854453e-05
paired_cis_count,CES2,0.9138332004129938,0.00031353804557865406
paired_cis_count,CES4A,0.9136398736950767,0.00012021132766160125
paired_cis_count,CETN2,0.913520139365642,4.76998226917047e-07
paired_cis_count,CETN3,0.9135233057739979,3.643406582765074e-06
paired_cis_count,CFAP36,0.9136608949240584,0.00014123255664333367
paired_cis_count,CFAP410,0.9135946459946467,7.498362723157292e-05
paired_cis_count,CFL2,0.9135517237090047,3.20613415896176e-05
paired_cis_count,CFP,0.9135546163117364,3.495394432129206e-05
paired_cis_count,CGAS,0.913511139202325,-8.523165090146279e-06
paired_cis_count,CGREF1,0.9134544004930234,-6.526187439170883e-05
paired_cis_count,CGRRF1,0.9135383799531405,1.8717585725358532e-05
paired_cis_count,CHAC1,0.9135217592845025,2.096917087412997e-06
paired_cis_count,CHAMP1,0.9135022648608261,-1.739750658902306e-05
paired_cis_count,CHCHD1,0.9133801384122423,-0.00013952395517280447
paired_cis_count,CHCHD5,0.9135183681057634,-1.2942616517408467e-06
paired_cis_count,CHCHD6,0.9134812335821542,-3.842878526094662e-05
paired_cis_count,CHCHD7,0.9135543062033847,3.464383596962772e-05
paired_cis_count,CHD3,0.9135169173631775,-2.7450042375809502e-06
paired_cis_count,CHD4,0.9131888521118836,-0.00033081025553149956
paired_cis_count,CHD6,0.9134998058571819,-1.9856510233173807e-05
paired_cis_count,CHD7,0.9154238315341326,0.0019041691667175398
paired_cis_count,CHD8,0.9129684853299275,-0.0005511770374876379
paired_cis_count,CHDH,0.9135255363777219,5.8740103068277705e-06
paired_cis_count,CHFR,0.9135115236348071,-8.13873260796516e-06
paired_cis_count,CHI3L2,0.9135179916547866,-1.6707126284654095e-06
paired_cis_count,CHIC1,0.913969527023261,0.0004498646558458441
paired_cis_count,CHIC2,0.9136093960484334,8.973368101827806e-05
paired_cis_count,CHID1,0.9117386311575087,-0.0017810312099063585
paired_cis_count,CHKA,0.9132714098209825,-0.0002482525464325702
paired_cis_count,CHKB,0.913523786042922,4.123675506839675e-06
paired_cis_count,CHM,0.9134355615420306,-8.410082538445884e-05
paired_cis_count,CHMP1A,0.9184018063742524,0.004882144006837286
paired_cis_count,CHMP1B,0.9134769966307043,-4.266573671085627e-05
paired_cis_count,CHMP2B,0.9134215055336106,-9.815683380454132e-05
paired_cis_count,CHMP4A,0.9149101633089921,0.0013905009415769998
paired_cis_count,CHMP4B,0.9119350728519321,-0.0015845895154830147
paired_cis_count,CHP1,0.9135551538789609,3.549151154580432e-05
paired_cis_count,CHPF,0.9135168517935967,-2.8105738184569518e-06
paired_cis_count,CHPF2,0.9133498634596008,-0.0001697989078143225
paired_cis_count,CHRAC1,0.9135803348819334,6.067251451824518e-05
paired_cis_count,CHRNA5,0.9135613424171919,4.168004977678219e-05
paired_cis_count,CHST10,0.9136101644288094,9.050206139427086e-05
paired_cis_count,CHST11,0.9138378755722139,0.00031821320479874515
paired_cis_count,CHST12,0.9140167662552487,0.0004971038878336387
paired_cis_count,CHST2,0.9146565532873195,0.001136890919904432
paired_cis_count,CHST7,0.9135107036992767,-8.95866813843682e-06
paired_cis_count,CHSY1,0.9134664694054554,-5.319296195971379e-05
paired_cis_count,CIB1,0.9139333737452547,0.00041371137783963174
paired_cis_count,CIC,0.9134388589624094,-8.080340500571381e-05
paired_cis_count,CIITA,0.91353121763652,1.1555269104901456e-05
paired_cis_count,CIPC,0.9135220278855597,2.3655181445869644e-06
paired_cis_count,CIRBP,0.913501883284078,-1.7779083337110535e-05
paired_cis_count,CISD1,0.9136062518637009,8.658949628581603e-05
paired_cis_count,CISD2,0.9134537176058124,-6.594476160270979e-05
paired_cis_count,CISD3,0.9135415757713552,2.1913403940088116e-05
paired_cis_count,CITED2,0.9132987349332893,-0.00022092743412582827
paired_cis_count,CITED4,0.9136736249178149,0.0001539625503997888
paired_cis_count,CIZ1,0.9135196171374692,-4.52299458997274e-08
paired_cis_count,CKAP2L,0.9135083415342008,-1.132083321431221e-05
paired_cis_count,CKAP4,0.9134128961501679,-0.0001067662172472561
paired_cis_count,CKS2,0.9135336865743596,1.4024206944518447e-05
paired_cis_count,CLASP2,0.9136574375773737,0.0001377752099586127
paired_cis_count,CLCC1,0.914123817049281,0.0006041546818659205
paired_cis_count,CLCN3,0.91358820027107,6.85379036549083e-05
paired_cis_count,CLCN5,0.913789794052766,0.0002701316853508384
paired_cis_count,CLCN7,0.9141460818835357,0.0006264195161206354
paired_cis_count,CLDN15,0.9138686875922131,0.00034902522479796083
paired_cis_count,CLDN5,0.9130977571749277,-0.0004219051924874151
paired_cis_count,CLDND1,0.9134215682594434,-9.809410797168017e-05
paired_cis_count,CLDND2,0.9136494726246898,0.000129810257274654
paired_cis_count,CLEC16A,0.9135454883251544,2.582595773925611e-05
paired_cis_count,CLIC4,0.9135054080943351,-1.4254273079994384e-05
paired_cis_count,CLIC5,0.913444393051781,-7.526931563406336e-05
paired_cis_count,CLINT1,0.9134680484223405,-5.161394507458006e-05
paired_cis_count,CLIP1,0.9135845060475264,6.484368011128172e-05
paired_cis_count,CLIP4,0.9140846382867687,0.0005649759193535608
paired_cis_count,CLK1,0.9135379802501674,1.8317882752305614e-05
paired_cis_count,CLK2,0.913495896225824,-2.376614159116386e-05
paired_cis_count,CLK4,0.9135825862774822,6.292391006712528e-05
paired_cis_count,CLN3,0.9135276314357463,7.969068331226126e-06
paired_cis_count,CLN5,0.91369508692718,0.0001754245597649362
paired_cis_count,CLN8,0.9136226480263405,0.00010298565892541411
paired_cis_count,CLOCK,0.9135718853631204,5.222299570528666e-05
paired_cis_count,CLPB,0.9129091719441264,-0.0006104904232887565
paired_cis_count,CLPP,0.9135209710769684,1.308709553282661e-06
paired_cis_count,CLPTM1,0.9136873826215196,0.00016772025410449753
paired_cis_count,CLPTM1L,0.9135179312437273,-1.7311236878425618e-06
paired_cis_count,CLPX,0.9134899299320814,-2.9732435333662544e-05
paired_cis_count,CLSTN1,0.9135408569060819,2.1194538666780005e-05
paired_cis_count,CLSTN3,0.9138953859674551,0.00037572360004001215
paired_cis_count,CLTA,0.9134757007676338,-4.396159978126146e-05
paired_cis_count,CLU,0.9136610494246706,0.00014138705725552647
paired_cis_count,CLUAP1,0.9136568331238489,0.00013717075643382426
paired_cis_count,CLUH,0.9135734548942357,5.379252682058411e-05
paired_cis_count,CLYBL,0.9134319031572552,-8.775921015991006e-05
paired_cis_count,CMC1,0.913551487409564,3.182504214893633e-05
paired_cis_count,CMPK2,0.9133320478687854,-0.0001876144986296957
paired_cis_count,CMSS1,0.9132589517837049,-0.00026071058371024414
paired_cis_count,CMTM6,0.9135355767645048,1.5914397089700216e-05
paired_cis_count,CMTM8,0.9135186185618671,-1.0438055479955466e-06
paired_cis_count,CNBP,0.9123680599276173,-0.0011516024397978386
paired_cis_count,CNDP2,0.9134619955419605,-5.766682545460533e-05
paired_cis_count,CNEP1R1,0.913563356393434,4.3694026018892274e-05
paired_cis_count,CNIH1,0.9136226327329299,0.00010297036551476513
paired_cis_count,CNIH4,0.9132758048721584,-0.000243857495256683
paired_cis_count,CNKSR2,0.9133542296392515,-0.00016543272816360588
paired_cis_count,CNN2,0.9135623842215417,4.272185412657059e-05
paired_cis_count,CNNM2,0.9134978020156298,-2.1860351785307763e-05
paired_cis_count,CNNM3,0.9133155384348219,-0.00020412393259316985
paired_cis_count,CNNM4,0.9132977977081794,-0.0002218646592356821
paired_cis_count,CNOT10,0.9109552549618566,-0.002564407405558522
paired_cis_count,CNOT4,0.913493047164819,-2.661520259605865e-05
paired_cis_count,CNOT6,0.9134682662165455,-5.139615086957594e-05
paired_cis_count,CNOT6L,0.9137432824750741,0.00022362010765897278
paired_cis_count,CNPPD1,0.913111082117524,-0.00040858024989109953
paired_cis_count,CNPY2,0.9134684058256838,-5.125654173132599e-05
paired_cis_count,CNPY3,0.9136243691373631,0.00010470676994800421
paired_cis_count,CNPY4,0.9137386864915115,0.0002190241240963564
paired_cis_count,CNTRL,0.913822398094798,0.0003027357273829301
paired_cis_count,COA4,0.9135050298141323,-1.4632553282822869e-05
paired_cis_count,COA5,0.9134047814985259,-0.00011488086888922222
paired_cis_count,COA6,0.9140144288096644,0.0004947664422493281
paired_cis_count,COA7,0.913558483584592,3.8821217176909784e-05
paired_cis_count,COIL,0.9135543933740433,3.473100662820805e-05
paired_cis_count,COL6A3,0.9136130005707401,9.333820332502185e-05
paired_cis_count,COLGALT1,0.9120052799733118,-0.0015143823941032863
paired_cis_count,COMMD1,0.9135825757255411,6.291335812602661e-05
paired_cis_count,COMMD2,0.9124314583025216,-0.0010882040648935165
paired_cis_count,COMMD6,0.9134804135889188,-3.9248778496259185e-05
paired_cis_count,COMMD7,0.9134508214940406,-6.88408733745538e-05
paired_cis_count,COMMD9,0.9140477145190319,0.0005280521516167758
paired_cis_count,COMT,0.9135405892723854,2.0926904970242077e-05
paired_cis_count,COMTD1,0.9115659484820413,-0.001953713885373798
paired_cis_count,COP1,0.9110759656819946,-0.002443696685420549
paired_cis_count,COPG2,0.9118971524722808,-0.0016225098951343497
paired_cis_count,COPRS,0.9134811614780018,-3.850088941326213e-05
paired_cis_count,COPS7A,0.9135066745582904,-1.298780912473152e-05
paired_cis_count,COPS7B,0.9134966504387679,-2.3011928647176383e-05
paired_cis_count,COPS9,0.9135512712005426,3.16088331274722e-05
paired_cis_count,COQ10A,0.9137913760982436,0.00027171373082846006
paired_cis_count,COQ10B,0.916092966289951,0.0025733039225358523
paired_cis_count,COQ5,0.9134266334037667,-9.302896364837832e-05
paired_cis_count,COQ6,0.9135565562432895,3.689387587435533e-05
paired_cis_count,COQ7,0.9135899752831965,7.031291578141197e-05
paired_cis_count,COQ8A,0.9125784609163042,-0.0009412014511108735
paired_cis_count,COQ8B,0.9135406004273275,2.0938059912434248e-05
paired_cis_count,CORO1A,0.9150681246559942,0.0015484622885790778
paired_cis_count,CORO1B,0.9135218242023049,2.1618348897689543e-06
paired_cis_count,CORO2A,0.913480041353608,-3.962101380705629e-05
paired_cis_count,CORO7,0.9135430789402288,2.34165728136837e-05
paired_cis_count,COX15,0.9135450712998905,2.540893247537923e-05
paired_cis_count,COX17,0.9117897098435498,-0.001729952523865319
paired_cis_count,COX18,0.9134956391519257,-2.402321548944375e-05
paired_cis_count,COX6A1,0.9147621480385202,0.0012424856711050758
paired_cis_count,COX6B1,0.9140919924795099,0.0005723301120947877
paired_cis_count,COX7A2,0.9136493599490975,0.00012969758168235312
paired_cis_count,COX7A2L,0.9135460518603898,2.6389492974732143e-05
paired_cis_count,COX7C,0.9110357611898904,-0.0024839011775247277
paired_cis_count,COX8A,0.9135104909168938,-9.171450521261448e-06
paired_cis_count,CPD,0.9135267115053802,7.049137965120522e-06
paired_cis_count,CPEB2,0.9135760880243821,5.64256569669519e-05
paired_cis_count,CPEB4,0.9125075474994137,-0.0010121148680014569
paired_cis_count,CPNE3,0.9134988300327247,-2.083233469041268e-05
paired_cis_count,CPNE8,0.9135253422197481,5.679852333018154e-06
paired_cis_count,CPOX,0.9134669142591806,-5.2748108234523805e-05
paired_cis_count,CPPED1,0.9135178433101632,-1.8190572519394266e-06
paired_cis_count,CPT2,0.9135268965108408,7.23414342573836e-06
paired_cis_count,CRACR2A,0.913487633371727,-3.20289956881048e-05
paired_cis_count,CRADD,0.9135378725875388,1.8210220123715537e-05
paired_cis_count,CRAT,0.9129286648040353,-0.0005909975633797693
paired_cis_count,CRBN,0.9135923621078798,7.269974046464345e-05
paired_cis_count,CREB1,0.9135930766531207,7.34142857056197e-05
paired_cis_count,CREB3L2,0.9131490227773812,-0.00037063959003391656
paired_cis_count,CREB3L4,0.9135161789678445,-3.4833995705696452e-06
paired_cis_count,CREBBP,0.9133874100524979,-0.0001322523149172028
paired_cis_count,CREBL2,0.9134753085625358,-4.435380487932683e-05
paired_cis_count,CREBRF,0.9134131246433772,-0.00010653772403790285
paired_cis_count,CREBZF,0.9133056244938832,-0.00021403787353191372
paired_cis_count,CREG1,0.913613628656798,9.39662893828519e-05
paired_cis_count,CRELD2,0.9113629977367537,-0.0021566646306614423
paired_cis_count,CREM,0.9129744271885312,-0.0005452351788839405
paired_cis_count,CRIM1,0.9135181528569919,-1.5095104232143441e-06
paired_cis_count,CRIP1,0.9138520734840915,0.0003324111166763677
paired_cis_count,CRKL,0.9134830755396347,-3.6586827780404896e-05
paired_cis_count,CRLF3,0.9129396209957047,-0.0005800413717104158
paired_cis_count,CRLS1,0.9127016643784681,-0.0008179979889469946
paired_cis_count,CRTAP,0.9142199301359164,0.0007002677685012948
paired_cis_count,CRTC1,0.9137498070800582,0.00023014471264304337
paired_cis_count,CRTC2,0.9132750851205422,-0.00024457724687287907
paired_cis_count,CRY1,0.9134550875987839,-6.457476863119815e-05
paired_cis_count,CRY2,0.9134550620831561,-6.460028425903097e-05
paired_cis_count,CRYL1,0.9135223656162674,2.703248852320428e-06
paired_cis_count,CRYZ,0.9134917929126201,-2.7869454795048654e-05
paired_cis_count,CRYZL1,0.9145954603791634,0.0010757980117482857
paired_cis_count,CSAD,0.9147703361737144,0.001250673806299285
paired_cis_count,CSDE1,0.9136053789044851,8.571653707001303e-05
paired_cis_count,CSF1,0.9137790351661935,0.00025937279877841224
paired_cis_count,CSF2,0.9134667611080027,-5.290125941237456e-05
paired_cis_count,CSF2RB,0.9133116461856844,-0.00020801618173071912
paired_cis_count,CSGALNACT1,0.9138571319358834,0.0003374695684682516
paired_cis_count,CSK,0.913986680190659,0.000467017823243876
paired_cis_count,CSKMT,0.913464662683193,-5.499968422206791e-05
paired_cis_count,CSNK1D,0.9134682201360966,-5.144223131847703e-05
paired_cis_count,CSNK1E,0.9142367153943338,0.0007170530269187125
paired_cis_count,CSNK1G1,0.9135444322788255,2.476991141042717e-05
paired_cis_count,CSNK1G2,0.9135875377344559,6.787536704078168e-05
paired_cis_count,CSNK2A1,0.9111297191926769,-0.002389943174738174
paired_cis_count,CSNK2A2,0.9129012677995874,-0.0006183945678277514
paired_cis_count,CSPP1,0.9135844675770934,6.480520967833137e-05
paired_cis_count,CSRNP1,0.9134964779538197,-2.3184413595389586e-05
paired_cis_count,CSRNP2,0.9135055373029339,-1.4125064481174121e-05
paired_cis_count,CSRP1,0.9135392524327812,1.9590065366115184e-05
paired_cis_count,CST7,0.9135075366234805,-1.2125743934610078e-05
paired_cis_count,CSTB,0.9135278591481139,8.196780698743744e-06
paired_cis_count,CSTF2T,0.9134518738658118,-6.778850160327199e-05
paired_cis_count,CTBS,0.9134952022784042,-2.4460089010913677e-05
paired_cis_count,CTDSP1,0.9135609501825283,4.128781511314461e-05
paired_cis_count,CTDSPL2,0.9130268157601138,-0.0004928466073013116
paired_cis_count,CTH,0.9135219623119758,2.2999445606908253e-06
paired_cis_count,CTLA4,0.9137269285200682,0.00020726615265309611
paired_cis_count,CTNNBIP1,0.9130948566247922,-0.0004248057426229357
paired_cis_count,CTNND1,0.9133942725524581,-0.00012538981495702206
paired_cis_count,CTNS,0.9129462360493708,-0.0005734263180443566
paired_cis_count,CTPS2,0.913521632921303,1.9705538878422857e-06
paired_cis_count,CTSB,0.9135417360524476,2.2073685032486523e-05
paired_cis_count,CTSC,0.9135518656553155,3.220328790043414e-05
paired_cis_count,CTSD,0.9136304330725963,0.00011077070518117349
paired_cis_count,CTSH,0.9135936926163339,7.40302489188327e-05
paired_cis_count,CTSK,0.9155294347249262,0.002009772357511097
paired_cis_count,CTSS,0.9134903226984575,-2.9339668957573117e-05
paired_cis_count,CTSW,0.9136177182725581,9.805590514300189e-05
paired_cis_count,CTTN,0.9134218468516269,-9.781551578824654e-05
paired_cis_count,CTU2,0.9134548243940078,-6.483797340728348e-05
paired_cis_count,CUEDC2,0.9134505506598559,-6.91117075591885e-05
paired_cis_count,CUL3,0.9119005290112023,-0.0016191333562127763
paired_cis_count,CUL4A,0.913743446396782,0.00022378402936684694
paired_cis_count,CUL5,0.9134693729742037,-5.028939321138903e-05
paired_cis_count,CUL9,0.9135040410993167,-1.5621268098398033e-05
paired_cis_count,CUTA,0.9135393897177752,1.9727350360043694e-05
paired_cis_count,CUTC,0.9134624777449195,-5.7184622495598525e-05
paired_cis_count,CUX1,0.9134153312113442,-0.0001043311560708915
paired_cis_count,CWC25,0.9129985167006509,-0.0005211456667642
paired_cis_count,CWC27,0.913406266936988,-0.00011339543042709899
paired_cis_count,CWF19L1,0.9135388623443842,1.9199976969086485e-05
paired_cis_count,CX3CR1,0.9135421822605034,2.251989308832414e-05
paired_cis_count,CXCL10,0.9136299624847563,0.00011030011734114442
paired_cis_count,CXCR3,0.9135003122765057,-1.935009090936468e-05
paired_cis_count,CXCR4,0.9134237949372264,-9.586743018874522e-05
paired_cis_count,CXCR5,0.9135331627637913,1.3500396376153745e-05
paired_cis_count,CXCR6,0.9134438109990429,-7.585136837218176e-05
paired_cis_count,CXorf21,0.9135946930814925,7.503071407743978e-05
paired_cis_count,CXorf38,0.9134997738476104,-1.9888519804722726e-05
paired_cis_count,CXorf40A,0.9123692572718302,-0.0011504050955849499
paired_cis_count,CXorf56,0.9135282071403488,8.544772933660738e-06
paired_cis_count,CXorf57,0.9135547461245047,3.508375708960454e-05
paired_cis_count,CXorf65,0.913261579674357,-0.00025808269305815923
paired_cis_count,CYB561,0.9135153910788183,-4.27128859681325e-06
paired_cis_count,CYB561A3,0.9136307704951827,0.0001111081277676007
paired_cis_count,CYB561D2,0.9136788436658789,0.00015918129846381746
paired_cis_count,CYB5A,0.9136677948584262,0.00014813249101108816
paired_cis_count,CYB5R1,0.913493976620584,-2.568574683114999e-05
paired_cis_count,CYB5R4,0.913610783289408,9.112092199292654e-05
paired_cis_count,CYB5RL,0.91377158219797,0.00025191983055483647
paired_cis_count,CYBA,0.9134997060427279,-1.9956324687209204e-05
paired_cis_count,CYBC1,0.9137842960916084,0.000264633724193275
paired_cis_count,CYFIP2,0.9131767204071406,-0.00034294196027451207
paired_cis_count,CYLD,0.9094518086943677,-0.004067853673047406
paired_cis_count,CYP1B1,0.913575035681918,5.53733145028934e-05
paired_cis_count,CYP20A1,0.9135195296926945,-1.3267472065425778e-07
paired_cis_count,CYP2R1,0.9134990608259674,-2.0601541447673455e-05
paired_cis_count,CYREN,0.9135408067432735,2.1144375858428432e-05
paired_cis_count,CYSLTR1,0.9134287492785998,-9.091308881525872e-05
paired_cis_count,CYSLTR2,0.9134229652525202,-9.669711489490584e-05
paired_cis_count,CYTH1,0.9134452715306787,-7.439083673643765e-05
paired_cis_count,CYTIP,0.9135297941263808,1.0131758965692406e-05
paired_cis_count,D2HGDH,0.9121551266058986,-0.0013645357615165166
paired_cis_count,DAAM1,0.9137307242104131,0.0002110618429980171
paired_cis_count,DACT1,0.91319760333698,-0.00032205903043514006
paired_cis_count,DAG1,0.9134369923337329,-8.267003368223058e-05
paired_cis_count,DALRD3,0.9154463007378543,0.0019266383704391599
paired_cis_count,DAP3,0.9137306247511332,0.00021096238371809406
paired_cis_count,DAPK1,0.913424086030321,-9.55763370941165e-05
paired_cis_count,DAZAP2,0.9132273415142679,-0.0002923208531472321
paired_cis_count,DBF4B,0.9133633892276788,-0.00015627313973631818
paired_cis_count,DBI,0.9134529230460775,-6.673932133760552e-05
paired_cis_count,DBNDD2,0.9135282576290125,8.59526159735502e-06
paired_cis_count,DBNL,0.9187112347511155,0.005191572383700382
paired_cis_count,DBT,0.9135333202017317,1.3657834316616047e-05
paired_cis_count,DCAF11,0.9147175165903707,0.0011978542229555966
paired_cis_count,DCAF12,0.9135220534520948,2.3910846796981744e-06
