culture_condition,model,dose,relative_log1p_downstream,knots,breakpoint,hill_exponent,hill_half
Rest,breakpoint,0.003501306253953354,0.05096047730473514,,0.8786684174425605,,
Rest,breakpoint,0.012478771963377197,0.05733053696782703,,0.8786684174425605,,
Rest,breakpoint,0.02145623767280104,0.06370059663091893,,0.8786684174425605,,
Rest,breakpoint,0.030433703382224883,0.07007065629401081,,0.8786684174425605,,
Rest,breakpoint,0.03941116909164874,0.07644071595710272,,0.8786684174425605,,
Rest,breakpoint,0.04838863480107258,0.08281077562019461,,0.8786684174425605,,
Rest,breakpoint,0.057366100510496426,0.08918083528328649,,0.8786684174425605,,
Rest,breakpoint,0.06634356621992027,0.09555089494637839,,0.8786684174425605,,
Rest,breakpoint,0.07532103192934411,0.10192095460947029,,0.8786684174425605,,
Rest,breakpoint,0.08429849763876796,0.10829101427256217,,0.8786684174425605,,
Rest,breakpoint,0.0932759633481918,0.11466107393565407,,0.8786684174425605,,
Rest,breakpoint,0.10225342905761564,0.12103113359874597,,0.8786684174425605,,
Rest,breakpoint,0.11123089476703948,0.12740119326183785,,0.8786684174425605,,
Rest,breakpoint,0.12020836047646333,0.13377125292492975,,0.8786684174425605,,
Rest,breakpoint,0.12918582618588717,0.14014131258802165,,0.8786684174425605,,
Rest,breakpoint,0.138163291895311,0.14651137225111352,,0.8786684174425605,,
Rest,breakpoint,0.14714075760473488,0.15288143191420545,,0.8786684174425605,,
Rest,breakpoint,0.15611822331415873,0.15925149157729734,,0.8786684174425605,,
Rest,breakpoint,0.16509568902358257,0.16562155124038921,,0.8786684174425605,,
Rest,breakpoint,0.1740731547330064,0.1719916109034811,,0.8786684174425605,,
Rest,breakpoint,0.18305062044243026,0.17836167056657298,,0.8786684174425605,,
Rest,breakpoint,0.19202808615185407,0.18473173022966488,,0.8786684174425605,,
Rest,breakpoint,0.20100555186127794,0.1911017898927568,,0.8786684174425605,,
Rest,breakpoint,0.20998301757070176,0.19747184955584868,,0.8786684174425605,,
Rest,breakpoint,0.21896048328012563,0.20384190921894058,,0.8786684174425605,,
Rest,breakpoint,0.2279379489895495,0.2102119688820325,,0.8786684174425605,,
Rest,breakpoint,0.23691541469897331,0.21658202854512437,,0.8786684174425605,,
Rest,breakpoint,0.24589288040839719,0.22295208820821627,,0.8786684174425605,,
Rest,breakpoint,0.254870346117821,0.22932214787130814,,0.8786684174425605,,
Rest,breakpoint,0.26384781182724487,0.23569220753440007,,0.8786684174425605,,
Rest,breakpoint,0.2728252775366687,0.24206226719749194,,0.8786684174425605,,
Rest,breakpoint,0.28180274324609256,0.24843232686058384,,0.8786684174425605,,
Rest,breakpoint,0.2907802089555164,0.2548023865236757,,0.8786684174425605,,
Rest,breakpoint,0.29975767466494024,0.2611724461867676,,0.8786684174425605,,
Rest,breakpoint,0.30873514037436406,0.2675425058498595,,0.8786684174425605,,
Rest,breakpoint,0.31771260608378793,0.2739125655129514,,0.8786684174425605,,
Rest,breakpoint,0.32669007179321174,0.2802826251760433,,0.8786684174425605,,
Rest,breakpoint,0.3356675375026356,0.2866526848391352,,0.8786684174425605,,
Rest,breakpoint,0.34464500321205943,0.2930227445022271,,0.8786684174425605,,
Rest,breakpoint,0.3536224689214833,0.299392804165319,,0.8786684174425605,,
Rest,breakpoint,0.3625999346309072,0.3057628638284109,,0.8786684174425605,,
Rest,breakpoint,0.371577400340331,0.3121329234915027,,0.8786684174425605,,
Rest,breakpoint,0.38055486604975486,0.3185029831545947,,0.8786684174425605,,
Rest,breakpoint,0.3895323317591787,0.3248730428176865,,0.8786684174425605,,
Rest,breakpoint,0.39850979746860254,0.3312431024807784,,0.8786684174425605,,
Rest,breakpoint,0.40748726317802636,0.33761316214387027,,0.8786684174425605,,
Rest,breakpoint,0.41646472888745023,0.34398322180696217,,0.8786684174425605,,
Rest,breakpoint,0.42544219459687405,0.35035328147005407,,0.8786684174425605,,
Rest,breakpoint,0.4344196603062979,0.35672334113314597,,0.8786684174425605,,
Rest,breakpoint,0.44339712601572173,0.36309340079623786,,0.8786684174425605,,
Rest,breakpoint,0.45237459172514555,0.36946346045932976,,0.8786684174425605,,
Rest,breakpoint,0.4613520574345695,0.37583352012242166,,0.8786684174425605,,
Rest,breakpoint,0.4703295231439933,0.38220357978551356,,0.8786684174425605,,
Rest,breakpoint,0.4793069888534171,0.38857363944860546,,0.8786684174425605,,
Rest,breakpoint,0.4882844545628409,0.39494369911169724,,0.8786684174425605,,
Rest,breakpoint,0.49726192027226485,0.40131375877478925,,0.8786684174425605,,
Rest,breakpoint,0.5062393859816887,0.40768381843788115,,0.8786684174425605,,
Rest,breakpoint,0.5152168516911124,0.41405387810097294,,0.8786684174425605,,
Rest,breakpoint,0.5241943174005363,0.42042393776406495,,0.8786684174425605,,
Rest,breakpoint,0.5331717831099603,0.42679399742715685,,0.8786684174425605,,
Rest,breakpoint,0.542149248819384,0.43316405709024863,,0.8786684174425605,,
Rest,breakpoint,0.5511267145288079,0.43953411675334064,,0.8786684174425605,,
Rest,breakpoint,0.5601041802382318,0.44590417641643254,,0.8786684174425605,,
Rest,breakpoint,0.5690816459476555,0.4522742360795243,,0.8786684174425605,,
Rest,breakpoint,0.5780591116570795,0.45864429574261634,,0.8786684174425605,,
Rest,breakpoint,0.5870365773665032,0.4650143554057081,,0.8786684174425605,,
Rest,breakpoint,0.5960140430759271,0.4713844150688,,0.8786684174425605,,
Rest,breakpoint,0.604991508785351,0.47775447473189203,,0.8786684174425605,,
Rest,breakpoint,0.6139689744947747,0.4841245343949838,,0.8786684174425605,,
Rest,breakpoint,0.6229464402041986,0.4904945940580757,,0.8786684174425605,,
Rest,breakpoint,0.6319239059136226,0.4968646537211677,,0.8786684174425605,,
Rest,breakpoint,0.6409013716230463,0.5032347133842595,,0.8786684174425605,,
Rest,breakpoint,0.6498788373324702,0.5096047730473514,,0.8786684174425605,,
Rest,breakpoint,0.6588563030418941,0.5159748327104434,,0.8786684174425605,,
Rest,breakpoint,0.6678337687513178,0.5223448923735352,,0.8786684174425605,,
Rest,breakpoint,0.6768112344607418,0.5287149520366271,,0.8786684174425605,,
Rest,breakpoint,0.6857887001701655,0.5350850116997189,,0.8786684174425605,,
Rest,breakpoint,0.6947661658795894,0.5414550713628109,,0.8786684174425605,,
Rest,breakpoint,0.7037436315890133,0.5478251310259028,,0.8786684174425605,,
Rest,breakpoint,0.712721097298437,0.5541951906889946,,0.8786684174425605,,
Rest,breakpoint,0.721698563007861,0.5605652503520865,,0.8786684174425605,,
Rest,breakpoint,0.7306760287172849,0.5669353100151785,,0.8786684174425605,,
Rest,breakpoint,0.7396534944267086,0.5733053696782703,,0.8786684174425605,,
Rest,breakpoint,0.7486309601361325,0.5796754293413622,,0.8786684174425605,,
Rest,breakpoint,0.7576084258455562,0.586045489004454,,0.8786684174425605,,
Rest,breakpoint,0.7665858915549801,0.592415548667546,,0.8786684174425605,,
Rest,breakpoint,0.7755633572644041,0.5987856083306379,,0.8786684174425605,,
Rest,breakpoint,0.7845408229738278,0.6051556679937297,,0.8786684174425605,,
Rest,breakpoint,0.7935182886832517,0.6115257276568217,,0.8786684174425605,,
Rest,breakpoint,0.8024957543926756,0.6178957873199136,,0.8786684174425605,,
Rest,breakpoint,0.8114732201020993,0.6242658469830054,,0.8786684174425605,,
Rest,breakpoint,0.8204506858115233,0.6306359066460974,,0.8786684174425605,,
Rest,breakpoint,0.8294281515209472,0.6370059663091893,,0.8786684174425605,,
Rest,breakpoint,0.8384056172303709,0.643376025972281,,0.8786684174425605,,
Rest,breakpoint,0.8473830829397948,0.6497460856353731,,0.8786684174425605,,
Rest,breakpoint,0.8563605486492185,0.6561161452984648,,0.8786684174425605,,
Rest,breakpoint,0.8653380143586424,0.6624862049615567,,0.8786684174425605,,
Rest,breakpoint,0.8743154800680664,0.6688562646246488,,0.8786684174425605,,
Rest,breakpoint,0.8832929457774901,0.6715173804433403,,0.8786684174425605,,
Rest,breakpoint,0.892270411486914,0.6706873726033775,,0.8786684174425605,,
Rest,breakpoint,0.9012478771963379,0.6698573647634147,,0.8786684174425605,,
Rest,breakpoint,0.9102253429057616,0.669027356923452,,0.8786684174425605,,
Rest,breakpoint,0.9192028086151856,0.6681973490834893,,0.8786684174425605,,
Rest,breakpoint,0.9281802743246093,0.6673673412435265,,0.8786684174425605,,
Rest,breakpoint,0.9371577400340332,0.6665373334035638,,0.8786684174425605,,
Rest,breakpoint,0.9461352057434571,0.665707325563601,,0.8786684174425605,,
Rest,breakpoint,0.9551126714528808,0.6648773177236383,,0.8786684174425605,,
Rest,breakpoint,0.9640901371623047,0.6640473098836757,,0.8786684174425605,,
Rest,breakpoint,0.9730676028717284,0.6632173020437129,,0.8786684174425605,,
Rest,breakpoint,0.9820450685811524,0.6623872942037501,,0.8786684174425605,,
Rest,breakpoint,0.9910225342905763,0.6615572863637874,,0.8786684174425605,,
Rest,breakpoint,1.0,0.6607272785238246,,0.8786684174425605,,
Rest,hill,-0.0683184194214374,0.0,,,2.0,0.7269947138581863
Rest,hill,-0.05934095371201356,0.0,,,2.0,0.7269947138581863
Rest,hill,-0.05036348800258972,0.0,,,2.0,0.7269947138581863
Rest,hill,-0.04138602229316587,0.0,,,2.0,0.7269947138581863
Rest,hill,-0.032408556583742025,0.0,,,2.0,0.7269947138581863
Rest,hill,-0.023431090874318182,0.0,,,2.0,0.7269947138581863
Rest,hill,-0.014453625164894332,0.0,,,2.0,0.7269947138581863
Rest,hill,-0.005476159455470489,0.0,,,2.0,0.7269947138581863
Rest,hill,0.003501306253953354,2.4972885073335643e-05,,,2.0,0.7269947138581863
Rest,hill,0.012478771963377197,0.00031712782674145,,,2.0,0.7269947138581863
Rest,hill,0.02145623767280104,0.0009370172941176799,,,2.0,0.7269947138581863
Rest,hill,0.030433703382224883,0.0018835093659749277,,,2.0,0.7269947138581863
Rest,hill,0.03941116909164874,0.0031548795143626403,,,2.0,0.7269947138581863
Rest,hill,0.04838863480107258,0.004748818441025369,,,2.0,0.7269947138581863
Rest,hill,0.057366100510496426,0.006662442524127109,,,2.0,0.7269947138581863
Rest,hill,0.06634356621992027,0.008892306787427749,,,2.0,0.7269947138581863
Rest,hill,0.07532103192934411,0.01143442028367734,,,2.0,0.7269947138581863
Rest,hill,0.08429849763876796,0.014284263765055566,,,2.0,0.7269947138581863
Rest,hill,0.0932759633481918,0.017436809496220534,,,2.0,0.7269947138581863
Rest,hill,0.10225342905761564,0.020886543050142793,,,2.0,0.7269947138581863
Rest,hill,0.11123089476703948,0.024627486913552588,,,2.0,0.7269947138581863
Rest,hill,0.12020836047646333,0.028653225717648386,,,2.0,0.7269947138581863
Rest,hill,0.12918582618588717,0.03295693290079067,,,2.0,0.7269947138581863
Rest,hill,0.138163291895311,0.037531398603287025,,,2.0,0.7269947138581863
Rest,hill,0.14714075760473488,0.042369058590071715,,,2.0,0.7269947138581863
Rest,hill,0.15611822331415873,0.047462023995069616,,,2.0,0.7269947138581863
Rest,hill,0.16509568902358257,0.05280211168124629,,,2.0,0.7269947138581863
Rest,hill,0.1740731547330064,0.05838087501268908,,,2.0,0.7269947138581863
Rest,hill,0.18305062044243026,0.0641896348394141,,,2.0,0.7269947138581863
Rest,hill,0.19202808615185407,0.07021951050180049,,,2.0,0.7269947138581863
Rest,hill,0.20100555186127794,0.07646145066944667,,,2.0,0.7269947138581863
Rest,hill,0.20998301757070176,0.082906263838635,,,2.0,0.7269947138581863
Rest,hill,0.21896048328012563,0.08954464832328456,,,2.0,0.7269947138581863
Rest,hill,0.2279379489895495,0.0963672215860539,,,2.0,0.7269947138581863
Rest,hill,0.23691541469897331,0.10336454876892434,,,2.0,0.7269947138581863
Rest,hill,0.24589288040839719,0.11052717029593054,,,2.0,0.7269947138581863
Rest,hill,0.254870346117821,0.11784562843450941,,,2.0,0.7269947138581863
Rest,hill,0.26384781182724487,0.12531049271601266,,,2.0,0.7269947138581863
Rest,hill,0.2728252775366687,0.13291238413007694,,,2.0,0.7269947138581863
Rest,hill,0.28180274324609256,0.1406419980216096,,,2.0,0.7269947138581863
Rest,hill,0.2907802089555164,0.14849012563294897,,,2.0,0.7269947138581863
Rest,hill,0.29975767466494024,0.1564476742471693,,,2.0,0.7269947138581863
Rest,hill,0.30873514037436406,0.16450568590138598,,,2.0,0.7269947138581863
Rest,hill,0.31771260608378793,0.1726553546511735,,,2.0,0.7269947138581863
Rest,hill,0.32669007179321174,0.18088804237874226,,,2.0,0.7269947138581863
Rest,hill,0.3356675375026356,0.18919529314826833,,,2.0,0.7269947138581863
Rest,hill,0.34464500321205943,0.1975688461216629,,,2.0,0.7269947138581863
Rest,hill,0.3536224689214833,0.20600064705708676,,,2.0,0.7269947138581863
Rest,hill,0.3625999346309072,0.2144828584206163,,,2.0,0.7269947138581863
Rest,hill,0.371577400340331,0.22300786814866042,,,2.0,0.7269947138581863
Rest,hill,0.38055486604975486,0.23156829710500848,,,2.0,0.7269947138581863
Rest,hill,0.3895323317591787,0.24015700528176975,,,2.0,0.7269947138581863
Rest,hill,0.39850979746860254,0.24876709679798473,,,2.0,0.7269947138581863
Rest,hill,0.40748726317802636,0.2573919237533649,,,2.0,0.7269947138581863
Rest,hill,0.41646472888745023,0.26602508899750754,,,2.0,0.7269947138581863
Rest,hill,0.42544219459687405,0.2746604478770694,,,2.0,0.7269947138581863
Rest,hill,0.4344196603062979,0.2832921090248288,,,2.0,0.7269947138581863
Rest,hill,0.44339712601572173,0.29191443425537034,,,2.0,0.7269947138581863
Rest,hill,0.45237459172514555,0.30052203763234,,,2.0,0.7269947138581863
Rest,hill,0.4613520574345695,0.3091097837719134,,,2.0,0.7269947138581863
Rest,hill,0.4703295231439933,0.3176727854463332,,,2.0,0.7269947138581863
Rest,hill,0.4793069888534171,0.3262064005501776,,,2.0,0.7269947138581863
Rest,hill,0.4882844545628409,0.33470622849046056,,,2.0,0.7269947138581863
Rest,hill,0.49726192027226485,0.3431681060597984,,,2.0,0.7269947138581863
Rest,hill,0.5062393859816887,0.35158810284975145,,,2.0,0.7269947138581863
Rest,hill,0.5152168516911124,0.35996251625911024,,,2.0,0.7269947138581863
Rest,hill,0.5241943174005363,0.36828786614939085,,,2.0,0.7269947138581863
Rest,hill,0.5331717831099603,0.3765608891971671,,,2.0,0.7269947138581863
Rest,hill,0.542149248819384,0.3847785329901487,,,2.0,0.7269947138581863
Rest,hill,0.5511267145288079,0.39293794991112735,,,2.0,0.7269947138581863
Rest,hill,0.5601041802382318,0.4010364908511067,,,2.0,0.7269947138581863
Rest,hill,0.5690816459476555,0.40907169879012756,,,2.0,0.7269947138581863
Rest,hill,0.5780591116570795,0.4170413022815112,,,2.0,0.7269947138581863
Rest,hill,0.5870365773665032,0.4249432088725048,,,2.0,0.7269947138581863
Rest,hill,0.5960140430759271,0.43277549849163943,,,2.0,0.7269947138581863
Rest,hill,0.604991508785351,0.44053641683050104,,,2.0,0.7269947138581863
Rest,hill,0.6139689744947747,0.44822436874511273,,,2.0,0.7269947138581863
Rest,hill,0.6229464402041986,0.4558379116997023,,,2.0,0.7269947138581863
Rest,hill,0.6319239059136226,0.46337574927332714,,,2.0,0.7269947138581863
Rest,hill,0.6409013716230463,0.47083672474763266,,,2.0,0.7269947138581863
Rest,hill,0.6498788373324702,0.47821981479193715,,,2.0,0.7269947138581863
Rest,hill,0.6588563030418941,0.48552412325987543,,,2.0,0.7269947138581863
Rest,hill,0.6678337687513178,0.49274887510999404,,,2.0,0.7269947138581863
Rest,hill,0.6768112344607418,0.49989341046096486,,,2.0,0.7269947138581863
Rest,hill,0.6857887001701655,0.5069571787904762,,,2.0,0.7269947138581863
Rest,hill,0.6947661658795894,0.5139397332853795,,,2.0,0.7269947138581863
Rest,hill,0.7037436315890133,0.5208407253492827,,,2.0,0.7269947138581863
Rest,hill,0.712721097298437,0.5276598992725242,,,2.0,0.7269947138581863
Rest,hill,0.721698563007861,0.5343970870682937,,,2.0,0.7269947138581863
Rest,hill,0.7306760287172849,0.5410522034776074,,,2.0,0.7269947138581863
Rest,hill,0.7396534944267086,0.547625241144887,,,2.0,0.7269947138581863
Rest,hill,0.7486309601361325,0.554116265965013,,,2.0,0.7269947138581863
Rest,hill,0.7576084258455562,0.560525412601945,,,2.0,0.7269947138581863
Rest,hill,0.7665858915549801,0.5668528801782958,,,2.0,0.7269947138581863
Rest,hill,0.7755633572644041,0.5730989281346225,,,2.0,0.7269947138581863
Rest,hill,0.7845408229738278,0.5792638722566427,,,2.0,0.7269947138581863
Rest,hill,0.7935182886832517,0.5853480808681039,,,2.0,0.7269947138581863
Rest,hill,0.8024957543926756,0.5913519711865971,,,2.0,0.7269947138581863
Rest,hill,0.8114732201020993,0.5972760058392574,,,2.0,0.7269947138581863
Rest,hill,0.8204506858115233,0.6031206895349659,,,2.0,0.7269947138581863
Rest,hill,0.8294281515209472,0.6088865658894097,,,2.0,0.7269947138581863
Rest,hill,0.8384056172303709,0.6145742143991417,,,2.0,0.7269947138581863
Rest,hill,0.8473830829397948,0.6201842475605941,,,2.0,0.7269947138581863
Rest,hill,0.8563605486492185,0.6257173081298649,,,2.0,0.7269947138581863
Rest,hill,0.8653380143586424,0.6311740665189928,,,2.0,0.7269947138581863
Rest,hill,0.8743154800680664,0.6365552183243445,,,2.0,0.7269947138581863
Rest,hill,0.8832929457774901,0.6418614819827084,,,2.0,0.7269947138581863
Rest,hill,0.892270411486914,0.6470935965506492,,,2.0,0.7269947138581863
Rest,hill,0.9012478771963379,0.6522523196026772,,,2.0,0.7269947138581863
Rest,hill,0.9102253429057616,0.657338425243809,,,2.0,0.7269947138581863
Rest,hill,0.9192028086151856,0.6623527022321226,,,2.0,0.7269947138581863
Rest,hill,0.9281802743246093,0.6672959522069583,,,2.0,0.7269947138581863
Rest,hill,0.9371577400340332,0.6721689880184838,,,2.0,0.7269947138581863
Rest,hill,0.9461352057434571,0.6769726321544056,,,2.0,0.7269947138581863
Rest,hill,0.9551126714528808,0.6817077152596975,,,2.0,0.7269947138581863
Rest,hill,0.9640901371623047,0.6863750747453059,,,2.0,0.7269947138581863
Rest,hill,0.9730676028717284,0.6909755534818813,,,2.0,0.7269947138581863
Rest,hill,0.9820450685811524,0.6955099985747005,,,2.0,0.7269947138581863
Rest,hill,0.9910225342905763,0.699979260216034,,,2.0,0.7269947138581863
Rest,hill,1.0,0.7043841906113405,,,2.0,0.7269947138581863
Stim48hr,null,-0.09353489030955775,0.0,,,,
Stim48hr,null,-0.08434552148342701,0.0,,,,
Stim48hr,null,-0.07515615265729628,0.0,,,,
Stim48hr,null,-0.06596678383116554,0.0,,,,
Stim48hr,null,-0.056777415005034804,0.0,,,,
Stim48hr,null,-0.04758804617890407,0.0,,,,
Stim48hr,null,-0.03839867735277333,0.0,,,,
Stim48hr,null,-0.029209308526642594,0.0,,,,
Stim48hr,null,-0.020019939700511857,0.0,,,,
Stim48hr,null,-0.01083057087438112,0.0,,,,
Stim48hr,null,-0.0016412020482503842,0.0,,,,
Stim48hr,null,0.007548166777880352,0.0,,,,
Stim48hr,null,0.01673753560401109,0.0,,,,
Stim48hr,null,0.025926904430141826,0.0,,,,
Stim48hr,null,0.03511627325627256,0.0,,,,
Stim48hr,null,0.044305642082403285,0.0,,,,
Stim48hr,null,0.053495010908534035,0.0,,,,
Stim48hr,null,0.06268437973466479,0.0,,,,
Stim48hr,null,0.07187374856079551,0.0,,,,
Stim48hr,null,0.08106311738692623,0.0,,,,
Stim48hr,null,0.09025248621305698,0.0,,,,
Stim48hr,null,0.09944185503918773,0.0,,,,
Stim48hr,null,0.10863122386531845,0.0,,,,
Stim48hr,null,0.11782059269144918,0.0,,,,
Stim48hr,null,0.12700996151757993,0.0,,,,
Stim48hr,null,0.13619933034371068,0.0,,,,
Stim48hr,null,0.1453886991698414,0.0,,,,
Stim48hr,null,0.15457806799597212,0.0,,,,
Stim48hr,null,0.16376743682210287,0.0,,,,
Stim48hr,null,0.17295680564823362,0.0,,,,
Stim48hr,null,0.18214617447436432,0.0,,,,
Stim48hr,null,0.19133554330049507,0.0,,,,
Stim48hr,null,0.20052491212662582,0.0,,,,
Stim48hr,null,0.20971428095275657,0.0,,,,
Stim48hr,null,0.21890364977888732,0.0,,,,
Stim48hr,null,0.22809301860501802,0.0,,,,
Stim48hr,null,0.23728238743114877,0.0,,,,
Stim48hr,null,0.24647175625727952,0.0,,,,
Stim48hr,null,0.2556611250834102,0.0,,,,
Stim48hr,null,0.26485049390954096,0.0,,,,
Stim48hr,null,0.2740398627356717,0.0,,,,
Stim48hr,null,0.28322923156180246,0.0,,,,
Stim48hr,null,0.2924186003879332,0.0,,,,
Stim48hr,null,0.3016079692140639,0.0,,,,
Stim48hr,null,0.31079733804019466,0.0,,,,
Stim48hr,null,0.3199867068663254,0.0,,,,
Stim48hr,null,0.3291760756924561,0.0,,,,
Stim48hr,null,0.33836544451858686,0.0,,,,
Stim48hr,null,0.3475548133447176,0.0,,,,
Stim48hr,null,0.35674418217084836,0.0,,,,
Stim48hr,null,0.3659335509969791,0.0,,,,
Stim48hr,null,0.3751229198231098,0.0,,,,
Stim48hr,null,0.38431228864924055,0.0,,,,
Stim48hr,null,0.3935016574753713,0.0,,,,
Stim48hr,null,0.402691026301502,0.0,,,,
Stim48hr,null,0.41188039512763275,0.0,,,,
Stim48hr,null,0.4210697639537635,0.0,,,,
Stim48hr,null,0.43025913277989425,0.0,,,,
Stim48hr,null,0.439448501606025,0.0,,,,
Stim48hr,null,0.44863787043215575,0.0,,,,
Stim48hr,null,0.4578272392582864,0.0,,,,
Stim48hr,null,0.46701660808441714,0.0,,,,
Stim48hr,null,0.4762059769105479,0.0,,,,
Stim48hr,null,0.48539534573667864,0.0,,,,
Stim48hr,null,0.4945847145628094,0.0,,,,
Stim48hr,null,0.5037740833889401,0.0,,,,
Stim48hr,null,0.5129634522150709,0.0,,,,
Stim48hr,null,0.5221528210412016,0.0,,,,
Stim48hr,null,0.5313421898673324,0.0,,,,
Stim48hr,null,0.540531558693463,0.0,,,,
Stim48hr,null,0.5497209275195938,0.0,,,,
Stim48hr,null,0.5589102963457245,0.0,,,,
Stim48hr,null,0.5680996651718553,0.0,,,,
Stim48hr,null,0.577289033997986,0.0,,,,
Stim48hr,null,0.5864784028241168,0.0,,,,
Stim48hr,null,0.5956677716502475,0.0,,,,
Stim48hr,null,0.6048571404763782,0.0,,,,
Stim48hr,null,0.6140465093025089,0.0,,,,
Stim48hr,null,0.6232358781286397,0.0,,,,
Stim48hr,null,0.6324252469547704,0.0,,,,
Stim48hr,null,0.6416146157809012,0.0,,,,
Stim48hr,null,0.6508039846070319,0.0,,,,
Stim48hr,null,0.6599933534331627,0.0,,,,
Stim48hr,null,0.6691827222592934,0.0,,,,
Stim48hr,null,0.6783720910854242,0.0,,,,
Stim48hr,null,0.6875614599115548,0.0,,,,
Stim48hr,null,0.6967508287376856,0.0,,,,
Stim48hr,null,0.7059401975638163,0.0,,,,
Stim48hr,null,0.7151295663899471,0.0,,,,
Stim48hr,null,0.7243189352160778,0.0,,,,
Stim48hr,null,0.7335083040422086,0.0,,,,
Stim48hr,null,0.7426976728683393,0.0,,,,
Stim48hr,null,0.75188704169447,0.0,,,,
Stim48hr,null,0.7610764105206007,0.0,,,,
Stim48hr,null,0.7702657793467315,0.0,,,,
Stim48hr,null,0.7794551481728622,0.0,,,,
Stim48hr,null,0.788644516998993,0.0,,,,
Stim48hr,null,0.7978338858251237,0.0,,,,
Stim48hr,null,0.8070232546512545,0.0,,,,
Stim48hr,null,0.8162126234773852,0.0,,,,
Stim48hr,null,0.825401992303516,0.0,,,,
Stim48hr,null,0.8345913611296466,0.0,,,,
Stim48hr,null,0.8437807299557774,0.0,,,,
Stim48hr,null,0.8529700987819081,0.0,,,,
Stim48hr,null,0.8621594676080389,0.0,,,,
Stim48hr,null,0.8713488364341696,0.0,,,,
Stim48hr,null,0.8805382052603004,0.0,,,,
Stim48hr,null,0.8897275740864311,0.0,,,,
Stim48hr,null,0.8989169429125617,0.0,,,,
Stim48hr,null,0.9081063117386926,0.0,,,,
Stim48hr,null,0.9172956805648232,0.0,,,,
Stim48hr,null,0.9264850493909541,0.0,,,,
Stim48hr,null,0.9356744182170847,0.0,,,,
Stim48hr,null,0.9448637870432154,0.0,,,,
Stim48hr,null,0.9540531558693462,0.0,,,,
Stim48hr,null,0.9632425246954769,0.0,,,,
Stim48hr,null,0.9724318935216077,0.0,,,,
Stim48hr,null,0.9816212623477384,0.0,,,,
Stim48hr,null,0.9908106311738692,0.0,,,,
Stim48hr,null,1.0,0.0,,,,
Stim48hr,linear,-0.09353489030955775,0.0,,,,
Stim48hr,linear,-0.08434552148342701,0.009563880333679192,,,,
Stim48hr,linear,-0.07515615265729628,0.019127760667358384,,,,
Stim48hr,linear,-0.06596678383116554,0.028691641001037577,,,,
Stim48hr,linear,-0.056777415005034804,0.03825552133471677,,,,
Stim48hr,linear,-0.04758804617890407,0.04781940166839599,,,,
Stim48hr,linear,-0.03839867735277333,0.05738328200207515,,,,
Stim48hr,linear,-0.029209308526642594,0.06694716233575437,,,,
Stim48hr,linear,-0.020019939700511857,0.07651104266943357,,,,
Stim48hr,linear,-0.01083057087438112,0.08607492300311277,,,,
Stim48hr,linear,-0.0016412020482503842,0.09563880333679196,,,,
Stim48hr,linear,0.007548166777880352,0.10520268367047116,,,,
Stim48hr,linear,0.01673753560401109,0.11476656400415035,,,,
Stim48hr,linear,0.025926904430141826,0.12433044433782955,,,,
Stim48hr,linear,0.03511627325627256,0.13389432467150875,,,,
Stim48hr,linear,0.044305642082403285,0.1434582050051879,,,,
Stim48hr,linear,0.053495010908534035,0.15302208533886713,,,,
Stim48hr,linear,0.06268437973466479,0.16258596567254635,,,,
Stim48hr,linear,0.07187374856079551,0.17214984600622552,,,,
Stim48hr,linear,0.08106311738692623,0.1817137263399047,,,,
Stim48hr,linear,0.09025248621305698,0.19127760667358393,,,,
Stim48hr,linear,0.09944185503918773,0.20084148700726312,,,,
Stim48hr,linear,0.10863122386531845,0.2104053673409423,,,,
Stim48hr,linear,0.11782059269144918,0.2199692476746215,,,,
Stim48hr,linear,0.12700996151757993,0.2295331280083007,,,,
Stim48hr,linear,0.13619933034371068,0.23909700834197992,,,,
Stim48hr,linear,0.1453886991698414,0.24866088867565908,,,,
Stim48hr,linear,0.15457806799597212,0.2582247690093383,,,,
Stim48hr,linear,0.16376743682210287,0.2677886493430175,,,,
Stim48hr,linear,0.17295680564823362,0.27735252967669666,,,,
Stim48hr,linear,0.18214617447436432,0.2869164100103758,,,,
Stim48hr,linear,0.19133554330049507,0.29648029034405504,,,,
Stim48hr,linear,0.20052491212662582,0.30604417067773426,,,,
Stim48hr,linear,0.20971428095275657,0.3156080510114135,,,,
Stim48hr,linear,0.21890364977888732,0.3251719313450927,,,,
Stim48hr,linear,0.22809301860501802,0.3347358116787718,,,,
Stim48hr,linear,0.23728238743114877,0.34429969201245103,,,,
Stim48hr,linear,0.24647175625727952,0.35386357234613025,,,,
Stim48hr,linear,0.2556611250834102,0.3634274526798094,,,,
Stim48hr,linear,0.26485049390954096,0.37299133301348864,,,,
Stim48hr,linear,0.2740398627356717,0.3825552133471678,,,,
Stim48hr,linear,0.28322923156180246,0.392119093680847,,,,
Stim48hr,linear,0.2924186003879332,0.40168297401452624,,,,
Stim48hr,linear,0.3016079692140639,0.4112468543482054,,,,
Stim48hr,linear,0.31079733804019466,0.4208107346818846,,,,
Stim48hr,linear,0.3199867068663254,0.43037461501556384,,,,
Stim48hr,linear,0.3291760756924561,0.43993849534924295,,,,
Stim48hr,linear,0.33836544451858686,0.4495023756829222,,,,
Stim48hr,linear,0.3475548133447176,0.4590662560166014,,,,
Stim48hr,linear,0.35674418217084836,0.4686301363502806,,,,
