block,wall_time_seconds,peak_memory_mb,output_storage_mb
K562 partial identification and diagnostics,29.49147810001159,55.75794792175293,0.865321159362793
RPE1 developmental risk coverage,36.072296599973924,46.0254430770874,1.493607521057129
